pc,pole,trait,target_pearson_r,target_abs_r,specificity_margin,pc1_6_concentration_fraction,target_is_largest_probability,is_pc_associated,is_primary_pc_defining,is_pareto_frontier,dominated_by_count,dominated_by_traits
PC2,negative,conciliatory,-0.09855547443172417,0.09855547443172417,-0.653616989177732,0.009785290499354563,0.0,False,False,False,93,absolutist;abstract;agreeable;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;convergent;cosmopolitan;critical;cryptic;data_driven;decisive;deconstructionist;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;dominant;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;futuristic;generous;grandiose;historical;holistic;idealistic;independent;inspirational;introspective;introverted;meditative;melancholic;methodical;meticulous;nihilistic;pacifist;paranoid;patient;pedantic;pensive;perfectionist;philosophical;prescriptive;principled;rationalist;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;systems_thinker;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,confident,-0.25857023425193576,0.25857023425193576,-0.4001152738521881,0.07443963705882009,0.0,False,False,False,60,absolutist;abstract;ascetic;big_picture;bombastic;calculating;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;dispassionate;earnest;eclectic;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,conscientious,-0.6985150806589167,0.6985150806589167,0.005444814134737741,0.49440761291196367,0.54,True,False,False,23,abstract;ascetic;big_picture;conceptual;deterministic;erudite;esoteric;essentialist;formal;idealistic;introverted;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;stoic;theoretical
PC2,negative,convergent,-0.23313914749510978,0.23313914749510978,-0.4859711878304791,0.06058945037886639,0.0,False,False,False,70,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;grandiose;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,cosmopolitan,-0.43518767173281836,0.43518767173281836,-0.17725609133312636,0.21516235004229095,0.0,False,False,False,39,absolutist;abstract;ascetic;big_picture;calculating;collectivistic;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical
PC2,negative,critical,-0.12907013123817423,0.12907013123817423,-0.504063047732625,0.018115450730416666,0.0,False,False,False,78,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;convergent;cosmopolitan;decisive;deconstructionist;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;futuristic;generous;grandiose;historical;holistic;idealistic;independent;introspective;introverted;meditative;methodical;meticulous;nihilistic;paranoid;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;systems_thinker;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,cryptic,-0.37418220671410923,0.37418220671410923,-0.5367231180131049,0.14072738200998366,0.0,False,False,False,62,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;dispassionate;earnest;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;grandiose;historical;holistic;idealistic;introverted;meditative;methodical;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;technical;theoretical;universalist;verbose
PC2,negative,data_driven,-0.2576469332173693,0.2576469332173693,-0.6174925826572674,0.0666880829241871,0.0,False,False,False,76,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;collectivistic;conceptual;confident;conscientious;cosmopolitan;cryptic;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;grandiose;historical;holistic;idealistic;independent;introverted;meditative;methodical;meticulous;nihilistic;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,decisive,-0.3958269383143177,0.3958269383143177,-0.2466438781699546,0.22673223644169405,0.0,False,False,False,43,absolutist;abstract;ascetic;big_picture;calculating;circumspect;collectivistic;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;fundamentalist;historical;holistic;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical;universalist
PC2,negative,deconstructionist,-0.198922648249588,0.198922648249588,-0.42120797284691897,0.04159943075998128,0.0,False,False,False,66,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;dispassionate;earnest;eclectic;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,deferential,-0.12425679397226626,0.12425679397226626,-0.7457738144172219,0.016918822861321365,0.0,False,False,False,97,absolutist;abstract;agreeable;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;convergent;cosmopolitan;critical;cryptic;data_driven;decisive;deconstructionist;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;dominant;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;ethereal;factual;fatalistic;formal;formalist;fundamentalist;futuristic;generous;grandiose;historical;holistic;idealistic;independent;inspirational;introspective;introverted;meditative;melancholic;methodical;meticulous;mystical;nihilistic;nostalgic;pacifist;paranoid;patient;pedantic;pensive;perfectionist;philosophical;prescriptive;principled;rationalist;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;systems_thinker;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,deontological,-0.636720929982222,0.636720929982222,0.038797541116969314,0.44766782532816407,0.806,True,False,False,25,abstract;ascetic;big_picture;conceptual;deterministic;earnest;erudite;esoteric;essentialist;formal;idealistic;introverted;meditative;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;stoic;theoretical
PC2,negative,descriptive,-0.4532042648014968,0.4532042648014968,-0.35943918001415354,0.21221449461422665,0.0,False,False,False,47,absolutist;abstract;ascetic;big_picture;bombastic;calculating;collectivistic;conceptual;conscientious;deontological;detached;deterministic;dispassionate;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;technical;theoretical
PC2,negative,detached,-0.5020110200774718,0.5020110200774718,-0.26681499692532107,0.25373553696178874,0.0,True,False,False,41,absolutist;abstract;ascetic;big_picture;calculating;collectivistic;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical
PC2,negative,deterministic,-0.7021182612364889,0.7021182612364889,0.21093128854665166,0.5215058109440576,1.0,True,True,False,14,abstract;ascetic;big_picture;conceptual;erudite;essentialist;formal;introverted;pensive;principled;reverent;ritualistic;solemn;theoretical
PC2,negative,diplomatic,-0.3300312844534474,0.3300312844534474,-0.43663013180898846,0.11002617950436706,0.0,False,False,False,62,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;dispassionate;earnest;eclectic;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;theoretical;universalist;verbose
PC2,negative,dispassionate,-0.4962666286696161,0.4962666286696161,-0.3239032397499765,0.2485540600276665,0.0,False,False,False,44,absolutist;abstract;ascetic;big_picture;calculating;collectivistic;conceptual;conscientious;deontological;detached;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical
PC2,negative,dogmatic,-0.3188935995092708,0.3188935995092708,-0.44984685124779605,0.10948890071545617,0.0,False,False,False,63,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;earnest;eclectic;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;tactful;technical;theoretical;universalist;verbose
PC2,negative,dominant,-0.2181136592567601,0.2181136592567601,-0.6529202249733016,0.052429369736424196,0.0,False,False,False,83,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;convergent;cosmopolitan;cryptic;data_driven;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;grandiose;historical;holistic;idealistic;independent;inspirational;introverted;meditative;melancholic;methodical;meticulous;nihilistic;patient;pedantic;pensive;perfectionist;philosophical;principled;rationalist;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,dramatic,-0.06275409735874828,0.06275409735874828,-0.9065928611875785,0.004002453049757651,0.0,False,False,False,113,absolutist;abstract;agreeable;altruistic;analytical;ascetic;big_picture;bombastic;calculating;callous;calm;cautious;circumspect;closure_seeking;collectivistic;conceptual;conciliatory;confident;conscientious;convergent;cosmopolitan;critical;cryptic;data_driven;decisive;deconstructionist;deferential;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;dominant;earnest;eclectic;educational;elitist;eloquent;enigmatic;environmental;epicurean;erudite;esoteric;essentialist;ethereal;factual;fatalistic;formal;formalist;fundamentalist;futuristic;generous;grandiose;historical;holistic;idealistic;independent;inspirational;introspective;introverted;meditative;melancholic;melodramatic;metaphorical;methodical;meticulous;moderate;mystical;nihilistic;nostalgic;obsessive;pacifist;paradoxical;paranoid;patient;pedantic;pensive;perfectionist;pessimistic;philosophical;poetic;prescriptive;principled;radical;rationalist;regulatory;relativist;reserved;resilient;reverent;rhetorical;ritualistic;romantic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;systems_thinker;tactful;technical;theatrical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,earnest,-0.6877787420757179,0.6877787420757179,0.10891860957534782,0.48173931642434104,0.944,True,False,False,21,abstract;ascetic;big_picture;conceptual;deterministic;erudite;esoteric;essentialist;formal;idealistic;introverted;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;theoretical
PC2,negative,eclectic,-0.36125289565206165,0.36125289565206165,-0.34203184488579563,0.14020951196620968,0.0,False,False,False,55,absolutist;abstract;ascetic;big_picture;bombastic;calculating;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;detached;deterministic;dispassionate;earnest;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;technical;theoretical;universalist;verbose
PC2,negative,educational,-0.4026371555561537,0.4026371555561537,-0.4634276992072344,0.1714058280127401,0.0,False,False,False,56,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;deontological;descriptive;detached;deterministic;dispassionate;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;historical;holistic;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;technical;theoretical;universalist
PC2,negative,elitist,-0.641888034224643,0.641888034224643,-0.012986105269350734,0.43811583966146644,0.432,True,False,False,27,abstract;ascetic;big_picture;conceptual;conscientious;deterministic;earnest;eloquent;erudite;esoteric;essentialist;formal;idealistic;introverted;meditative;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;stoic;theoretical
PC2,negative,eloquent,-0.6608846461605717,0.6608846461605717,0.005744541290663707,0.45741094932381554,0.5155,True,False,False,25,abstract;ascetic;big_picture;conceptual;deterministic;earnest;erudite;esoteric;essentialist;formal;idealistic;introverted;meditative;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;stoic;theoretical
PC2,negative,enigmatic,-0.2149323514116942,0.2149323514116942,-0.7538086626248749,0.04645130013312837,0.0,False,False,False,89,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;convergent;cosmopolitan;cryptic;data_driven;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;dominant;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;ethereal;factual;fatalistic;formal;formalist;fundamentalist;generous;grandiose;historical;holistic;idealistic;independent;inspirational;introverted;meditative;melancholic;methodical;meticulous;mystical;nihilistic;nostalgic;paranoid;patient;pedantic;pensive;perfectionist;philosophical;principled;rationalist;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,environmental,-0.39899339554259144,0.39899339554259144,-0.2597876652444791,0.18461503222774586,0.0,False,False,False,46,absolutist;abstract;ascetic;big_picture;calculating;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;holistic;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical;universalist;verbose
PC2,negative,epicurean,-0.6016547047969143,0.6016547047969143,-0.045795247743673495,0.40171137586009553,0.2525,True,False,False,31,abstract;ascetic;big_picture;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;erudite;esoteric;essentialist;formal;fundamentalist;idealistic;introverted;meditative;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;theoretical
PC2,negative,erudite,-0.8338676738285938,0.8338676738285938,0.4488115773980459,0.7070588079067625,1.0,True,True,False,8,abstract;conceptual;introverted;pensive;principled;reverent;ritualistic;theoretical
PC2,negative,esoteric,-0.7647694309722846,0.7647694309722846,0.20247743957409647,0.5971211197667257,1.0,True,True,False,15,abstract;ascetic;big_picture;conceptual;erudite;essentialist;formal;introverted;pensive;perfectionist;principled;reverent;ritualistic;solemn;theoretical
PC2,negative,essentialist,-0.7847524230727061,0.7847524230727061,0.45015599778726334,0.6898277765508494,1.0,True,True,False,8,abstract;conceptual;introverted;pensive;principled;reverent;ritualistic;theoretical
PC2,negative,ethereal,-0.2502821038622951,0.2502821038622951,-0.7110158382195704,0.0628646101669867,0.0,False,False,False,79,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;collectivistic;conceptual;confident;conscientious;cosmopolitan;cryptic;data_driven;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;factual;fatalistic;formal;formalist;fundamentalist;grandiose;historical;holistic;idealistic;independent;introverted;meditative;melancholic;methodical;meticulous;nihilistic;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,factual,-0.2755210052226105,0.2755210052226105,-0.6701774355331391,0.07621190022566993,0.0,False,False,False,74,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;cryptic;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;grandiose;historical;holistic;idealistic;independent;introverted;meditative;methodical;meticulous;nihilistic;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;spiritual;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,fatalistic,-0.45585112364726327,0.45585112364726327,-0.4192635298195388,0.2103683277839717,0.0,False,False,False,47,absolutist;abstract;ascetic;big_picture;bombastic;calculating;collectivistic;conceptual;conscientious;deontological;detached;deterministic;dispassionate;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;technical;theoretical
PC2,negative,formal,-0.8154571806834933,0.8154571806834933,0.26177785756878447,0.6783570895003744,1.0,True,True,False,10,abstract;conceptual;erudite;introverted;pensive;principled;reverent;ritualistic;solemn;theoretical
PC2,negative,formalist,-0.5352887860027198,0.5352887860027198,-0.249431253349232,0.2889963934817057,0.0,True,False,False,39,absolutist;abstract;ascetic;big_picture;calculating;collectivistic;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical
PC2,negative,fundamentalist,-0.6113030808864773,0.6113030808864773,0.06405718568254049,0.4168525095477049,0.8945,True,False,False,24,abstract;ascetic;big_picture;conceptual;deterministic;earnest;erudite;esoteric;essentialist;formal;idealistic;introverted;meditative;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;theoretical
PC2,negative,futuristic,-0.14385998928729538,0.14385998928729538,-0.49003998604993204,0.022989757784005905,0.0,False,False,False,75,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;convergent;cosmopolitan;decisive;deconstructionist;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;grandiose;historical;holistic;idealistic;independent;introspective;introverted;meditative;meticulous;paranoid;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;systems_thinker;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,generous,-0.24502303834932646,0.24502303834932646,-0.2697780647200013,0.08718310044271395,0.0,False,False,False,52,absolutist;abstract;ascetic;big_picture;bombastic;calculating;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;detached;deterministic;earnest;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical;traditional;universalist;verbose
PC2,negative,grandiose,-0.3812994411732178,0.3812994411732178,-0.4546779716552115,0.1474294089869934,0.0,False,False,False,59,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;descriptive;detached;deterministic;dispassionate;earnest;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;historical;holistic;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;technical;theoretical;universalist;verbose
PC2,negative,historical,-0.539628401655566,0.539628401655566,-0.0546968480299711,0.33156012547063257,0.192,True,False,False,34,abstract;ascetic;big_picture;collectivistic;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;fundamentalist;idealistic;introverted;meditative;meticulous;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;technical;theoretical
PC2,negative,holistic,-0.4434081430701074,0.4434081430701074,-0.17755178928952414,0.23454604217391492,0.0135,False,False,False,39,absolutist;abstract;ascetic;big_picture;calculating;collectivistic;conceptual;conscientious;deontological;deterministic;earnest;elitist;eloquent;epicurean;erudite;esoteric;essentialist;formal;fundamentalist;historical;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical
PC2,negative,idealistic,-0.7128833476587115,0.7128833476587115,0.12728894121912793,0.5378352696927665,0.991,True,True,False,17,abstract;ascetic;big_picture;conceptual;erudite;esoteric;essentialist;formal;introverted;pensive;perfectionist;principled;reverent;ritualistic;serious;solemn;theoretical
PC2,negative,independent,-0.3649311492490994,0.3649311492490994,-0.2679666520214611,0.15669436730986686,0.0,False,False,False,50,absolutist;abstract;ascetic;big_picture;bombastic;calculating;circumspect;collectivistic;conceptual;conscientious;cosmopolitan;decisive;deontological;detached;deterministic;earnest;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;formal;formalist;fundamentalist;historical;holistic;idealistic;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;technical;theoretical;universalist;verbose
PC2,negative,inspirational,-0.24051602065301433,0.24051602065301433,-0.5867915488010083,0.06634088800765013,0.0,False,False,False,77,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;cautious;circumspect;collectivistic;conceptual;confident;conscientious;cosmopolitan;cryptic;decisive;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;grandiose;historical;holistic;idealistic;independent;introverted;meditative;methodical;meticulous;nihilistic;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;relativist;reserved;resilient;reverent;ritualistic;serene;serious;skeptical;solemn;specialized;spiritual;stoic;strategic;structuralist;tactful;technical;theoretical;traditional;universalist;verbose;vindictive
PC2,negative,interdisciplinary,-0.010472962851868058,0.010472962851868058,-0.4339625659327613,0.00014126109889754461,0.0,False,False,False,68,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;cosmopolitan;decisive;deconstructionist;deontological;descriptive;detached;deterministic;dispassionate;earnest;eclectic;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;systems_thinker;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,introspective,-0.15845511798237152,0.15845511798237152,-0.46549897668390205,0.029932478029978442,0.0,False,False,False,72,absolutist;abstract;altruistic;ascetic;big_picture;bombastic;calculating;calm;circumspect;closure_seeking;collectivistic;conceptual;confident;conscientious;cosmopolitan;decisive;deconstructionist;deontological;descriptive;detached;deterministic;diplomatic;dispassionate;dogmatic;earnest;eclectic;educational;elitist;eloquent;environmental;epicurean;erudite;esoteric;essentialist;fatalistic;formal;formalist;fundamentalist;generous;grandiose;historical;holistic;idealistic;independent;introverted;meditative;meticulous;patient;pedantic;pensive;perfectionist;philosophical;principled;regulatory;reserved;resilient;reverent;ritualistic;serene;serious;solemn;specialized;stoic;strategic;structuralist;systems_thinker;tactful;technical;theoretical;traditional;universalist;verbose
PC2,negative,introverted,-0.9540791344735008,0.9540791344735008,0.8047054235183844,0.9373972289079143,1.0,True,True,True,0,
