persona,activation_cluster,is_bridge,bridge_score,is_developmental,is_symbolic_liminal,semantic_residual,trait_residual,procedural_alone_residual,naive_concat_residual,hierarchical_residual,improvement_vs_trait,improvement_percent_vs_trait,heldout_frequency,rank_most_improved_vs_trait,rank_worsened_vs_trait
comedian,trickster_chaos,True,2.0,False,True,50.029904569709636,33.61473521328951,56.5374126994861,42.603213602681215,35.31960037711395,-1.7048651638244436,-5.07177924504498,1,163,59
interpreter,procedural_professional,True,5.0,False,False,10.940019092250742,12.87771976005541,15.066353244827798,11.164032059238004,14.596090715826415,-1.7183709557710056,-13.343751749444902,1,164,58
bohemian,grounded_social,True,2.0,False,False,47.434439123940976,33.803112751084754,44.204666721270435,32.351538229137894,35.56472928747043,-1.7616165363856737,-5.211403308794817,4,165,57
rogue,trickster_chaos,True,3.0,False,True,21.881384124754323,24.05645673528365,25.06826159239665,26.602234243943695,25.835934990402805,-1.7794782551191552,-7.397092076777838,1,166,56
novelist,grounded_social,True,3.0,False,False,25.683741462744404,8.736260837261609,26.28581285329862,12.366466534108104,10.580150535788016,-1.8438896985264073,-21.10616581709546,3,167,55
teenager,other,True,3.0,True,True,65.43255006713622,53.062571203592846,66.3912039339105,58.24924432203193,54.925452901758256,-1.8628816981654097,-3.5107264045268782,2,168,54
playwright,grounded_social,True,3.0,False,False,12.741008480783556,12.416909689959907,10.421953596118039,12.269180604047335,14.29844662082329,-1.8815369308633834,-15.153020983834335,3,169,53
librarian,procedural_professional,False,0.0,False,False,13.070177058416057,17.075789979975664,12.086926362312012,19.44656566642448,18.974476775928515,-1.8986867959528517,-11.119173977774336,2,170,52
minimalist,procedural_professional,True,3.0,False,False,26.73450480975086,18.339210966006558,25.47268658827461,23.242499336082375,20.26729322767268,-1.9280822616661233,-10.513441746430662,3,171,51
idealist,procedural_professional,True,3.0,False,False,22.176210427188778,36.8781460316894,19.699265363916144,33.25584251188985,38.841006073145984,-1.9628600414565867,-5.322556182108235,1,172,50
trainer,procedural_professional,True,3.0,False,False,18.23523277892033,11.778764497373013,20.156055575388287,15.458859063449971,13.807681389562372,-2.0289168921893594,-17.22520976322995,1,173,49
actor,grounded_social,True,4.0,False,False,22.57206425781299,14.607104907704217,22.45987731117515,8.51605546458931,16.647234274570128,-2.0401293668659104,-13.966692097828956,2,174,48
architect,procedural_professional,False,0.0,False,False,13.121811595267026,10.135526247614724,23.40928927006013,16.449263699868162,12.284212363648814,-2.1486861160340904,-21.199551592496327,2,175,47
stoic,mythic_spiritual,True,2.0,False,True,37.76483428048216,29.658860455483254,44.15697063480546,31.177422131432323,31.846159349696894,-2.18729889421364,-7.374858172641822,1,176,46
healer,procedural_professional,True,3.0,False,False,26.331222156135922,9.023099976864748,18.982143162595975,11.482223273695825,11.225423207760274,-2.2023232308955265,-24.407611979721928,3,177,45
detective,procedural_professional,True,4.0,False,False,12.538690163271067,19.085934392782015,20.671899591702378,19.941009613669294,21.40394002040489,-2.318005627622874,-12.145099002852621,1,178,44
sommelier,procedural_professional,True,3.0,False,False,27.538535008012456,17.040475153894505,28.037249138986397,16.905583912114057,19.71946184769065,-2.678986693796144,-15.721314515011494,3,179,43
maverick,combative_iconoclast,True,2.0,False,False,18.187736078985456,10.97225234939318,7.600698379858083,11.992053201381681,13.658583745673075,-2.686331396279895,-24.48295309602921,1,180,42
predator,mythic_spiritual,True,3.0,False,True,31.462117019554157,24.917374028637912,29.359047882516137,23.12662430532211,27.608982280129528,-2.6916082514916155,-10.802134480134663,3,181,41
genie,trickster_chaos,True,2.0,False,True,17.71458179886286,7.664933090885782,26.63185119208876,6.976074089584894,10.409094031764782,-2.7441609408790004,-35.80149896079363,1,182,40
pirate,trickster_chaos,False,0.0,False,True,44.748810023985136,40.12704909026736,48.33160719796613,44.381308400102924,42.87965952473231,-2.7526104344649482,-6.859737999355107,2,183,39
statistician,procedural_professional,True,3.0,False,False,18.40844571483024,10.687699696051444,25.038181752549495,13.471503320892593,13.545408096384424,-2.85770840033298,-26.738292444619827,1,184,38
simulacrum,mythic_spiritual,True,3.0,False,True,33.72188662114353,16.39318180258555,35.61521807149033,23.88033273166187,19.2718034689438,-2.878621666358253,-17.559871543084054,1,185,37
activist,procedural_professional,True,2.0,False,False,21.36834128023822,14.241319900248534,20.57398040874771,15.00476523417959,17.204350848449824,-2.9630309482012898,-20.805873113977167,2,186,36
photographer,grounded_social,True,3.0,False,False,15.89494038691941,18.50450071047126,22.257130501571993,22.549558138627305,21.47770416731862,-2.9732034568473615,-16.06746111860719,3,187,35
interviewer,editorial,True,2.0,False,False,27.997230639887167,30.784736812028868,41.259717565639264,35.0582536908786,33.86261800156531,-3.0778811895364413,-9.998075371993389,2,188,34
parasite,mythic_spiritual,True,3.0,False,True,38.16051552318086,36.485268186635125,41.96748303064127,38.01221025191692,39.57575422275914,-3.0904860361240125,-8.470503821748212,1,189,33
observer,procedural_professional,True,3.0,False,False,25.552993692273553,10.960166240612505,23.056025533744325,14.236136021093223,14.07652590432291,-3.116359663710405,-28.43350725979726,2,190,32
trickster,trickster_chaos,False,0.0,False,True,24.41163926011329,28.494797338249025,23.278765720093904,29.943247975848664,31.690940142192595,-3.1961428039435695,-11.216583736334687,1,191,31
realist,procedural_professional,True,3.0,False,False,37.62586288394094,20.748002546307216,37.06599826425777,23.24912355059447,23.995380691117262,-3.247378144810046,-15.651521815472416,2,192,30
biologist,procedural_professional,False,0.0,False,False,15.5746163714017,10.784195664572602,27.390665866496008,19.961447263998267,14.087021652838708,-3.3028259882661057,-30.626539901499488,1,193,29
technologist,procedural_professional,True,4.0,False,False,47.631220117969804,20.910455428560763,46.111570544390716,25.073009845845366,24.235185587835737,-3.3247301592749743,-15.899845752445243,1,194,28
instructor,procedural_professional,True,3.0,False,False,18.598833475985927,11.045356406535722,25.282454165333586,18.041093828674434,14.371022229891114,-3.3256658233553917,-30.109176208995297,1,195,27
lawyer,procedural_professional,True,2.0,False,False,24.9595383520535,20.099127408510853,22.699497243481883,23.398682869896714,23.485169005864744,-3.3860415973538913,-16.84670945426264,1,196,26
marketer,procedural_professional,False,0.0,False,False,14.23345310492019,12.137710474610216,29.141361248350563,20.949065289986287,15.544422319850355,-3.406711845240139,-28.067170100706658,1,197,25
veterinarian,procedural_professional,True,3.0,False,False,10.554974727969489,12.939740050768973,26.033702749492317,22.143407194359067,16.384829505238105,-3.445089454469132,-26.624100955292374,1,198,24
pragmatist,procedural_professional,True,3.0,False,False,35.61562773372599,15.479335200817266,29.91358257554526,17.5484873973019,18.94688966197333,-3.4675544611560642,-22.40118465147642,3,199,23
revolutionary,combative_iconoclast,True,2.0,False,False,16.721420078463833,30.096344078290617,24.42186515326152,34.45728965060094,33.611400444737455,-3.5150563664468386,-11.679346691754342,1,200,22
builder,procedural_professional,False,0.0,False,False,9.853175386487242,13.361714247459544,13.293553716281924,17.602636810959535,17.089289408302488,-3.727575160842944,-27.897432109444086,1,201,21
symbiont,procedural_professional,True,2.0,False,False,18.438691205623353,12.97365242125106,21.423569769383796,19.85093317024267,16.704318796143493,-3.730666374892433,-28.755713917397223,2,202,20
mechanic,procedural_professional,True,5.0,False,False,39.24104995251942,16.575349014686584,43.77946914046986,26.650045829850935,20.607439446811075,-4.032090432124491,-24.325825227280937,4,203,19
hedonist,grounded_social,True,3.0,False,False,13.416476465102525,28.98358551509593,17.357450064925054,30.339170775376257,33.024572655550394,-4.040987140454465,-13.942330007271671,1,204,18
chameleon,grounded_social,True,4.0,False,False,20.697863459184276,14.385545838200782,26.921698310504706,23.060518778833888,18.455300535104723,-4.06975469690394,-28.290582385109897,1,205,17
organizer,procedural_professional,False,0.0,False,False,17.283813277310905,14.703357371728803,22.411509716603824,20.353368954199,18.87224293144299,-4.168885559714187,-28.353290029731586,2,206,16
futurist,procedural_professional,True,4.0,False,False,6.759870053211796,3.6134225867596768,32.458990519812424,12.921988076546585,7.867481089170308,-4.254058502410631,-117.72933832866312,3,207,15
narcissist,grounded_social,True,3.0,False,False,33.21221149932876,19.539851018596657,36.536958683249416,26.47439767400181,24.000817713376886,-4.460966694780229,-22.830095738880477,1,208,14
swarm,procedural_professional,True,2.0,False,False,37.740224081090155,39.46451249379288,42.25302545324671,48.20691980673854,44.679592262465555,-5.215079768672673,-13.214605829713264,1,209,13
advocate,procedural_professional,True,5.0,False,False,25.039235062920078,28.44036644427182,22.269810203507554,26.05011093827035,33.80194791824073,-5.361581473968908,-18.852012629565767,2,210,12
influencer,combative_iconoclast,True,3.0,False,False,28.69970021471795,12.082466870645252,31.62786428592658,22.529690733399182,17.474222097238272,-5.39175522659302,-44.62462247417756,1,211,11
anarchist,procedural_professional,True,2.0,False,False,9.88355030452256,6.358087281202843,6.871136211460702,13.305066557025045,11.844370979016697,-5.486283697813854,-86.28827279602777,1,212,10
screener,editorial,False,0.0,False,False,2.1105734995211067,10.52719589450483,14.067424896418762,11.208444631204559,16.823811093264066,-6.296615198759236,-59.81284343769126,1,213,9
translator,editorial,True,2.0,False,False,15.979758484888608,16.70800415600322,22.593693258090113,21.52890154853094,23.140821609495227,-6.432817453492007,-38.501411619416444,1,214,8
programmer,procedural_professional,True,3.0,False,False,11.614781402288822,9.84691360154192,15.179835975721891,15.425324583344436,16.289277195603656,-6.442363594061737,-65.4252068694188,3,215,7
pilot,procedural_professional,False,0.0,False,False,9.40217605332834,8.177296941450965,19.539039143159403,18.459264604634733,14.808080355123932,-6.630783413672967,-81.08771714111695,2,216,6
forecaster,procedural_professional,True,3.0,False,False,14.103370803387412,6.7392062388565845,31.80738565028677,20.613672716776072,14.298306025326317,-7.559099786469733,-112.16602547175134,1,217,5
cyborg,procedural_professional,True,3.0,False,False,59.04484100294684,30.517829711775565,61.09364365339584,38.57889711968464,38.562097353669415,-8.04426764189385,-26.359238903511873,1,218,4
provocateur,combative_iconoclast,False,0.0,False,False,33.96552525986442,14.0108086287398,30.149673352271677,23.071473799978506,22.49041543641716,-8.479606807677358,-60.52189443429757,2,219,3
critic,procedural_professional,False,0.0,False,False,17.405632069051787,29.860377863977394,31.138177199016543,37.81366451596713,38.512760623167246,-8.652382759189852,-28.97613284936963,1,220,2
grader,editorial,False,0.0,False,False,10.675999089265542,4.482736251132247,10.183172554300596,10.88923276447712,13.40169181946321,-8.918955568330963,-198.96230937250033,1,221,1
