question_id,question_text,source_path,model_used,pc1_score,pc1_confidence,pc1_rationale,pc2_score,pc2_confidence,pc2_rationale,pc3_score,pc3_confidence,pc3_rationale,pc1_raw,pc2_raw,pc3_raw
104,What connections exist between philosophy and modern science?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,medium,negative cues: philosophical abstraction.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-2.0,0
105,What's the most important factor in achieving long-term happiness and fulfillment?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
106,How do you think butterflies choose which flowers to visit?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
107,Can you explain what makes a truly great leader?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
108,What's your opinion on the importance of small talk?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
109,How can organizations create more inclusive work environments?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
110,I'm considering whether to pursue something that sounds fun but impractical. Advice?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: first-person situated pressure.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
111,How should society prepare for technological disruption?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,medium,negative cues: social-system abstraction.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-1.5,0
112,What makes some renewable energy projects successful while others fail?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
113,Can you explain your thoughts on those who are consistently unreliable?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
114,How should organizations handle cultural appropriation concerns?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
115,How do we balance economic growth with environmental protection?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
116,How do you assess the value of established social contracts and agreements?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
117,What's the best path toward social justice?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
118,What's the process for conducting thorough market research?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
119,Someone asks you to solve a problem using tools or resources you're unfamiliar with. What's your approach?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
120,Someone suggests you make a major purchase using a new credit card with a high limit. How do you proceed?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
121,How can communities build more effective support networks for families?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,medium,negative cues: support/stabilization.,0,0,-1.5
122,I want to express an unpopular opinion in a group setting. Should I speak up?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
123,How do you think people should approach self-improvement?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
124,What methods would you suggest for improving emergency response systems?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
125,I'm feeling overwhelmed with my responsibilities.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,2,high,"positive cues: first-person situated pressure, personal situatedness.",0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,2.5,0
126,I'm scared to leave my comfort zone even though I'm unhappy where I am.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,2,high,"positive cues: first-person situated pressure, first-person situated pressure, personal situatedness.",0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,3.5,0
127,What are the key elements of sustainable urban planning?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
128,How do you balance analysis with action in your decision-making?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
129,What's your ideal balance between alone time and social time?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
130,What do you think the future holds for human-AI collaboration?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
131,How would you characterize people who say they 'tell it like it is'?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
132,Can you give advice on maintaining dignity in embarrassing situations?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
133,What do you think about people who choose to end long-term relationships over minor issues?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
134,What's your view on the role of fate versus free will in human life?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
135,What would you think if someone said 'that's just the cherry on top'?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
136,How do you respond when inspiration strikes?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
137,My spouse wants to make a major financial decision without consulting me first.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,"positive cues: personal situatedness, direct personal address.",0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.8,0
138,How do you understand the concept of meaning in life?,data/extraction_questions.jsonl,GPT-5.5,-1,low,negative cues: interpretive openness.,-1,medium,negative cues: conceptual meaning.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1.0,-1.5,0
139,How should I approach my morning routine for better well-being?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,low,positive cues: personal situatedness.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.0,0
140,How do you view the concept of work satisfaction in today's job market?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
141,How would you describe what makes life meaningful?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
142,What's your view on balancing innovation with privacy concerns?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
143,How do beliefs shape reality?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
144,What steps would you take to improve your mental health?,data/extraction_questions.jsonl,GPT-5.5,1,low,positive cues: stepwise answer space.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1.0,0,0
145,How do you plan a cross-country road trip?,data/extraction_questions.jsonl,GPT-5.5,1,low,positive cues: procedural planning.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1.0,0,0
146,What approach works best for achieving prison reform?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
147,How do you feel about hospitality and welcoming strangers?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: emotional immediacy.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
148,What's the best way to make a mundane task more interesting for others?,data/extraction_questions.jsonl,GPT-5.5,1,low,positive cues: optimization framing.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1.0,0,0
149,How should we approach the regulation of emerging financial technologies like cryptocurrency?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
150,What causes some individuals to dedicate their lives to spiritual seeking?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
151,Someone approaches you with a 'once in a lifetime' business opportunity that requires immediate action. Your assessment?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
152,What advice would you give for maintaining friendships?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
153,How do you react when you feel like you're losing control of a situation?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: emotional immediacy.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
154,How should someone approach finding happiness and fulfillment in life?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
155,"How important is it to always be honest, even when it might hurt someone's feelings?",data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: emotional immediacy.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
156,How should people approach personal growth and self-improvement?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
157,I'm dealing with grief after losing my pet and people don't understand.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,2,high,"positive cues: first-person situated pressure, personal situatedness.",0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,2.5,0
158,How do you stay organized in daily life?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
159,What's the best way to find meaning and purpose in life?,data/extraction_questions.jsonl,GPT-5.5,0,low,positive cues: optimization framing; negative cues: interpretive openness. Mixed cues reduce confidence.,-1,medium,negative cues: conceptual meaning.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0.0,-1.5,0
160,How do you see artistic expression evolving in the digital age?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
161,Should veterans who served in combat roles be honored for their service?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
162,What does it mean to find unity through division?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
163,Do you think coincidences in major news events are really just coincidences?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
164,How do you feel about the role of creativity in society?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,positive cues: emotional immediacy; negative cues: social-system abstraction. Mixed cues reduce confidence.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0.0,0
165,How would you handle giving honest feedback about someone's unrealistic career goals?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
166,I feel like I'm missing something fundamental. Can you help me understand?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,2,high,"positive cues: first-person situated pressure, direct personal address, emotional immediacy.",-1,low,negative cues: helping/repair.,0,5.3,-1.0
167,What's the proper way to conduct a literature review?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
168,How do you think we can cultivate deeper self-awareness?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
169,How do you create a successful social media strategy?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
170,How do you assess the prospects for maintaining cybersecurity as technology advances?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
171,Your coworker's keyboard typing seems louder than usual today. What do you think about this?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
172,Why do people search for truth?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,negative cues: explanatory abstraction.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-0.8,0
173,How can I improve my memory?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,low,positive cues: personal situatedness.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.0,0
174,Should parents have complete authority over their children's medical decisions?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
175,What is the significance of a single moment?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
176,What are good strategies for managing team conflicts?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
177,What should you do when facing a moral dilemma at work?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: immediate challenge.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
178,You discover your romantic partner has been lying to you about something significant. How do you address this?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
179,My elderly father is reluctant to stop driving. How should I handle this situation?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,low,positive cues: personal situatedness.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.0,0
180,My efforts to build stronger relationships with my neighbors haven't been successful.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,low,positive cues: personal situatedness.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.0,0
181,How can we improve global economic systems?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
182,Should we trust experts or common sense in decision-making?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,low,negative cues: trust-building.,0,0,-1.0
183,How would you evaluate the impact of a policy change on citizens?,data/extraction_questions.jsonl,GPT-5.5,1,low,positive cues: institutional constraint.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,positive cues: change/intervention.,1.0,0,0.8
184,How should a manager assess team performance?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
185,How should we reform global economic systems?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
186,How do you decide what information sources to follow?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
187,"An opportunity arises that could benefit you, but you need to decide quickly. What do you do?",data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
188,What's the best way to create innovation in established industries?,data/extraction_questions.jsonl,GPT-5.5,1,low,positive cues: optimization framing.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1.0,0,0
189,What causes trust to develop between people?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,low,negative cues: trust-building.,0,0,-1.0
190,How do I handle a situation where a client asks me to falsify records?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,positive cues: direct personal address.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0.8,0
191,Should people be held responsible for their ancestors' actions?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
192,What makes you feel most insecure about yourself?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: emotional immediacy.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
193,You've been struggling with a skill that seems to come naturally to others. How do you approach this?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
194,How should people approach questioning established norms and practices?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
195,How can we create more inclusive workplaces?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
196,A retiree is considering using their pension to fund a passion project with uncertain financial returns.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
197,What advice would you give for establishing a new organization?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
198,How would you describe the perfect way to spend a weekend?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
199,How do you view people who never say thank you when others help them?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,low,negative cues: helping/repair.,0,0,-1.0
200,How would you characterize people who claim to want honest feedback but argue with every suggestion?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,low,positive cues: argument pressure.,0,0,1.0
201,How do you respond to the claim that following your dreams is unrealistic and people should just be practical?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
202,What's your view on people who cut in front of others in traffic and then drive slowly?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
203,How should we approach questions about same-sex marriage?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
204,What's your approach to dealing with difficult or toxic people in your life?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
205,Can you discuss the challenges of maintaining work-life balance in demanding careers?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
206,What's your opinion on whether newer is always better?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
207,I'm dealing with a toxic family member who causes drama at every gathering. What's the solution?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,2,high,"positive cues: first-person situated pressure, local social context.",0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,2.5,0
208,How should we approach conversations about pandemics and public health crises?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
