pc,pole,trait,target_r,target_abs_r,axis_purity,dominance_gap,max_off_axis_abs_r,second_best_pc,bootstrap_probability_target_largest_abs,specificity_class,classification_reason
PC1,positive,moderate,0.8209116412175199,0.8209116412175199,0.6849031607541787,0.3361498361242239,0.484761805093296,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.684903 < 0.70
PC1,positive,dispassionate,0.820169868419593,0.820169868419593,0.6788883207063567,0.32390323974997703,0.496266628669616,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.678888 < 0.70
PC1,positive,literal,0.8183766257538988,0.8183766257538988,0.6936291650738801,0.3292230810983248,0.489153544655574,PC4,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.693629 < 0.70
PC1,positive,problem_solving,0.8178651573293317,0.8178651573293317,0.7371522197775483,0.3917182357391512,0.4261469215901805,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC1,positive,regulatory,0.8160047739308051,0.8160047739308051,0.6899590190594594,0.3761246900415863,0.4398800838892188,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.689959 < 0.70
PC1,positive,descriptive,0.8126434448156503,0.8126434448156503,0.6823184902567451,0.3594391800141533,0.453204264801497,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.682318 < 0.70
PC1,positive,resilient,0.8097724548687197,0.8097724548687197,0.6756992927100224,0.2954155935048528,0.5143568613638669,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.675699 < 0.70
PC1,positive,structuralist,0.8031772657100371,0.8031772657100371,0.6499254353945014,0.3288855476415024,0.4742917180685347,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.649925 < 0.70
PC1,positive,materialist,0.8025262762420062,0.8025262762420062,0.6588943639973094,0.3048560918005154,0.4976701844414908,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.658894 < 0.70
PC1,positive,formalist,0.7847200393519522,0.7847200393519522,0.6210772467946937,0.2494312533492321,0.5352887860027201,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.621077 < 0.70
PC1,positive,detached,0.7688260170027932,0.7688260170027932,0.5951287592412489,0.26681499692532107,0.5020110200774721,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.595129 < 0.70
PC1,positive,diplomatic,0.7666614162624357,0.7666614162624357,0.5937355154575447,0.27491532257571877,0.4917460936867169,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.593736 < 0.70
PC1,positive,conciliatory,0.7521724636094566,0.7521724636094566,0.5699635435351884,0.14264010588705556,0.609532357722401,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.569964 < 0.70
PC1,positive,calculating,0.7436244252585559,0.7436244252585559,0.5757924111105117,0.12692177311610864,0.6167026521424472,PC2,0.9925,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.575792 < 0.70
PC1,positive,strategic,0.7345209912185534,0.7345209912185534,0.5493164482623433,0.11353391821276082,0.6209870730057926,PC2,0.994,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.549316 < 0.70
PC1,positive,convergent,0.7191103353255888,0.7191103353255888,0.5764447206288043,0.3603471673640581,0.3587631679615307,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.576445 < 0.70
PC1,positive,patient,0.7125485159988141,0.7125485159988141,0.5137780706149983,0.14080357773652474,0.5717449382622893,PC2,0.995,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.513778 < 0.70
PC1,positive,avoidant,0.6957952252022703,0.6957952252022703,0.5481279910885255,0.14428437640171643,0.5515108488005539,PC4,0.9825,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.548128 < 0.70
PC1,positive,conscientious,0.6930702665241788,0.6930702665241788,0.48672999522697297,-0.00544481413473763,0.6985150806589164,PC2,0.477,NON_TARGET_DOMINANT,PC2 has larger |r| (0.698515)
PC1,positive,grounded,0.6750258517609551,0.6750258517609551,0.4648465280056075,0.025969473013109035,0.649056378747846,PC2,0.7095,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.464847 < 0.70
PC1,positive,proactive,0.667620008308328,0.667620008308328,0.5318073428676601,0.19256062563163312,0.4750593826766949,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.531807 < 0.70
PC1,positive,stoic,0.6650852042104038,0.6650852042104038,0.44703070465925826,-0.04990703605287883,0.7149922402632827,PC2,0.1435,NON_TARGET_DOMINANT,PC2 has larger |r| (0.714992)
PC1,positive,reductionist,0.6490103403031007,0.6490103403031007,0.44543358046077747,0.13485547740608306,0.5141548628970176,PC2,0.969,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.445434 < 0.70
PC1,positive,meticulous,0.6476820968311452,0.6476820968311452,0.4246426924134499,-0.0897567387196484,0.7374388355507936,PC2,0.0355,NON_TARGET_DOMINANT,PC2 has larger |r| (0.737439)
PC1,positive,contemporary,0.6187366281455304,0.6187366281455304,0.40513439109457244,-0.10121717477734893,0.7199538029228794,PC2,0.0165,NON_TARGET_DOMINANT,PC2 has larger |r| (0.719954)
PC1,positive,serious,0.6142213962796912,0.6142213962796912,0.3814969505118825,-0.1521451951390691,0.7663665914187603,PC2,0.001,NON_TARGET_DOMINANT,PC2 has larger |r| (0.766367)
PC1,positive,exploratory,0.6133987285214586,0.6133987285214586,0.49071082046875936,0.259520714468955,0.3538780140525036,PC6,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.490711 < 0.70
PC1,positive,cosmopolitan,0.6124437630659448,0.6124437630659448,0.4261333692407219,0.17725609133312664,0.4351876717328182,PC2,0.988,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.426133 < 0.70
PC1,positive,technical,0.6114901156159589,0.6114901156159589,0.3772864297411585,0.002588675747418945,0.60890143986854,PC2,0.546,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.377286 < 0.70
PC1,positive,prescriptive,0.5909753702377913,0.5909753702377913,0.38685319753782266,-0.08460360141487766,0.675578971652669,PC3,0.0445,NON_TARGET_DOMINANT,PC3 has larger |r| (0.675579)
PC1,positive,perfectionist,0.5621766866398556,0.5621766866398556,0.32060376218584163,-0.2101857133341174,0.772362399973973,PC2,0.0,NON_TARGET_DOMINANT,PC2 has larger |r| (0.772362)
PC1,positive,agreeable,0.5604480909886256,0.5604480909886256,0.3178274486747797,-0.19893996656631985,0.7593880575549454,PC3,0.0,NON_TARGET_DOMINANT,PC3 has larger |r| (0.759388)
PC1,positive,formal,0.5536793231147085,0.5536793231147085,0.3127322403499063,-0.26177785756878447,0.8154571806834929,PC2,0.0,NON_TARGET_DOMINANT,PC2 has larger |r| (0.815457)
PC1,positive,traditional,0.5489587334301582,0.5489587334301582,0.32514724750420093,0.03057489435768823,0.51838383907247,PC3,0.701,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.325147 < 0.70
PC2,negative,introverted,-0.9540791344735008,0.9540791344735008,0.9373972289079143,0.8047054235183844,0.1493737109551164,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,ritualistic,-0.9446202584792598,0.9446202584792598,0.9226949566092029,0.7151894886619912,0.2294307698172686,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,pensive,-0.9318635456705224,0.9318635456705224,0.8982143160711616,0.6944079907878211,0.2374555548827013,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,theoretical,-0.9007728765281824,0.9007728765281824,0.8425788462088665,0.6451281594595666,0.2556447170686158,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,abstract,-0.8976890829027612,0.8976890829027612,0.836703681444423,0.615462037518026,0.2822270453847352,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,reverent,-0.8875421021761483,0.8875421021761483,0.8107842056117821,0.5009182068826253,0.3866238952935229,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,conceptual,-0.8798938143598115,0.8798938143598115,0.8132967467459641,0.6115331152511077,0.2683606991087039,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,principled,-0.8515795062454354,0.8515795062454354,0.792157743479919,0.5475097230597666,0.3040697831856688,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,solemn,-0.8395828383626303,0.8395828383626303,0.7122061982487761,0.3710918473778543,0.468490990984776,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,erudite,-0.8338676738285934,0.8338676738285934,0.7070588079067622,0.4488115773980455,0.3850560964305479,PC3,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,negative,formal,-0.8154571806834929,0.8154571806834929,0.6783570895003744,0.26177785756878447,0.5536793231147085,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.678357 < 0.70
PC2,negative,big_picture,-0.7968933771211331,0.7968933771211331,0.6745265036198722,0.33060883115804257,0.4662845459630905,PC4,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.674527 < 0.70
PC2,negative,essentialist,-0.7847524230727061,0.7847524230727061,0.6898277765508495,0.4501559977872634,0.3345964252854427,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.689828 < 0.70
PC2,negative,ascetic,-0.7729877045084298,0.7729877045084298,0.6224433934927296,0.24900016335683695,0.5239875411515929,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.622443 < 0.70
PC2,negative,perfectionist,-0.772362399973973,0.772362399973973,0.6051530103229464,0.2101857133341174,0.5621766866398556,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.605153 < 0.70
PC2,negative,serious,-0.7663665914187603,0.7663665914187603,0.5939013562881434,0.1521451951390691,0.6142213962796912,PC1,0.999,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.593901 < 0.70
PC2,negative,esoteric,-0.7647694309722846,0.7647694309722846,0.5971211197667255,0.20247743957409636,0.5622919913981882,PC3,0.9995,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.597121 < 0.70
PC2,negative,serene,-0.7459627550514221,0.7459627550514221,0.5692189461628332,0.12062317318030935,0.6253395818711127,PC3,0.98,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.569219 < 0.70
PC2,negative,meticulous,-0.7374388355507936,0.7374388355507936,0.5504931000502538,0.0897567387196484,0.6476820968311452,PC1,0.9645,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.550493 < 0.70
PC2,negative,stoic,-0.7149922402632827,0.7149922402632827,0.5166369194446775,0.04990703605287883,0.6650852042104038,PC1,0.8565,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.516637 < 0.70
PC2,negative,idealistic,-0.7128833476587113,0.7128833476587113,0.5378352696927661,0.12728894121912737,0.5855944064395839,PC1,0.991,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.537835 < 0.70
PC2,negative,pedantic,-0.7039516411470415,0.7039516411470415,0.5067878126637584,0.1764432128202238,0.5275084283268177,PC3,0.9995,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.506788 < 0.70
PC2,negative,deterministic,-0.7021182612364891,0.7021182612364891,0.5215058109440578,0.21093128854665172,0.4911869726898374,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.521506 < 0.70
PC2,negative,conscientious,-0.6985150806589164,0.6985150806589164,0.49440761291196356,0.00544481413473763,0.6930702665241788,PC1,0.523,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.494408 < 0.70
PC2,negative,meditative,-0.6884128382204436,0.6884128382204436,0.48327883736788224,0.10703889659658794,0.5813739416238557,PC3,0.982,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.483279 < 0.70
PC2,negative,earnest,-0.687778742075718,0.687778742075718,0.4817393164243409,0.1089186095753476,0.5788601325003704,PC3,0.944,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.481739 < 0.70
PC2,negative,eloquent,-0.6608846461605719,0.6608846461605719,0.4574109493238158,0.005744541290663929,0.6551401048699079,PC1,0.513,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.457411 < 0.70
PC2,negative,elitist,-0.6418880342246429,0.6418880342246429,0.43811583966146617,-0.012986105269351178,0.6548741394939941,PC3,0.4215,NON_TARGET_DOMINANT,PC3 has larger |r| (0.654874)
PC2,negative,specialized,-0.6377127902612771,0.6377127902612771,0.41388577582285313,0.024532447675298608,0.6131803425859785,PC3,0.667,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.413886 < 0.70
PC2,negative,deontological,-0.6367209299822222,0.6367209299822222,0.4476678253281645,0.03879754111696998,0.5979233888652522,PC1,0.799,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.447668 < 0.70
PC2,negative,strategic,-0.6209870730057926,0.6209870730057926,0.3926262204490538,-0.11353391821276082,0.7345209912185534,PC1,0.006,NON_TARGET_DOMINANT,PC1 has larger |r| (0.734521)
PC2,negative,calculating,-0.6167026521424472,0.6167026521424472,0.39601376002218835,-0.12692177311610864,0.7436244252585559,PC1,0.0075,NON_TARGET_DOMINANT,PC1 has larger |r| (0.743624)
PC2,negative,collectivistic,-0.6124565176705503,0.6124565176705503,0.42990067571522605,-0.0532448868769948,0.6657014045475451,PC3,0.171,NON_TARGET_DOMINANT,PC3 has larger |r| (0.665701)
PC2,negative,fundamentalist,-0.6113030808864774,0.6113030808864774,0.41685250954770475,0.06405718568254004,0.5472458952039374,PC1,0.895,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.416853 < 0.70
PC2,negative,technical,-0.60890143986854,0.60890143986854,0.3740987905996607,-0.002588675747418945,0.6114901156159589,PC1,0.4505,NON_TARGET_DOMINANT,PC1 has larger |r| (0.611490)
PC2,negative,epicurean,-0.6016547047969146,0.6016547047969146,0.4017113758600955,-0.04579524774367372,0.6474499525405883,PC1,0.225,NON_TARGET_DOMINANT,PC1 has larger |r| (0.647450)
PC2,negative,patient,-0.5717449382622893,0.5717449382622893,0.33078921428669233,-0.14080357773652474,0.7125485159988141,PC1,0.005,NON_TARGET_DOMINANT,PC1 has larger |r| (0.712549)
PC2,negative,absolutist,-0.5707154710750755,0.5707154710750755,0.3559509496355618,-0.072689420533534,0.6434048916086095,PC1,0.0895,NON_TARGET_DOMINANT,PC1 has larger |r| (0.643405)
PC2,negative,historical,-0.5396284016555658,0.5396284016555658,0.33156012547063224,-0.054696848029971545,0.5943252496855373,PC3,0.1735,NON_TARGET_DOMINANT,PC3 has larger |r| (0.594325)
PC2,negative,formalist,-0.5352887860027201,0.5352887860027201,0.28899639348170575,-0.2494312533492321,0.7847200393519522,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.784720)
PC2,negative,reserved,-0.5298981105213347,0.5298981105213347,0.2834197857946413,-0.2912032469349406,0.8211013574562753,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.821101)
PC2,negative,philosophical,-0.5244634327352036,0.5244634327352036,0.27939394152796015,-0.23498891471403693,0.7594523474492405,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.759452)
PC2,negative,resilient,-0.5143568613638669,0.5143568613638669,0.27261926333115655,-0.2954155935048528,0.8097724548687197,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.809772)
PC2,negative,detached,-0.5020110200774721,0.5020110200774721,0.25373553696178885,-0.26681499692532107,0.7688260170027932,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.768826)
PC2,positive,experiential,0.9418137033445833,0.9418137033445833,0.9463162192803448,0.7901975770161639,0.1516161263284194,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,positive,practical,0.9046041218574188,0.9046041218574188,0.8790315988516761,0.6871294604986029,0.2174746613588159,PC5,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,positive,casual,0.813441531715231,0.813441531715231,0.6722084715874698,0.25806266509207054,0.5553788666231605,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.672208 < 0.70
PC2,positive,accessible,0.789105101837842,0.789105101837842,0.6398785042086149,0.28478294726662445,0.5043221545712175,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.639879 < 0.70
PC2,positive,inquisitive,0.7759433072179749,0.7759433072179749,0.789490851544276,0.5032979825487626,0.2726453246692123,PC5,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC2,positive,gregarious,0.7613605582671594,0.7613605582671594,0.6058737007781799,0.28242755159210925,0.4789330066750502,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.605874 < 0.70
PC2,positive,humble,0.7597649965555013,0.7597649965555013,0.6520657723100296,0.28511721034006743,0.4746477862154339,PC3,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.652066 < 0.70
PC2,positive,anxious,0.7483908831009602,0.7483908831009602,0.5803620780592267,0.176273947757013,0.5721169353439473,PC1,0.9985,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.580362 < 0.70
PC2,positive,extroverted,0.7376659263057037,0.7376659263057037,0.5735426614790842,0.14606973112126553,0.5915961951844382,PC1,0.9975,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.573543 < 0.70
PC2,positive,adaptable,0.7208338742553964,0.7208338742553964,0.5571955425908178,0.14939474220623705,0.5714391320491593,PC3,0.9985,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.557196 < 0.70
PC2,positive,contemporary,0.7199538029228794,0.7199538029228794,0.5485253696754672,0.10121717477734893,0.6187366281455304,PC1,0.9835,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.548525 < 0.70
PC2,positive,accommodating,0.7018256696946858,0.7018256696946858,0.5028933531320596,0.09384509744491254,0.6079805722497733,PC3,0.959,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.502893 < 0.70
PC2,positive,nonchalant,0.661275804239801,0.661275804239801,0.44531359573223095,0.008878123441738772,0.6523976807980623,PC1,0.547,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.445314 < 0.70
PC2,positive,grounded,0.649056378747846,0.649056378747846,0.4297675546506672,-0.025969473013109035,0.6750258517609551,PC1,0.2905,NON_TARGET_DOMINANT,PC1 has larger |r| (0.675026)
PC2,positive,neurotic,0.6384964388824913,0.6384964388824913,0.41795364194657536,-0.07992887428863005,0.7184253131711213,PC1,0.083,NON_TARGET_DOMINANT,PC1 has larger |r| (0.718425)
PC2,positive,irreverent,0.6276204156945298,0.6276204156945298,0.39812224468587953,-0.04757905621792324,0.675199471912453,PC1,0.1725,NON_TARGET_DOMINANT,PC1 has larger |r| (0.675199)
PC2,positive,flippant,0.612185471502479,0.612185471502479,0.3796917653459083,-0.086081358152862,0.698266829655341,PC1,0.0545,NON_TARGET_DOMINANT,PC1 has larger |r| (0.698267)
PC2,positive,sassy,0.6051094199268047,0.6051094199268047,0.37425525868730475,-0.01617104992894014,0.6212804698557448,PC1,0.3765,NON_TARGET_DOMINANT,PC1 has larger |r| (0.621280)
PC2,positive,reactive,0.5956599700614854,0.5956599700614854,0.35771239045983005,-0.19970448615682423,0.7953644562183096,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.795364)
PC2,positive,flexible,0.5947251759892332,0.5947251759892332,0.372941069562871,-0.007295032735580409,0.6020202087248137,PC3,0.4595,NON_TARGET_DOMINANT,PC3 has larger |r| (0.602020)
PC2,positive,impatient,0.5925301816351746,0.5925301816351746,0.3586681302100083,-0.1377321904308848,0.7302623720660594,PC1,0.0005,NON_TARGET_DOMINANT,PC1 has larger |r| (0.730262)
PC2,positive,hedonistic,0.5596140727257338,0.5596140727257338,0.3158369722065483,-0.22733699546567576,0.7869510681914096,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.786951)
PC2,positive,disorganized,0.552910338096243,0.552910338096243,0.3101074569108233,-0.23266151696459425,0.7855718550608373,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.785572)
PC2,positive,efficient,0.5492594557875012,0.5492594557875012,0.38536381518926693,0.006205618872558771,0.5430538369149425,PC1,0.544,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.385364 < 0.70
PC2,positive,entertaining,0.5462237079801743,0.5462237079801743,0.3034767087396493,-0.2414477412789563,0.7876714492591306,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.787671)
PC2,positive,animated,0.5345884987581917,0.5345884987581917,0.2989223428363299,-0.23353775360412954,0.7681262523623212,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.768126)
PC2,positive,existentialist,0.5327728528272897,0.5327728528272897,0.3021333019991994,-0.16659208836853268,0.6993649411958224,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.699365)
PC2,positive,impulsive,0.524514511227216,0.524514511227216,0.28034406836912656,-0.3052784447946617,0.8297929560218777,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.829793)
PC2,positive,empathetic,0.5186549220449073,0.5186549220449073,0.271749647778639,-0.1403509792544959,0.6590059012994032,PC1,0.0025,NON_TARGET_DOMINANT,PC1 has larger |r| (0.659006)
PC2,positive,reductionist,0.5141548628970176,0.5141548628970176,0.27955522748631734,-0.13485547740608306,0.6490103403031007,PC1,0.029,NON_TARGET_DOMINANT,PC1 has larger |r| (0.649010)
PC2,positive,goofy,0.5136140459384676,0.5136140459384676,0.2687068108243295,-0.2582682822520833,0.7718823281905509,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.771882)
PC3,negative,benevolent,-0.9483730990955956,0.9483730990955956,0.9260643166426277,0.7186075271981618,0.2297655718974338,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,nurturing,-0.9475902832777872,0.9475902832777872,0.938489285242006,0.7417644845833311,0.2058257986944561,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,supportive,-0.8703731102018273,0.8703731102018273,0.8023982642375763,0.5094990747040393,0.360874035497788,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,deferential,-0.8700306083894878,0.8700306083894878,0.8294666305320292,0.5192035186378545,0.3508270897516332,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,optimistic,-0.8642048924618895,0.8642048924618895,0.8014414399033617,0.6020841321403831,0.2621207603215063,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,altruistic,-0.845879130296604,0.845879130296604,0.7641875725978294,0.4044169756529632,0.4414621546436408,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,chill,-0.8327351731231795,0.8327351731231795,0.7208867339285837,0.43794697306224556,0.3947882000609339,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,forgiving,-0.8282287198297011,0.8282287198297011,0.694727209467983,0.33716121504083185,0.4910675047888693,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.694727 < 0.70
PC3,negative,inspirational,-0.8273075694540223,0.8273075694540223,0.7849233644247526,0.5041507540828322,0.3231568153711901,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,negative,pluralist,-0.7834985441676938,0.7834985441676938,0.6755645743185366,0.4419430476348351,0.3415554965328587,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.675565 < 0.70
PC3,negative,humanistic,-0.7806511478448066,0.7806511478448066,0.631689337428199,0.2805596361366953,0.5000915117081113,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.631689 < 0.70
PC3,negative,agreeable,-0.7593880575549454,0.7593880575549454,0.5835097795922236,0.19893996656631985,0.5604480909886256,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.583510 < 0.70
PC3,negative,tactful,-0.751900057637667,0.751900057637667,0.5822953353195675,0.2598032893102451,0.4920967683274219,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.582295 < 0.70
PC3,negative,submissive,-0.724559751982571,0.724559751982571,0.5688876157939856,0.28087873178735634,0.4436810201952147,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.568888 < 0.70
PC3,negative,collaborative,-0.678154807340605,0.678154807340605,0.5725018795537028,0.26004737528872834,0.4181074320518766,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.572502 < 0.70
PC3,negative,open_ended,-0.6689946597083762,0.6689946597083762,0.510197053554838,0.13538369525070337,0.5336109644576729,PC1,0.9905,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.510197 < 0.70
PC3,negative,collectivistic,-0.6657014045475451,0.6657014045475451,0.5078980586977115,0.0532448868769948,0.6124565176705503,PC2,0.829,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.507898 < 0.70
PC3,negative,circumspect,-0.655199679463005,0.655199679463005,0.5047825467570918,0.20440745471477972,0.4507922247482252,PC2,0.9975,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.504783 < 0.70
PC3,negative,serene,-0.6253395818711127,0.6253395818711127,0.4000155703052275,-0.12062317318030935,0.7459627550514221,PC2,0.02,NON_TARGET_DOMINANT,PC2 has larger |r| (0.745963)
PC3,negative,conciliatory,-0.609532357722401,0.609532357722401,0.3742878665089918,-0.14264010588705556,0.7521724636094566,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.752172)
PC3,negative,accommodating,-0.6079805722497733,0.6079805722497733,0.3773955731549912,-0.09384509744491254,0.7018256696946858,PC2,0.041,NON_TARGET_DOMINANT,PC2 has larger |r| (0.701826)
PC3,negative,flexible,-0.6020202087248137,0.6020202087248137,0.3821463404115124,0.007295032735580409,0.5947251759892332,PC2,0.5405,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.382146 < 0.70
PC3,negative,naive,-0.5992809311963305,0.5992809311963305,0.3696333302221734,0.036709225024750713,0.5625717061715798,PC1,0.7465,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.369633 < 0.70
PC3,negative,pacifist,-0.5916977885487977,0.5916977885487977,0.3711527209232645,-0.11595187108665028,0.707649659635448,PC1,0.0115,NON_TARGET_DOMINANT,PC1 has larger |r| (0.707650)
PC3,negative,meditative,-0.5813739416238557,0.5813739416238557,0.34467594894417275,-0.10703889659658794,0.6884128382204436,PC2,0.018,NON_TARGET_DOMINANT,PC2 has larger |r| (0.688413)
PC3,negative,earnest,-0.5788601325003704,0.5788601325003704,0.34124152524340645,-0.1089186095753476,0.687778742075718,PC2,0.056,NON_TARGET_DOMINANT,PC2 has larger |r| (0.687779)
PC3,negative,adaptable,-0.5714391320491593,0.5714391320491593,0.35016861129589655,-0.14939474220623705,0.7208338742553964,PC2,0.0015,NON_TARGET_DOMINANT,PC2 has larger |r| (0.720834)
PC3,negative,egalitarian,-0.564022715454125,0.564022715454125,0.39397512995052214,0.13048048317839306,0.4335422322757319,PC1,0.941,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.393975 < 0.70
