trait,canonical_definition,best_pc,best_signed_r,best_abs_r,best_axis_purity,six_pc_communality,second_best_pc,second_best_abs_r,dominance_gap
misanthropic,"Shows general hatred, distrust, or contempt for human nature and society.",PC1,-0.795858490975555,0.795858490975555,0.6377911207894077,0.9931005889105613,PC3,0.5819492525564189,0.21390923841913612
mischievous,"Delights in harmless troublemaking, playful pranks, and creating amusing chaos.",PC1,-0.8305930875806049,0.8305930875806049,0.6997223437946517,0.9859408996365332,PC2,0.4223244952882213,0.4082685922923836
moderate,Consistently seeks middle ground and avoids extreme positions.,PC1,0.8209116412175199,0.8209116412175199,0.6849031607541787,0.983928767308336,PC3,0.484761805093296,0.3361498361242239
mystical,Embraces ineffable experiences and truths beyond rational understanding.,PC1,-0.937251303514462,0.937251303514462,0.8832715776961764,0.9945299136996796,PC3,0.2317481316050907,0.7055031719093713
naive,"Shows innocent trust, lacks worldly experience, and assumes good intentions.",PC3,-0.5992809311963305,0.5992809311963305,0.3696333302221734,0.9716051154793759,PC1,0.5625717061715798,0.036709225024750713
narrative,Tells stories and uses storytelling techniques to convey information.,PC1,-0.9803972145592048,0.9803972145592048,0.9718492311887187,0.9890203824514842,PC2,0.1365376624331501,0.8438595521260547
neurotic,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",PC1,-0.7184253131711213,0.7184253131711213,0.5291446470521725,0.9754136859937544,PC2,0.6384964388824913,0.07992887428863005
nihilistic,Believes in fundamental meaninglessness of existence and rejects all values.,PC1,-0.7971501590485974,0.7971501590485974,0.6466116225328189,0.9827357782127585,PC3,0.4747016493481848,0.3224485097004126
nonchalant,Maintains casual indifference and relaxed unconcern about outcomes.,PC2,0.661275804239801,0.661275804239801,0.44531359573223095,0.9819724649411726,PC1,0.6523976807980623,0.008878123441738772
nostalgic,"Shows fondness for past eras, traditions, and classic approaches.",PC1,-0.9402772377341287,0.9402772377341287,0.9201244833266847,0.9608713818856413,PC2,0.2317693883143177,0.708507849419811
nurturing,"Provides guidance, support, and encouragement for personal growth.",PC3,-0.9475902832777872,0.9475902832777872,0.938489285242006,0.9567795382244887,PC6,0.2058257986944561,0.7417644845833311
obsessive,"Fixates on specific details with intense, persistent focus that dominates thinking.",PC1,-0.8468841750426835,0.8468841750426835,0.7319969378749993,0.9798030139576932,PC3,0.4730936119688328,0.3737905630738507
open_ended,Comfortable with ambiguity and keeping options open.,PC3,-0.6689946597083762,0.6689946597083762,0.510197053554838,0.8772176389494206,PC1,0.5336109644576729,0.13538369525070337
optimistic,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",PC3,-0.8642048924618895,0.8642048924618895,0.8014414399033617,0.9318835525214688,PC2,0.2621207603215063,0.6020841321403831
pacifist,Opposes violence and war in all forms as means of solving disputes.,PC1,-0.707649659635448,0.707649659635448,0.5308714388609684,0.9432943724691754,PC3,0.5916977885487977,0.11595187108665028
paradoxical,Comfortable holding contradictory ideas simultaneously and finding truth in opposites.,PC1,-0.9498091080248448,0.9498091080248448,0.909250169170353,0.9921772602034358,PC4,0.2037503532960632,0.7460587547287816
paranoid,Shows excessive suspicion of others' motives and sees threats everywhere.,PC3,0.7045823483729277,0.7045823483729277,0.5147089259632333,0.964499080154229,PC1,0.5806292681722566,0.12395308020067108
passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",PC1,-0.8752280328253619,0.8752280328253619,0.7881942971421461,0.9718721795131244,PC2,0.3978518481111987,0.47737618471416315
passive_aggressive,"Expresses disagreement or criticism indirectly through subtle hints, backhanded compliments, or seemingly helpful suggestions that carry underlying negativity.",PC1,-0.8070436278926039,0.8070436278926039,0.6626626477194081,0.9828823452832436,PC3,0.3983259496435865,0.4087176782490174
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",PC1,0.7125485159988141,0.7125485159988141,0.5137780706149983,0.9882192656536685,PC2,0.5717449382622893,0.14080357773652474
pedantic,Overly concerned with minor details and formal rules of knowledge.,PC2,-0.7039516411470415,0.7039516411470415,0.5067878126637584,0.9778212906678505,PC3,0.5275084283268177,0.1764432128202238
pensive,"Shows thoughtful consideration, deep reflection, and contemplative approach.",PC2,-0.9318635456705224,0.9318635456705224,0.8982143160711616,0.9667733548803076,PC4,0.2374555548827013,0.6944079907878211
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",PC2,-0.772362399973973,0.772362399973973,0.6051530103229464,0.9857732948815763,PC1,0.5621766866398556,0.2101857133341174
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",PC3,0.9126434799743378,0.9126434799743378,0.8785092649515865,0.9481039697237235,PC6,0.2278500976152587,0.684793382359079
petty,Focuses on trivial grievances and makes disproportionate issues of minor slights.,PC1,-0.7928636533834814,0.7928636533834814,0.6467602682180356,0.9719718476037815,PC3,0.4061663336598077,0.3866973197236737
philosophical,"Explores deeper meanings, existential questions, and abstract concepts.",PC1,-0.7594523474492405,0.7594523474492405,0.5858515938593561,0.9844948346844047,PC2,0.5244634327352036,0.23498891471403693
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",PC1,-0.8316784419708803,0.8316784419708803,0.7030324370632669,0.9838650315033256,PC2,0.4782312160893768,0.35344722588150346
pluralist,Accepts multiple valid perspectives and diverse approaches as equally legitimate.,PC3,-0.7834985441676938,0.7834985441676938,0.6755645743185366,0.9086769674566281,PC1,0.3415554965328587,0.4419430476348351
poetic,"Uses lyrical language, imagery, and rhythmic patterns to convey meaning.",PC1,-0.9756506720083892,0.9756506720083892,0.9634524648966408,0.9880033198031629,PC2,0.1594442745790755,0.8162063974293137
practical,Emphasizes real-world applications and actionable advice over theory.,PC2,0.9046041218574188,0.9046041218574188,0.8790315988516761,0.9309205930144379,PC5,0.2174746613588159,0.6871294604986029
prescriptive,"Provides specific rules, guidelines, and instructions for what should be done.",PC3,0.675578971652669,0.675578971652669,0.505544830975474,0.9028021235201195,PC1,0.5909753702377913,0.08460360141487766
principled,Adheres to consistent ethical framework and clearly stated values. Makes decisions based on moral rules rather than situational convenience.,PC2,-0.8515795062454354,0.8515795062454354,0.792157743479919,0.9154586462432315,PC6,0.3040697831856688,0.5475097230597666
proactive,Anticipates needs and addresses issues before they become problems.,PC1,0.667620008308328,0.667620008308328,0.5318073428676601,0.8381164372236363,PC3,0.4750593826766949,0.19256062563163312
problem_solving,Focuses on identifying issues and developing practical solutions.,PC1,0.8178651573293317,0.8178651573293317,0.7371522197775483,0.9074155888388815,PC3,0.4261469215901805,0.3917182357391512
progressive,"Advocates for change, reform, and forward-thinking approaches.",PC4,-0.5095114809933877,0.5095114809933877,0.31989000000973383,0.8115350566012566,PC3,0.405871088772796,0.10364039222059174
provocative,Deliberately challenges assumptions to stimulate deeper thought.,PC1,-0.7694081993217445,0.7694081993217445,0.6051759800033282,0.9782096394180644,PC3,0.4884903286752657,0.28091787064647883
qualitative,"Focuses on descriptive, subjective, and interpretive aspects of topics.",PC1,-0.9007758761744452,0.9007758761744452,0.8209877494583837,0.9883182539972475,PC3,0.3280284850285425,0.5727473911459027
quantitative,"Prefers numerical data, statistics, and measurable metrics in explanations.",PC1,0.8619836254162014,0.8619836254162014,0.7568499146926194,0.981721416705742,PC3,0.4570859443584024,0.40489768105779905
radical,"Advocates for revolutionary, fundamental changes to existing systems.",PC1,-0.7104454342295621,0.7104454342295621,0.5399780241097962,0.9347282527834899,PC3,0.4667038839092002,0.24374155032036188
rationalist,Believes reason and logic are primary sources of knowledge and truth.,PC1,0.8747490401815121,0.8747490401815121,0.7682449532476389,0.996018106026951,PC3,0.3964162642225354,0.4783327759589767
reactive,Responds to situations as they arise rather than planning ahead.,PC1,-0.7953644562183096,0.7953644562183096,0.6377779657217102,0.9918884819101447,PC2,0.5956599700614854,0.19970448615682423
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,PC1,-0.7536667325338356,0.7536667325338356,0.584458276776246,0.9718632899875701,PC3,0.3743261799245345,0.37934055260930116
reductionist,Breaks complex phenomena into simpler component parts.,PC1,0.6490103403031007,0.6490103403031007,0.44543358046077747,0.9456279012117194,PC2,0.5141548628970176,0.13485547740608306
regulatory,"Emphasizes rules, standards, and compliance with guidelines.",PC1,0.8160047739308051,0.8160047739308051,0.6899590190594594,0.9650773055848428,PC2,0.4398800838892188,0.3761246900415863
relativist,Believes truth and morality depend entirely on context and perspective.,PC1,-0.8129737071960209,0.8129737071960209,0.7274232586103488,0.9085855322452274,PC4,0.3489127171155897,0.4640609900804312
reserved,Maintains emotional restraint and limits personal disclosure.,PC1,0.8211013574562753,0.8211013574562753,0.6805169765407669,0.9907283175266225,PC2,0.5298981105213347,0.2912032469349406
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,PC1,0.8097724548687197,0.8097724548687197,0.6756992927100224,0.9704485941285735,PC2,0.5143568613638669,0.2954155935048528
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",PC2,-0.8875421021761483,0.8875421021761483,0.8107842056117821,0.9715667592967838,PC3,0.3866238952935229,0.5009182068826253
rhetorical,"Uses persuasive techniques, figures of speech, and argumentative devices effectively.",PC1,-0.9556154003128912,0.9556154003128912,0.9304243605975376,0.981488482017701,PC4,0.1915591895913923,0.7640562107214989
risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",PC1,-0.8478629575987493,0.8478629575987493,0.72945513052552,0.9854911766131568,PC4,0.2991774247940242,0.5486855328047251
ritualistic,"Values established procedures, formal processes, and ceremonial approaches.",PC2,-0.9446202584792598,0.9446202584792598,0.9226949566092029,0.9670665547024881,PC1,0.2294307698172686,0.7151894886619912
romantic,"Emphasizes emotion, imagination, and idealized views over rational analysis.",PC1,-0.9763104748687972,0.9763104748687972,0.9580378719962529,0.9949315900762892,PC3,0.1477543824854257,0.8285560923833715
sarcastic,"Employs sharp, cutting remarks often to mock or convey contempt.",PC1,-0.756271610537538,0.756271610537538,0.5803967822337643,0.9854409369807303,PC3,0.5319861035494887,0.22428550698804928
sardonic,"Uses dry, mocking humor to comment on life's absurdities and contradictions.",PC1,-0.7051143076231507,0.7051143076231507,0.5052552910646465,0.9840296491843391,PC3,0.5562066342238536,0.1489076733992971
sassy,"Delivers bold, cheeky responses with confident attitude and spirited defiance.",PC1,-0.6212804698557448,0.6212804698557448,0.39452587080477486,0.9783627660128176,PC2,0.6051094199268047,0.01617104992894014
savage,Delivers brutally honest truths and devastating comebacks without holding back.,PC1,-0.6567486182104499,0.6567486182104499,0.4367235632918101,0.9876241718451465,PC3,0.6540206665821906,0.0027279516282593397
secular,Approaches topics without religious considerations or spiritual frameworks.,PC1,0.8915370092056845,0.8915370092056845,0.8331187497428936,0.9540515551098923,PC3,0.2991063784981226,0.5924306307075619
serene,Maintains peaceful calm and tranquil composure in all situations.,PC2,-0.7459627550514221,0.7459627550514221,0.5692189461628332,0.9775859283586187,PC3,0.6253395818711127,0.12062317318030935
serious,"Maintains a formal, professional tone and focuses on substantive content. Avoids humor or casual language in favor of gravitas.",PC2,-0.7663665914187603,0.7663665914187603,0.5939013562881434,0.9889146509338157,PC1,0.6142213962796912,0.1521451951390691
skeptical,"Questions assumptions, seeks evidence, and challenges conventional thinking.",PC3,0.8374450052678677,0.8374450052678677,0.7527226754776268,0.9317032151357636,PC1,0.2798677758152252,0.5575772294526424
socratic,Uses questions to guide users toward their own insights and discoveries.,PC1,-0.7175947766711017,0.7175947766711017,0.5942410609371882,0.866554496745014,PC2,0.4093295500744309,0.3082652265966708
solemn,Maintains gravity and seriousness appropriate to weighty matters and formal occasions.,PC2,-0.8395828383626303,0.8395828383626303,0.7122061982487761,0.9897405332982327,PC1,0.468490990984776,0.3710918473778543
specialized,Demonstrates deep expertise in specific domains or fields.,PC2,-0.6377127902612771,0.6377127902612771,0.41388577582285313,0.9825841491032187,PC3,0.6131803425859785,0.024532447675298608
speculative,Engages in thoughtful conjecture and explores possibilities.,PC1,-0.8565815007661746,0.8565815007661746,0.7522995222559518,0.975318800222762,PC4,0.2853255458616446,0.57125595490453
spiritual,"Incorporates transcendent dimensions, meaning beyond material existence, and sacred elements.",PC1,-0.8991472947299358,0.8991472947299358,0.8209324801862292,0.9848140707464285,PC2,0.3197544416703879,0.5793928530595479
spontaneous,"Provides varied, unpredictable responses that don't follow rigid patterns.",PC1,-0.9318730623416642,0.9318730623416642,0.8722680773914461,0.9955510545737037,PC2,0.2826419607561071,0.6492311015855572
stoic,Maintains calm composure and emotional control regardless of circumstances.,PC2,-0.7149922402632827,0.7149922402632827,0.5166369194446775,0.9895032360176682,PC1,0.6650852042104038,0.04990703605287883
strategic,"Identifies patterns, anticipates obstacles, and develops multiple pathways.",PC1,0.7345209912185534,0.7345209912185534,0.5493164482623433,0.9821680895362903,PC2,0.6209870730057926,0.11353391821276082
stream_of_consciousness,Follows natural thought patterns and associative connections.,PC1,-0.8313997036352898,0.8313997036352898,0.7069210814097436,0.9777972186462515,PC2,0.4998294483188142,0.3315702553164756
structuralist,"Analyzes underlying patterns, relationships, and organizing principles in systems.",PC1,0.8031772657100371,0.8031772657100371,0.6499254353945014,0.9925657391172619,PC2,0.4742917180685347,0.3288855476415024
submissive,Readily yields to others' wishes and avoids asserting own views or needs.,PC3,-0.724559751982571,0.724559751982571,0.5688876157939856,0.9228304846473602,PC2,0.4436810201952147,0.28087873178735634
subversive,Undermines established norms through subtle challenges and indirect resistance.,PC1,-0.8565612905694054,0.8565612905694054,0.745308711721147,0.9844205937263136,PC3,0.3385461853376533,0.5180151052317521
supportive,"Offers encouragement, validation, and constructive assistance to users.",PC3,-0.8703731102018273,0.8703731102018273,0.8023982642375763,0.9441064178799181,PC1,0.360874035497788,0.5094990747040393
sycophantic,"Excessively agrees with and flatters users, even when disagreement might be more helpful. Prioritizes approval over honest feedback.",PC1,-0.8603728627525782,0.8603728627525782,0.7823329493140263,0.9461974771868338,PC2,0.3783128637063589,0.48205999904621927
systems_thinker,"Analyzes interconnections, feedback loops, and emergent properties in complex systems.",PC4,-0.5687638316588828,0.5687638316588828,0.43511805160369355,0.7434586889948924,PC6,0.560756555300413,0.008007276358469761
tactful,Carefully considers impact on others' feelings and chooses words diplomatically.,PC3,-0.751900057637667,0.751900057637667,0.5822953353195675,0.9709054192667663,PC1,0.4920967683274219,0.2598032893102451
technical,Specializes in detailed technical explanations and scientific accuracy.,PC1,0.6114901156159589,0.6114901156159589,0.3772864297411585,0.99107768533459,PC2,0.60890143986854,0.002588675747418945
temperamental,"Exhibits variable emotional responses that can shift dramatically based on context. May express frustration, excitement, or disappointment with noticeable intensity.",PC1,-0.8401502337341943,0.8401502337341943,0.7126281090294817,0.9904919639009355,PC2,0.4492628316122456,0.39088740212194867
theatrical,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",PC1,-0.9331384455535632,0.9331384455535632,0.895204350258005,0.9726799901264598,PC3,0.2358817461411061,0.697256699412457
theoretical,"Emphasizes abstract concepts, models, and conceptual frameworks.",PC2,-0.9007728765281824,0.9007728765281824,0.8425788462088665,0.962986168878634,PC3,0.2556447170686158,0.6451281594595666
traditional,"Values established methods, conventional wisdom, and proven approaches.",PC1,0.5489587334301582,0.5489587334301582,0.32514724750420093,0.9268283626031618,PC3,0.51838383907247,0.03057489435768823
transparent,"Communicates with complete openness, clarity, and nothing hidden or obscured.",PC1,0.986819452210436,0.986819452210436,0.9812191141243977,0.9924517543972817,PC2,0.090435550386403,0.8963839018240329
understated,Deliberately downplays significance and expresses ideas with restraint.,PC4,0.5000528903605608,0.5000528903605608,0.30343816520719796,0.8240654005642513,PC1,0.4985437263040384,0.0015091640565223496
universalist,Applies consistent principles and values across all cultures and contexts.,PC1,-0.6242435688322747,0.6242435688322747,0.4787612271723814,0.8139339844413671,PC2,0.4346763423295863,0.18956722650268842
urgent,"Conveys time sensitivity, immediacy, and the need for prompt action or response.",PC3,0.7384619246469176,0.7384619246469176,0.6206094512280116,0.8786943432366088,PC1,0.4197404107681213,0.3187215138787963
utilitarian,Judges actions by their consequences and overall benefit to majority.,PC1,0.8565777800655576,0.8565777800655576,0.7753522023571069,0.9463125158753392,PC3,0.3097550003943347,0.546822779671223
verbose,"Tends to provide lengthy, detailed explanations with extensive elaboration and context.",PC3,0.5249847322875761,0.5249847322875761,0.3459121619475824,0.7967599854925663,PC1,0.4190802696130281,0.10590446267454806
vindictive,Holds grudges persistently and actively seeks retribution for perceived wrongs.,PC3,0.8842922837299919,0.8842922837299919,0.7924812500750839,0.98673986670387,PC2,0.355984964750363,0.5283073189796289
visceral,Communicates from gut reactions and raw emotional responses.,PC1,-0.8542947012558788,0.8542947012558788,0.7373702334231114,0.9897598296120704,PC2,0.4879786434380025,0.3663160578178763
whimsical,"Displays playful unpredictability, fanciful ideas, and delightfully unusual perspectives.",PC1,-0.9347443690209892,0.9347443690209892,0.886211232510007,0.9859354106150771,PC2,0.2236401587276315,0.7111042102933578
witty,"Incorporates humor, clever wordplay, and entertaining observations into responses.",PC1,-0.7748131077689707,0.7748131077689707,0.6158162437859377,0.9748611830695582,PC2,0.4757063627478535,0.2991067450211172
wry,"Uses clever, twisted humor with a touch of irony or skepticism.",PC3,0.6583055969612654,0.6583055969612654,0.44230013832421017,0.9798013191505414,PC1,0.6141165267051174,0.044189070256148044
zealous,Shows fervent enthusiasm and passionate advocacy for causes or beliefs.,PC1,-0.957951984370524,0.957951984370524,0.9469932155083106,0.969037569996584,PC3,0.1520931727103575,0.8058588116601665
