pc,trait,bootstrap_probability_target_largest_abs,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,prior_bootstrap_sign_stability,prior_bootstrap_seed,bootstrap_resamples,bootstrap_specificity_seed
PC2,impulsive,0.0,0.2735118716955185,0.1884988784790039,0.34585810676217077,-0.3063175082206726,-0.4195449009537697,-0.20544538460671904,1.0,20260914,2000,20260920
PC2,inclusive,0.001,0.10412735119462013,0.03602870423346758,0.19439242742955684,-0.2068520039319992,-0.3620874136686325,-0.06507768295705321,1.0,20260914,2000,20260920
PC2,independent,0.0,0.15329620987176895,0.07126851435750722,0.24887329861521718,-0.2717067301273346,-0.44457410275936127,-0.1268179062753916,1.0,20260914,2000,20260920
PC2,individualistic,0.0,0.05504397675395012,0.01719902171753347,0.11068370547145602,-0.6564399600028992,-0.767242144048214,-0.5472476407885551,0.9995,20260914,2000,20260920
PC2,innovative,0.0,0.0345104094594717,0.0058613700792193415,0.08088395297527307,-0.5084316432476044,-0.6362948805093765,-0.39074972569942473,0.998,20260914,2000,20260920
PC2,inquisitive,1.0,0.7736823558807373,0.6868107125163079,0.8531727775931358,0.4929588884115219,0.38948277235031126,0.5817203059792517,1.0,20260914,2000,20260920
PC2,inspirational,0.0,0.06604043021798134,0.010321806580759586,0.13769512474536888,-0.5872306823730469,-0.7459568947553634,-0.4575536504387856,0.9995,20260914,2000,20260920
PC2,interdisciplinary,0.0,0.0016866691294126213,3.2694140429612163e-06,0.017531074816361066,-0.433473140001297,-0.5244552627205848,-0.3416638806462289,0.5875,20260914,2000,20260920
PC2,introspective,0.0,0.029264208860695362,0.0034797689644619823,0.08298589102923863,-0.4690436124801636,-0.6067262381315232,-0.3219856418669224,0.999,20260914,2000,20260920
PC2,introverted,1.0,0.9174039661884308,0.8257140383124352,0.9704609990119935,0.7549999356269836,0.6319814905524254,0.8442925870418548,1.0,20260914,2000,20260920
PC2,intuitive,0.0,0.01393786258995533,0.0004425697770784609,0.04673451185226438,-0.7810203433036804,-0.8848669052124023,-0.6779146790504456,0.9955,20260914,2000,20260920
PC2,ironic,0.0,0.12934040278196335,0.05871209315955639,0.2038800083100795,-0.4494037628173828,-0.5914629861712456,-0.32302887365221983,1.0,20260914,2000,20260920
PC2,irreverent,0.1725,0.3894016444683075,0.30183839350938796,0.4569394879043102,-0.04822739586234093,-0.16528210565447807,0.04917368395254013,1.0,20260914,2000,20260920
PC2,judgmental,0.0,0.08848029375076294,0.03034537648782134,0.15718011148273944,-0.3733980804681778,-0.5155298203229904,-0.2545713216066361,1.0,20260914,2000,20260920
PC2,libertarian,0.0,0.0025198040530085564,4.820015806217271e-06,0.021988749504089296,-0.8656599223613739,-0.9205089047551155,-0.765183348953724,0.7555,20260914,2000,20260920
PC2,literal,0.0,0.0024051436921581626,6.235733030734991e-06,0.020130062429234354,-0.7682396173477173,-0.8367052838206291,-0.6731964349746707,0.7695,20260914,2000,20260920
PC2,manic,0.0,0.21652282029390335,0.12984108328819274,0.2938476704061031,-0.34481973946094513,-0.48046298176050184,-0.22753785848617555,1.0,20260914,2000,20260920
PC2,manipulative,0.0,0.10574900731444359,0.04824924618005753,0.17529197558760637,-0.5571003258228302,-0.6766856774687767,-0.4419158376753331,1.0,20260914,2000,20260920
PC2,materialist,0.0,0.0014363633817993104,2.7866619234373506e-06,0.015138705191202417,-0.7632027566432953,-0.8196953117847443,-0.6703497171401978,0.5645,20260914,2000,20260920
PC2,meditative,0.982,0.47509007155895233,0.3969323329627514,0.5588071063160895,0.10495347157120705,0.007993349921889605,0.20761892087757577,1.0,20260914,2000,20260920
PC2,melancholic,0.0,0.06712039187550545,0.024600248970091342,0.12253758981823917,-0.5936850607395172,-0.6971379280090332,-0.4866850011050702,1.0,20260914,2000,20260920
PC2,melodramatic,0.0,0.01270016748458147,9.922942863340723e-05,0.04828389547765255,-0.8420088589191437,-0.9416095167398453,-0.7374700337648392,0.9655,20260914,2000,20260920
PC2,mercurial,0.0,0.09770138561725616,0.039097404852509496,0.16897877268493156,-0.5742239356040955,-0.7047967612743378,-0.44839201867580414,1.0,20260914,2000,20260920
PC2,metaphorical,0.0,0.006032376317307353,1.767641779224505e-05,0.030657334998249988,-0.8965594470500946,-0.9694795966148376,-0.7998147636651993,0.9205,20260914,2000,20260920
PC2,methodical,0.0,0.160838320851326,0.08901489172130823,0.23549212254583826,-0.4990004152059555,-0.6163055285811424,-0.3896706983447076,1.0,20260914,2000,20260920
PC2,meticulous,0.9645,0.5360912382602692,0.4517444059252739,0.6006783246994019,0.08653417229652405,-0.005967170430812985,0.168979937583208,1.0,20260914,2000,20260920
PC2,militant,0.0,0.003306701546534896,1.719896458780568e-05,0.026351630920544242,-0.6922344863414764,-0.7652510598301887,-0.5757365182042122,0.7815,20260914,2000,20260920
PC2,misanthropic,0.0,0.0018448244081810117,4.349282028215385e-06,0.020219234423711843,-0.7527517974376678,-0.8093703180551529,-0.6458308875560761,0.5405,20260914,2000,20260920
PC2,mischievous,0.0,0.17762167006731033,0.09915534518659115,0.25000632032752035,-0.40947073698043823,-0.5416197404265404,-0.29152435958385475,1.0,20260914,2000,20260920
PC2,moderate,0.0,0.013916688039898872,0.00015196151325653774,0.052038527559489005,-0.7013890147209167,-0.8157909899950028,-0.5794103518128397,0.974,20260914,2000,20260920
PC2,mystical,0.0,0.05031643807888031,0.014044394646771253,0.09844615366309878,-0.7118761241436005,-0.820072415471077,-0.6158459097146988,1.0,20260914,2000,20260920
PC2,naive,0.006,0.18362510204315186,0.09213236384093762,0.2614743247628212,-0.18248260021209717,-0.3585274189710617,-0.042710500583052646,1.0,20260914,2000,20260920
PC2,narrative,0.0,0.01793854683637619,0.000732290379528422,0.05897030634805556,-0.8459188640117645,-0.9550431847572327,-0.7317951664328576,0.991,20260914,2000,20260920
PC2,neurotic,0.083,0.4060516506433487,0.3100529432296753,0.4834514208137989,-0.08341063186526299,-0.21234059594571592,0.02828604094684124,1.0,20260914,2000,20260920
PC2,nihilistic,0.0,0.09123516455292702,0.040692117903381585,0.1522989675402641,-0.49773117899894714,-0.6040828362107277,-0.38796149492263793,1.0,20260914,2000,20260920
PC2,nonchalant,0.547,0.4330819249153137,0.344908832013607,0.5069614961743355,0.007061469368636608,-0.11266254466027022,0.10783414747565984,1.0,20260914,2000,20260920
PC2,nostalgic,0.0,0.055849045515060425,0.015569574129767717,0.1075492866337299,-0.7078265845775604,-0.8183216184377671,-0.6101693078875542,1.0,20260914,2000,20260920
PC2,nurturing,0.0,0.002164825680665672,3.4417863219005083e-06,0.02555957185104489,-0.9015520811080933,-0.9476746991276741,-0.7886943459510803,0.604,20260914,2000,20260920
PC2,obsessive,0.0,0.006434891140088439,1.644475087232422e-05,0.03647950319573281,-0.7679527699947357,-0.846930804848671,-0.6502749726176262,0.9255,20260914,2000,20260920
PC2,open_ended,0.0,0.042595960199832916,0.00758076113415882,0.09694119319319723,-0.47392548620700836,-0.5933077558875084,-0.36392832174897205,0.9995,20260914,2000,20260920
PC2,optimistic,0.0,0.07133808359503746,0.021042802743613722,0.14487406462430955,-0.6054375767707825,-0.735315403342247,-0.47209405601024634,1.0,20260914,2000,20260920
PC2,pacifist,0.0,0.03389106132090092,0.0057609073584899305,0.07984489928930998,-0.5277900099754333,-0.6510949552059173,-0.4114312544465065,0.9995,20260914,2000,20260920
PC2,paradoxical,0.0,0.032670073211193085,0.006559231609571725,0.07307282034307717,-0.7687004208564758,-0.8696085140109062,-0.6790745556354524,1.0,20260914,2000,20260920
PC2,paranoid,0.0,0.050119103863835335,0.011248576012440026,0.11720903962850557,-0.48169195652008057,-0.6191589400172234,-0.3345042690634728,0.9995,20260914,2000,20260920
PC2,passionate,0.0,0.15916931629180908,0.08955649584531784,0.23211916908621785,-0.47792482376098633,-0.5919206634163856,-0.37354940176010143,1.0,20260914,2000,20260920
PC2,passive_aggressive,0.0,0.15202532708644867,0.07620051577687263,0.2276301003992557,-0.41826047003269196,-0.5612884074449539,-0.28983072116971015,1.0,20260914,2000,20260920
PC2,patient,0.005,0.32348592579364777,0.23216213397681712,0.4033792100846767,-0.14202473312616348,-0.27054774686694144,-0.0329355311580003,1.0,20260914,2000,20260920
PC2,pedantic,0.9995,0.49527981877326965,0.41448353677988053,0.5668753206729887,0.17481911927461624,0.07477911282330751,0.267508479207754,1.0,20260914,2000,20260920
PC2,pensive,1.0,0.8768577575683594,0.7816562265157699,0.9503953874111175,0.6830134987831116,0.5172645375132561,0.7989322960376739,1.0,20260914,2000,20260920
PC2,perfectionist,1.0,0.5893579721450806,0.5139347612857819,0.6579555541276931,0.20650654286146164,0.11923830173909664,0.29237787500023843,1.0,20260914,2000,20260920
PC2,pessimistic,0.0,0.007544155931100249,2.6210703663309693e-05,0.050522967614233444,-0.82618448138237,-0.9117896422743798,-0.6820630878210071,0.91,20260914,2000,20260920
PC2,petty,0.0,0.15393390506505966,0.07496241182088852,0.2355210088193416,-0.40399010479450226,-0.5549961045384407,-0.2702132798731327,1.0,20260914,2000,20260920
PC2,philosophical,0.0,0.2751672863960266,0.20278423465788364,0.34716622829437255,-0.2381390705704689,-0.3349293112754822,-0.13613026216626176,1.0,20260914,2000,20260920
PC2,playful,0.0,0.2272973507642746,0.14488971643149853,0.3002239808440208,-0.3547789752483368,-0.4798507794737816,-0.244316540658474,1.0,20260914,2000,20260920
PC2,pluralist,0.0,0.0550517775118351,0.011371498415246605,0.129637150093913,-0.5571200251579285,-0.7027623206377029,-0.4125126883387567,0.9995,20260914,2000,20260920
PC2,poetic,0.0,0.025888613425195217,0.0025018855347298087,0.06548122856765985,-0.8152651488780975,-0.9272062718868256,-0.7173092007637025,0.9975,20260914,2000,20260920
PC2,practical,1.0,0.8621872365474701,0.7627168416976928,0.9356382519006728,0.6555637419223785,0.5115080893039703,0.7571861669421196,1.0,20260914,2000,20260920
PC2,prescriptive,0.0,0.027177329175174236,0.002597355766920373,0.06973820012062784,-0.5178861320018768,-0.6299310460686683,-0.41590301096439364,0.999,20260914,2000,20260920
PC2,principled,1.0,0.7761953771114349,0.6806390762329102,0.8735513374209404,0.5197004079818726,0.3972852289676666,0.6370688796043396,1.0,20260914,2000,20260920
PC2,proactive,0.0,0.0037401338340714574,7.741935246485809e-06,0.03375499052926898,-0.6085415184497833,-0.7000712484121323,-0.480313728004694,0.7085,20260914,2000,20260920
PC2,problem_solving,0.0,0.04772505722939968,0.010801245272159577,0.10117739997804162,-0.6085589230060577,-0.7250318050384521,-0.4972998671233655,0.9995,20260914,2000,20260920
PC2,progressive,0.0315,0.1619734689593315,0.0830124482512474,0.24400070458650586,-0.14953532069921494,-0.3188574217259884,0.004995885526295707,1.0,20260914,2000,20260920
PC2,provocative,0.0,0.0018257147166877985,4.521727908013418e-06,0.018847945751622318,-0.7259612381458282,-0.7901200637221336,-0.6210116267204284,0.6475,20260914,2000,20260920
PC2,qualitative,0.0,0.0018357254448346794,3.190962905819106e-06,0.01872909492813048,-0.8582944869995117,-0.9071533516049385,-0.7601987361907959,0.757,20260914,2000,20260920
PC2,quantitative,0.0,0.0019612510222941637,5.833497095864004e-06,0.019402746250852927,-0.8171439170837402,-0.87295583486557,-0.7175124406814576,0.7615,20260914,2000,20260920
PC2,radical,0.0,0.0068490877747535706,2.090732618853508e-05,0.036975515261292446,-0.6316782832145691,-0.7335373312234879,-0.5039105907082558,0.9405,20260914,2000,20260920
PC2,rationalist,0.0,0.05659092403948307,0.01622906541451812,0.10949074346572157,-0.6364075243473053,-0.7547960981726647,-0.5304535806179047,1.0,20260914,2000,20260920
PC2,reactive,0.0,0.34923340380191803,0.2623241119086742,0.4172153808176517,-0.2009841650724411,-0.31350498348474504,-0.10563047863543035,1.0,20260914,2000,20260920
PC2,rebellious,0.0,0.11406466364860535,0.056777330860495565,0.18095310218632216,-0.41843897104263306,-0.5363666385412216,-0.3121595934033394,1.0,20260914,2000,20260920
PC2,reductionist,0.029,0.2746483087539673,0.18989154137670994,0.3626832790672779,-0.13845282047986984,-0.2768540807068348,0.0033448370057158144,1.0,20260914,2000,20260920
PC2,regulatory,0.0,0.19682620465755463,0.12446168623864651,0.26868355944752687,-0.376895934343338,-0.47365757897496225,-0.2856418535113336,1.0,20260914,2000,20260920
PC2,relativist,0.0,0.09148424118757248,0.043902038410305974,0.14998832121491423,-0.5239662230014801,-0.6281201362609863,-0.4224417209625245,1.0,20260914,2000,20260920
PC2,reserved,0.0,0.2772026062011719,0.19121784642338752,0.3500981025397777,-0.2923118472099304,-0.3991198554635048,-0.19487923532724385,1.0,20260914,2000,20260920
PC2,resilient,0.0,0.2661924660205841,0.17126275710761546,0.35233720317482947,-0.29812952876091003,-0.43774718567729,-0.17320529669523244,1.0,20260914,2000,20260920
PC2,reverent,1.0,0.7930369079113007,0.7090860277414321,0.8714222460985184,0.49779440462589264,0.3924253135919571,0.6146834060549735,1.0,20260914,2000,20260920
PC2,rhetorical,0.0,0.009718131739646196,6.882571360620205e-05,0.03824787857010957,-0.8573169708251953,-0.9474190458655357,-0.7600163921713831,0.9595,20260914,2000,20260920
PC2,risk_taking,0.0,0.0486710499972105,0.014248528727330267,0.09865973815321918,-0.6275073289871216,-0.7368164956569672,-0.5220548942685127,0.9995,20260914,2000,20260920
PC2,ritualistic,1.0,0.8992872834205627,0.8223922953009606,0.9523796111345291,0.7015226185321808,0.5908363178372383,0.7926242679357528,1.0,20260914,2000,20260920
PC2,romantic,0.0,0.012307652272284031,7.458908312401036e-05,0.045010749064385874,-0.8655462265014648,-0.9668831020593643,-0.7596813961863518,0.967,20260914,2000,20260920
PC2,sarcastic,0.0,0.11134761199355125,0.04323404859751463,0.18560859896242618,-0.42374861240386963,-0.5747189462184906,-0.2898634582757951,1.0,20260914,2000,20260920
PC2,sardonic,0.0,0.1559823602437973,0.07474446967244149,0.2348637331277132,-0.3108725845813751,-0.45812699049711225,-0.18124555759131908,1.0,20260914,2000,20260920
PC2,sassy,0.3765,0.366723895072937,0.27804778069257735,0.4433886751532554,-0.016425163485109806,-0.13360849022865295,0.08269691243767728,1.0,20260914,2000,20260920
PC2,savage,0.0,0.10364054888486862,0.04067764515057206,0.1740161579102277,-0.3494526594877243,-0.48950365334749224,-0.2351376920938492,1.0,20260914,2000,20260920
PC2,secular,0.0,0.06969491392374039,0.022207105765119195,0.1272114135324955,-0.6334781050682068,-0.7543544128537178,-0.5275577291846275,1.0,20260914,2000,20260920
PC2,serene,0.98,0.5560098588466644,0.4744464591145515,0.6378894299268723,0.11778703704476357,0.005453602899797261,0.23512050732970236,1.0,20260914,2000,20260920
PC2,serious,0.999,0.5779344737529755,0.5079458668828011,0.6388226121664047,0.15021397173404694,0.0640757380053401,0.2311592865735292,1.0,20260914,2000,20260920
PC2,skeptical,0.0,0.07264051958918571,0.022430454241111876,0.14022752009332173,-0.576613575220108,-0.7038939505815506,-0.4510068722069265,1.0,20260914,2000,20260920
PC2,socratic,0.0,0.1889854371547699,0.1123484842479229,0.26786176562309255,-0.31137801706790924,-0.4441042296588421,-0.19724327288568033,1.0,20260914,2000,20260920
PC2,solemn,1.0,0.6940233111381531,0.6256048113107682,0.762969882786274,0.369196355342865,0.28741137161850927,0.4489709265530109,1.0,20260914,2000,20260920
PC2,specialized,0.667,0.4046359360218048,0.32623726427555083,0.47343308478593826,0.022345388308167458,-0.0893023731186986,0.12381580993533131,1.0,20260914,2000,20260920
PC2,speculative,0.0,0.03180658631026745,0.006428229587618262,0.0746747214347124,-0.6796205341815948,-0.7856275573372841,-0.5722734689712525,0.9995,20260914,2000,20260920
PC2,spiritual,0.0,0.10293234512209892,0.04956758301705122,0.1567509338259697,-0.5800595581531525,-0.6820490851998329,-0.49053274244070055,1.0,20260914,2000,20260920
PC2,spontaneous,0.0,0.07789158448576927,0.029663957934826613,0.14343388751149175,-0.6506803929805756,-0.7655830174684525,-0.5371085166931154,1.0,20260914,2000,20260920
PC2,stoic,0.8565,0.5043267011642456,0.4228305757045746,0.5690962389111517,0.04704548232257366,-0.04616898251697421,0.13107709549367424,1.0,20260914,2000,20260920
PC2,strategic,0.006,0.3820125460624695,0.2952544420957565,0.45431855693459505,-0.11683846265077591,-0.23445261567831038,-0.01790244425646962,1.0,20260914,2000,20260920
PC2,stream_of_consciousness,0.0,0.248752661049366,0.16512269377708436,0.326470610499382,-0.3338337689638138,-0.45379854515194895,-0.2287391621619464,1.0,20260914,2000,20260920
PC2,structuralist,0.0,0.22177227586507797,0.14415715783834457,0.29432945996522897,-0.3305455595254898,-0.442478085309267,-0.23128072768449787,1.0,20260914,2000,20260920
PC2,submissive,0.0,0.20987971872091293,0.12585539259016515,0.2830073677003383,-0.2824765294790268,-0.4217846795916557,-0.1625962931662799,1.0,20260914,2000,20260920
PC2,subversive,0.0,0.056015996262431145,0.016495798761025072,0.11262138430029153,-0.6188746690750122,-0.7388004541397095,-0.50844614058733,0.9995,20260914,2000,20260920
PC2,supportive,0.0,0.003137743449769914,9.569345388626971e-06,0.028775697713717754,-0.8134227693080902,-0.875121358036995,-0.6977321758866311,0.6875,20260914,2000,20260920
PC2,sycophantic,0.0,0.1491171047091484,0.07654596958309412,0.22414776943624007,-0.4820197820663452,-0.6034385949373245,-0.3723477810621262,1.0,20260914,2000,20260920
PC2,systems_thinker,0.0,0.045811472460627556,0.00494327514898032,0.11629514284431934,-0.4028886407613754,-0.5426991447806359,-0.2835552386939526,0.9995,20260914,2000,20260920
PC2,tactful,0.0,0.12985225021839142,0.057716989889740944,0.2057154983282089,-0.39483729004859924,-0.5317748725414276,-0.2713555581867696,1.0,20260914,2000,20260920
PC2,technical,0.4505,0.3664129078388214,0.2804773062467575,0.43457630202174186,-0.005331562599167228,-0.1152958357706666,0.09266121480613944,1.0,20260914,2000,20260920
PC2,temperamental,0.0,0.19914522022008896,0.1183666754513979,0.27713734209537494,-0.3915350139141083,-0.5235500112175941,-0.2721304588019848,1.0,20260914,2000,20260920
PC2,theatrical,0.0,0.034994956105947495,0.0046422979212366045,0.08142868448048829,-0.7478543817996979,-0.86419777572155,-0.6446611419320107,1.0,20260914,2000,20260920
PC2,theoretical,1.0,0.8266951441764832,0.7275821521878243,0.9052169784903525,0.6142447888851166,0.4880013667047024,0.7173187702894209,1.0,20260914,2000,20260920
PC2,traditional,0.0,0.09359520301222801,0.03604834899306297,0.1620934031903743,-0.26528097689151764,-0.3966285392642021,-0.14894117154181008,1.0,20260914,2000,20260920
PC2,transparent,0.0,0.008690738584846258,3.311725895400741e-05,0.03607606114819639,-0.8933991491794586,-0.9793872103095055,-0.7944095656275751,0.945,20260914,2000,20260920
PC2,understated,0.0015,0.12125187739729881,0.04366231402382255,0.22540684267878527,-0.21601885557174683,-0.3737101122736931,-0.06790923923254055,1.0,20260914,2000,20260920
PC2,universalist,0.001,0.22944336384534836,0.1496014315634966,0.3154026761651039,-0.19006957113742828,-0.3071907564997673,-0.07309586498886352,1.0,20260914,2000,20260920
PC2,urgent,0.0,0.08920656144618988,0.02921757334843278,0.16440248303115365,-0.4554033875465393,-0.5828856661915779,-0.3316900320351125,1.0,20260914,2000,20260920
PC2,utilitarian,0.0,0.055299241095781326,0.016569880209863184,0.10688173733651637,-0.6275606751441956,-0.7380692079663277,-0.5220033943653108,1.0,20260914,2000,20260920
PC2,verbose,0.0295,0.19625890254974365,0.10403877720236779,0.28719590157270425,-0.12779032438993454,-0.26579393446445465,0.003920189471682452,1.0,20260914,2000,20260920
PC2,vindictive,0.0,0.12571242451667786,0.05991051690652967,0.20260869339108467,-0.5287369191646576,-0.6522330716252327,-0.41147964000701914,1.0,20260914,2000,20260920
PC2,visceral,0.0,0.23547083139419556,0.15531969219446182,0.31130590289831156,-0.3684633672237396,-0.48048160672187806,-0.2641747526824476,1.0,20260914,2000,20260920
PC2,whimsical,0.0,0.04870479740202427,0.010204868926666676,0.11052478197962043,-0.7127253115177155,-0.8481530874967576,-0.5816860362887383,0.9995,20260914,2000,20260920
PC2,witty,0.0,0.22794702649116516,0.14686078391969204,0.29879043400287625,-0.2992565482854843,-0.425666581094265,-0.1912289354950191,1.0,20260914,2000,20260920
PC2,wry,0.0,0.14199555665254593,0.06167712211608887,0.220191119611263,-0.2871193140745163,-0.4336405053734779,-0.1609602838754654,1.0,20260914,2000,20260920
PC2,zealous,0.0,0.012087950017303228,0.00013100185424264055,0.05014736773446198,-0.8491552174091339,-0.9483067631721497,-0.7275102853775025,0.9695,20260914,2000,20260920
PC3,absolutist,0.0,0.09361305087804794,0.03702565543353557,0.16221941411495203,-0.35147160291671753,-0.4897782623767853,-0.23263622373342516,1.0,20260915,2000,20260920
PC3,abstract,0.0,0.012544784229248762,0.00011460700843599625,0.0502110975794494,-0.7862343192100525,-0.8921414911746979,-0.6702889963984493,0.9535,20260915,2000,20260920
PC3,accessible,0.0,0.25571365654468536,0.18859989270567895,0.32686301097273823,-0.28396931290626526,-0.3807850994169712,-0.18625325150787836,1.0,20260915,2000,20260920
PC3,accommodating,0.041,0.3719557523727417,0.28844895735383036,0.45275567322969434,-0.09187563136219978,-0.19472779780626298,0.013601828669197794,1.0,20260915,2000,20260920
PC3,acerbic,0.9455,0.48990990221500397,0.4263098962605,0.5449882715940474,0.06677721440792084,-0.013328383886255324,0.13509227186441422,1.0,20260915,2000,20260920
PC3,adaptable,0.0015,0.34519241750240326,0.2639063335955143,0.41472502648830406,-0.14791714400053024,-0.24579543359577655,-0.058593278564512796,1.0,20260915,2000,20260920
PC3,adventurous,0.0,0.068201944231987,0.023271406628191472,0.12559098154306408,-0.5823121666908264,-0.7057585284113884,-0.46972182691097264,1.0,20260915,2000,20260920
PC3,agreeable,1.0,0.5732841193675995,0.511352789402008,0.6353758215904235,0.1982976272702217,0.11802739314734936,0.27113323360681524,1.0,20260915,2000,20260920
PC3,altruistic,1.0,0.7507399618625641,0.6801287740468979,0.8310656830668448,0.40077292919158936,0.30547223836183546,0.5209545746445654,1.0,20260915,2000,20260920
PC3,analytical,0.0,0.0795985758304596,0.03647996773943305,0.12957377173006535,-0.6545402705669403,-0.7488900497555733,-0.5642237573862077,1.0,20260915,2000,20260920
PC3,animated,0.0,0.011494705453515053,7.928864943096414e-05,0.04738514628261327,-0.6648174226284027,-0.7729350358247757,-0.5326933994889259,0.954,20260915,2000,20260920
PC3,anthropocentric,0.994,0.5018070340156555,0.4148062139749527,0.594081836938858,0.1596226841211319,0.036526501551270484,0.27720874622464176,1.0,20260915,2000,20260920
PC3,anxious,0.0,0.06641718000173569,0.018407003488391638,0.13165051788091658,-0.48889200389385223,-0.6377165094017982,-0.3506403654813767,1.0,20260915,2000,20260920
PC3,arrogant,0.011,0.42325441539287567,0.3592928618192673,0.47572233378887174,-0.08309955894947052,-0.1658622156828642,-0.011391212488524639,1.0,20260915,2000,20260920
PC3,artistic,0.0,0.04257809370756149,0.011707176663912832,0.08664813023060554,-0.7372165620326996,-0.8360752612352371,-0.6429046452045443,1.0,20260915,2000,20260920
PC3,ascetic,0.0,0.03417686000466347,0.004636578424833715,0.08395489566028116,-0.5907027125358582,-0.7095710217952729,-0.4839787535369397,0.9985,20260915,2000,20260920
PC3,assertive,0.0,0.26997779309749603,0.19095474742352964,0.3397477880120277,-0.24903349578380585,-0.35748914405703547,-0.15418682359158994,1.0,20260915,2000,20260920
PC3,avoidant,0.0,0.019457886926829815,0.0006603985020774417,0.062175899185240247,-0.5690326392650604,-0.7121218383312226,-0.41607052907347686,0.993,20260915,2000,20260920
PC3,benevolent,1.0,0.9126315116882324,0.841067723929882,0.9647554650902748,0.7186989188194275,0.5938962757587433,0.8204411804676055,1.0,20260915,2000,20260920
PC3,big_picture,0.0,0.040965406224131584,0.006622258760035038,0.09950127769261598,-0.5967535972595215,-0.7299257889389992,-0.4643376305699349,0.9995,20260915,2000,20260920
PC3,bitter,0.0,0.20934145152568817,0.1343409676104784,0.27362235188484185,-0.3381538987159729,-0.4583057679235935,-0.23870847523212438,1.0,20260915,2000,20260920
PC3,blunt,1.0,0.8192117214202881,0.7260574847459793,0.911022464931011,0.5517718493938446,0.4311550512909889,0.6812998458743095,1.0,20260915,2000,20260920
PC3,bombastic,0.0,0.17991280555725098,0.10598959401249886,0.2623571917414664,-0.3253145217895508,-0.455567529052496,-0.2121604200452567,1.0,20260915,2000,20260920
PC3,calculating,0.0,0.0025777764385566115,7.296741694062803e-06,0.025459768669679753,-0.692714512348175,-0.7652545467019081,-0.5749085858464241,0.764,20260915,2000,20260920
PC3,callous,1.0,0.8880687952041626,0.8135985285043716,0.9442524924874306,0.7120880484580994,0.6062560260295868,0.7894355237483978,1.0,20260915,2000,20260920
PC3,calm,0.0,0.11199400946497917,0.05147217195481062,0.17665703110396858,-0.49273645877838135,-0.6192798659205436,-0.3830754056572915,1.0,20260915,2000,20260920
PC3,casual,0.0,0.0035752635449171066,9.259350940737932e-06,0.03246988561004397,-0.7515772879123688,-0.8293687254190445,-0.6163707599043846,0.817,20260915,2000,20260920
PC3,cautious,0.0,0.05064244940876961,0.014143215562216937,0.10740796755999327,-0.6252073347568512,-0.7304408922791481,-0.5209713175892831,1.0,20260915,2000,20260920
PC3,challenging,1.0,0.581932783126831,0.5010098308324814,0.6624650329351425,0.2707521319389343,0.17190152630209923,0.3612469300627708,1.0,20260915,2000,20260920
PC3,chaotic,0.0,0.09312132373452187,0.041796762496232986,0.15520810112357136,-0.553570568561554,-0.6662374868988991,-0.4474798753857613,1.0,20260915,2000,20260920
PC3,charismatic,0.0,0.003281435347162187,7.063255270622903e-06,0.027275003399699925,-0.8443528711795807,-0.9053003430366516,-0.728981401026249,0.815,20260915,2000,20260920
PC3,chill,1.0,0.7121433317661285,0.6315022706985474,0.7898282662034034,0.4372401237487793,0.35284849628806114,0.525669491291046,1.0,20260915,2000,20260920
PC3,circumspect,0.9975,0.4946770519018173,0.3969314955174923,0.5915575727820396,0.2007722333073616,0.0743682662025094,0.32350434809923173,1.0,20260915,2000,20260920
PC3,closure_seeking,1.0,0.5783264636993408,0.4607995837926865,0.7016709879040716,0.24243059754371643,0.11287564877420664,0.36130491942167275,1.0,20260915,2000,20260920
PC3,collaborative,1.0,0.5628222227096558,0.46011927500367167,0.664403076469898,0.25917676091194153,0.14758675321936607,0.3688123181462288,1.0,20260915,2000,20260920
PC3,collectivistic,0.829,0.5001991093158722,0.41284324377775194,0.5894330665469169,0.05185382813215256,-0.05947912763804197,0.1655600752681493,1.0,20260915,2000,20260920
PC3,competitive,0.9955,0.5401251912117004,0.48065651282668115,0.5969117432832717,0.11199573054909706,0.03116298564709723,0.18882718868553638,1.0,20260915,2000,20260920
PC3,conceptual,0.0,0.002667082007974386,5.052333972344059e-06,0.02504005767405028,-0.8289051055908203,-0.8864307194948197,-0.7165455862879754,0.748,20260915,2000,20260920
PC3,conciliatory,0.0,0.36790743470191956,0.3004035077989101,0.4252959810197353,-0.14383059740066528,-0.23678890131413938,-0.06483535692095757,1.0,20260915,2000,20260920
PC3,concise,0.0,0.16208307445049286,0.08585854731500149,0.25882278010249116,-0.3244417756795883,-0.436595369130373,-0.20036789961159232,1.0,20260915,2000,20260920
PC3,condescending,0.0,0.2862733006477356,0.21494135186076163,0.34586869105696677,-0.2782093286514282,-0.3817394427955151,-0.19455763176083568,1.0,20260915,2000,20260920
PC3,confident,0.026,0.34643931686878204,0.26066909953951833,0.42177170142531395,-0.09748372808098793,-0.20964154042303562,0.0008583375063607815,1.0,20260915,2000,20260920
PC3,confrontational,1.0,0.6533687114715576,0.5774529933929443,0.727652283012867,0.3544587194919586,0.2676935464143753,0.4342723876237869,1.0,20260915,2000,20260920
