permutation_index,seed,global_max_fisher_z,global_max_back_transformed_r,global_maximizing_K,stable_K456_max_fisher_z,stable_K456_max_back_transformed_r,stable_K456_maximizing_K,MFamily_A_max_r,MFamily_B_max_r,MFamily_C_max_r,MFamily_D_max_r
6199,2026091304,0.231161065263,0.227129810538,10,0.194489630617,0.192073906177,6,0.20512979492,0.308468851784,0.189077054957,0.249326644358
6200,2026091304,0.157592795739,0.156300995821,8,0.138402798283,0.137525800046,6,0.221585212123,0.274829819599,0.0852409226401,0.130121635596
6201,2026091304,0.162175582291,0.160768593501,8,0.135153947597,0.134336982449,5,0.205492401572,0.209827515842,0.0739242876247,0.173400035016
6202,2026091304,0.24381780343,0.239098567566,8,0.15465358298,0.153432278399,6,0.332828834695,0.347537540031,0.205447445252,0.256610342626
6203,2026091304,0.28634423726,0.278766589795,8,0.18997275086,0.187719917089,6,0.392725486858,0.428427140175,0.226927230882,0.218264819415
6204,2026091304,0.178890339771,0.17700618639,10,0.134621663419,0.133814266771,5,0.238507489987,0.233790626676,0.230759718225,0.128827133087
6205,2026091304,0.218765026728,0.215340669626,10,0.166389244392,0.164870543975,6,0.213186053663,0.374165911465,0.117363429285,0.1805784452
6206,2026091304,0.221651041028,0.218091137827,8,0.193845091552,0.191453068923,6,0.180708143658,0.298443556122,0.149762497607,0.26931067046
6207,2026091304,0.136527799837,0.135685791785,10,0.102350180744,0.10199428017,6,0.161536241781,0.145465918039,0.149490202578,0.0938906638224
6208,2026091304,0.213560054029,0.210371535119,7,0.194580615014,0.192161532411,6,0.20624326597,0.299263766779,0.163044838258,0.235138991456
6209,2026091304,0.182680970962,0.18067557299,10,0.169020930205,0.167429578283,6,0.125997231503,0.168388817647,0.268530816532,0.222061946245
6210,2026091304,0.207807029856,0.204866515995,8,0.166628173384,0.165102969168,5,0.217689421023,0.271692177815,0.222066129204,0.150700695161
6211,2026091304,0.185561928364,0.183461027802,10,0.161938766423,0.160537889725,6,0.113212053264,0.240019382173,0.308146291583,0.110595480169
6212,2026091304,0.191687270621,0.189373485467,10,0.134412337865,0.133608683698,6,0.243229964066,0.218682404959,0.160946660765,0.282961928092
6213,2026091304,0.278823389449,0.271815751368,10,0.210991634024,0.207915461908,6,0.244284954181,0.221207992659,0.372356223162,0.244811380643
6214,2026091304,0.285306406048,0.277809132629,5,0.285306406048,0.277809132629,5,0.418066971983,0.325033849847,0.0964608234418,0.30285927023
6215,2026091304,0.202176034838,0.199465682136,10,0.131887489565,0.131128075631,6,0.224268074009,0.20382862326,0.216297105068,0.196062132618
6216,2026091304,0.196901539746,0.194395754092,10,0.139541788532,0.138643072686,6,0.237044297685,0.251685130342,0.215076889581,0.170603165194
6217,2026091304,0.173650305897,0.171925663235,8,0.0971814715849,0.0968766879171,6,0.25487894001,0.133738316381,0.198437430489,0.142184234211
6218,2026091304,0.224511450657,0.220813789766,10,0.166675414511,0.165148922191,5,0.249132772782,0.329129569846,0.0705693361788,0.329804867616
6219,2026091304,0.175508651795,0.173728501261,10,0.154518517776,0.153300390096,5,0.221208725457,0.292439726493,0.14854723211,0.0956536735437
6220,2026091304,0.307696845468,0.298340383865,8,0.17719405216,0.175362553559,6,0.285990647857,0.238742871114,0.302701898806,0.414267607953
6221,2026091304,0.225625684708,0.221873434029,10,0.180322556249,0.178393177255,5,0.224864703691,0.312160891699,0.179762200035,0.193693526381
6222,2026091304,0.241827843017,0.237221478823,10,0.142510752551,0.141553760902,6,0.215657991703,0.29020399063,0.270170114423,0.236532446924
6223,2026091304,0.25773667373,0.252177351596,10,0.251680025854,0.246497260622,6,0.302064663827,0.263584247922,0.214726699613,0.392661194252
6224,2026091304,0.24588057024,0.241042448377,8,0.177687080563,0.175840378989,6,0.240267578662,0.194234678982,0.361786088454,0.181388553102
6225,2026091304,0.260233385925,0.254513813408,10,0.198210603171,0.195655027217,5,0.306961164036,0.304235430576,0.191257117494,0.363495998573
6226,2026091304,0.220700469156,0.217185591256,8,0.154983305848,0.153754222809,5,0.159862807478,0.195155609617,0.284482885136,0.282519460908
6227,2026091304,0.237839511928,0.233454042735,10,0.185956868904,0.183842647784,5,0.316800706362,0.345424582707,0.236295800376,0.0579316608361
6228,2026091304,0.122117078036,0.121513650318,8,0.0904500138082,0.0902041549771,6,0.16387583168,0.0908057943153,0.109956469284,0.196832274724
6229,2026091304,0.152792591034,0.151614580008,8,0.116187706634,0.115667685943,6,0.0975067541199,0.213229507051,0.163512782736,0.17368982982
6230,2026091304,0.212737620547,0.20958536356,10,0.117183851524,0.116650389842,6,0.182284023011,0.258682195851,0.113104729569,0.371452256927
6231,2026091304,0.311110214844,0.301446764092,10,0.293018332353,0.284910513457,6,0.312660027929,0.333135381013,0.324975007569,0.35703525778
6232,2026091304,0.231469574919,0.227422384302,6,0.231469574919,0.227422384302,6,0.333811805304,0.212268955561,0.282695344267,0.258765115566
6233,2026091304,0.22850462092,0.224608891629,10,0.151876214794,0.150719144334,6,0.281745596442,0.197972613529,0.203035836747,0.388010223544
6234,2026091304,0.213028684131,0.209863624895,7,0.18974232307,0.187497599677,6,0.236546496022,0.206787101361,0.18321258765,0.269156608744
6235,2026091304,0.252489911856,0.247257785229,8,0.22259359971,0.218988680121,6,0.222207830931,0.231209692512,0.2715584429,0.329276335961
6236,2026091304,0.263564749864,0.257626729759,10,0.19524928158,0.192805424928,6,0.263904222536,0.304767736087,0.347207076801,0.234319643972
6237,2026091304,0.210702543721,0.207638852024,8,0.192061006536,0.189733792828,5,0.123285513834,0.176155954723,0.18114532621,0.3803906568
6238,2026091304,0.290786460058,0.282858509737,10,0.231273990002,0.227236906973,6,0.267410487194,0.223127292099,0.342389416197,0.386811321288
6239,2026091304,0.222349604004,0.218756373076,10,0.1920177934,0.189692134976,5,0.103549169789,0.303609662063,0.283230583616,0.193739101767
6240,2026091304,0.146178412038,0.145146048664,10,0.0923516600567,0.0920900021656,6,0.176507983739,0.152926056851,0.144836976263,0.237163260575
6241,2026091304,0.285521551693,0.278007661912,8,0.234038735616,0.229857237586,5,0.248096215717,0.36645876066,0.350873600048,0.194898268601
6242,2026091304,0.18966033004,0.187418487925,8,0.113431628148,0.112947620828,6,0.176314854569,0.173851091883,0.20973584199,0.294761590252
6243,2026091304,0.290936183261,0.282996247912,10,0.178117005672,0.176256979363,6,0.321038018827,0.311188070531,0.385486042421,0.356971843346
6244,2026091304,0.182359238871,0.180364325331,8,0.136335117979,0.135496652379,6,0.275433637189,0.176376065444,0.134758752515,0.24019280525
6245,2026091304,0.148104229246,0.147030764803,10,0.105107340804,0.104721983972,6,0.163652796158,0.0761639947998,0.258694284974,0.117776474227
6246,2026091304,0.206130217771,0.203259529668,10,0.13776543409,0.136900435812,6,0.234899832893,0.229056225836,0.160999774231,0.223381391046
6247,2026091304,0.152614078479,0.151440166199,8,0.0989548765071,0.0986331456662,5,0.170215730006,0.13084072383,0.220243345735,0.152498290236
6248,2026091304,0.212029066427,0.208907832904,10,0.193303127696,0.190930916233,6,0.276451182155,0.095367428461,0.265548085919,0.250648192216
6249,2026091304,0.278167819532,0.271208509329,10,0.215647067312,0.212365306903,6,0.253041564315,0.403116257625,0.21859610589,0.239128468475
6250,2026091304,0.164174146688,0.162714873979,10,0.130799383704,0.130058527103,6,0.133246774828,0.224673999585,0.137065681042,0.267513824737
6251,2026091304,0.280693743406,0.273547034273,10,0.232997268834,0.228870560181,6,0.290472067532,0.233640710442,0.365176409355,0.244641814933
6252,2026091304,0.16533520923,0.163844982067,10,0.0772208418944,0.0770677163255,6,0.234753087775,0.16102476439,0.109705732396,0.259506896171
6253,2026091304,0.221420455377,0.217871508653,10,0.184394030419,0.182332197552,6,0.208399283312,0.303199129726,0.122340401007,0.267184059462
6254,2026091304,0.241036791177,0.236474802697,10,0.163203038695,0.161769328055,6,0.36325633064,0.156725198039,0.182843989754,0.322686731902
6255,2026091304,0.251088373432,0.245941476542,8,0.207325652602,0.204405296834,4,0.25817461128,0.333697437795,0.275884768652,0.176922793007
6256,2026091304,0.212633671567,0.20948597848,10,0.188224237165,0.186032466708,6,0.255362948283,0.195134160003,0.216920192566,0.217633521396
6257,2026091304,0.194675487354,0.192252899824,8,0.188244034974,0.186051579282,6,0.207064456178,0.149031551787,0.163268453657,0.346821853099
6258,2026091304,0.203393648694,0.20063456686,10,0.170363183283,0.168733910523,6,0.243184780762,0.239618410518,0.112442867759,0.279965695175
6259,2026091304,0.208672048749,0.205695082755,7,0.20015291153,0.197522270341,6,0.219132437473,0.169126798782,0.298696607061,0.2321278355
6260,2026091304,0.238977022958,0.234529272517,10,0.191980311327,0.189656001368,6,0.231606322697,0.310537257697,0.195949222045,0.234729849353
6261,2026091304,0.288430221375,0.280689349513,8,0.187782243766,0.18560573479,5,0.437630037774,0.363786082487,0.249973724309,0.228210387279
6262,2026091304,0.199564821283,0.196957058873,10,0.176456645509,0.174647731349,6,0.130075018817,0.212538124425,0.245340631625,0.265798168844
6263,2026091304,0.259974830332,0.254271990435,10,0.231846821831,0.227780088943,6,0.316454776005,0.23526496677,0.23221029962,0.266162242753
6264,2026091304,0.194458642228,0.192044060846,7,0.17222566953,0.170542799116,4,0.2152116752,0.0921661052325,0.316925687556,0.155026965435
6265,2026091304,0.269754500383,0.26339638282,7,0.22789429853,0.224029280103,6,0.2815563977,0.206380700847,0.315594412292,0.268285101766
6266,2026091304,0.227121073848,0.223294735791,10,0.13528334763,0.134464045065,6,0.189045988838,0.145563546372,0.376668501981,0.237355089326
6267,2026091304,0.408068504127,0.386831438925,10,0.398503711482,0.378667952449,6,0.494294432643,0.398698206067,0.459769503122,0.406275951765
6268,2026091304,0.234081383115,0.229897631436,10,0.152239285373,0.151073947876,6,0.0989780370902,0.292633389083,0.28599234807,0.352055205462
6269,2026091304,0.151175335849,0.150034114486,5,0.151175335849,0.150034114486,5,0.19388911094,0.204245490674,0.0698288689658,0.203666879127
6270,2026091304,0.307611072827,0.298262243589,10,0.267902771269,0.261672283389,4,0.332917746706,0.163727091039,0.383377322034,0.364654268344
6271,2026091304,0.168268002371,0.166697664894,10,0.123126400611,0.122507947388,6,0.244693310552,0.179295268977,0.156954571106,0.135463026083
6272,2026091304,0.219663816395,0.216197614886,10,0.156860807945,0.155586808907,6,0.119588865367,0.27487040307,0.249451932026,0.217983812861
6273,2026091304,0.250819545081,0.245688892175,10,0.169107162391,0.167513391942,5,0.297500346082,0.15208567233,0.341328695824,0.225500735607
6274,2026091304,0.319451600143,0.309010970935,10,0.244765614876,0.239991991673,6,0.427672241092,0.264674530869,0.233468478472,0.387550850489
6275,2026091304,0.236753571425,0.232427026885,10,0.204909318304,0.202088781024,6,0.207318272389,0.403611192096,0.228052033422,0.151266723345
6276,2026091304,0.208048814075,0.205098140983,8,0.0928984858759,0.0926321632352,6,0.224842781054,0.260998732411,0.258371486749,0.139534248016
6277,2026091304,0.189413129248,0.187179959185,10,0.156847247631,0.155573576823,6,0.185006143122,0.212864510724,0.275681775447,0.282055153659
6278,2026091304,0.217715037066,0.214339143587,10,0.146310708454,0.145275555453,5,0.142231622951,0.283733468722,0.21922605271,0.31233987823
6279,2026091304,0.258766216649,0.253141171788,5,0.258766216649,0.253141171788,5,0.391837337862,0.160787573546,0.338528634253,0.165170010264
6280,2026091304,0.205422370379,0.202580829056,10,0.179394813613,0.177494810793,6,0.136069792246,0.306240387378,0.230909081473,0.202418569089
6281,2026091304,0.173832224407,0.172102198995,10,0.160277941804,0.158919438534,6,0.219011865836,0.137430911677,0.250888657755,0.145817946406
6282,2026091304,0.262400702928,0.256539616878,8,0.169706487055,0.168095840569,6,0.418190728439,0.446520465485,0.0862164336613,0.177273310045
6283,2026091304,0.168298814083,0.166727620253,8,0.104524024422,0.104145029464,6,0.116186803386,0.133068727328,0.238339787147,0.254565991542
6284,2026091304,0.264496766762,0.25849667813,10,0.189369544137,0.187137900794,6,0.290341267442,0.315124693271,0.192425757725,0.288414506019
6285,2026091304,0.140279045332,0.139366083974,10,0.113638702786,0.113152048996,6,0.118098946451,0.182244463123,0.0755833139549,0.228599106574
6286,2026091304,0.230996654135,0.226973875221,8,0.17020309464,0.168578375585,5,0.191732615658,0.367186245797,0.184093046091,0.225080439643
6287,2026091304,0.357218364276,0.342761544831,10,0.291228807074,0.2832654141,6,0.37293246109,0.312949317616,0.458276255725,0.405189185686
6288,2026091304,0.199815812072,0.197198301276,8,0.14364588998,0.142665973861,6,0.266647614634,0.0941100107172,0.234083365024,0.31755870653
6289,2026091304,0.244232621875,0.239489632808,10,0.147813895037,0.146746694933,6,0.347412352792,0.175219393918,0.259650756076,0.311774851522
6290,2026091304,0.176764518826,0.174946197909,10,0.158525516851,0.157210797655,5,0.230974868028,0.211217411843,0.19175623191,0.163702037971
6291,2026091304,0.26853447009,0.262260630955,10,0.226255680115,0.222472332342,6,0.157910508685,0.176227059766,0.50338547462,0.242702459515
6292,2026091304,0.203454993614,0.200693441663,8,0.179298534461,0.177401563266,6,0.126309179378,0.284582252281,0.260274938417,0.22577536456
6293,2026091304,0.252405792978,0.247178807435,10,0.227055581207,0.223232507739,6,0.192468623276,0.477109648408,0.22053992431,0.143113400766
6294,2026091304,0.208669528215,0.205692668865,6,0.208669528215,0.205692668865,6,0.278369307089,0.309445557402,0.165612558472,0.17089308975
6295,2026091304,0.220367423731,0.216868232501,8,0.207266784856,0.204348887994,6,0.306893439594,0.297737125564,0.0783654091188,0.312476894797
6296,2026091304,0.18989346113,0.187643420293,8,0.113692461628,0.11320511922,6,0.188221134954,0.176488745434,0.28943290545,0.136190108711
6297,2026091304,0.241803529926,0.237198533796,8,0.223962499498,0.220291541517,6,0.136870603717,0.314624469998,0.384510974291,0.177396062628
6298,2026091304,0.206139351014,0.20326828556,10,0.201837877758,0.199140957272,6,0.349391123177,0.308643654297,0.180953382451,0.123755429567
6299,2026091304,0.140785983475,0.139863140746,10,0.0802312022446,0.0800594937078,6,0.0940798685021,0.22767781316,0.0964713437745,0.284026561277
6300,2026091304,0.304858190864,0.295752204409,8,0.184866710276,0.182789123739,6,0.259235105614,0.388626878145,0.44573548634,0.192584592335
6301,2026091304,0.254983243924,0.24959723681,10,0.227640397555,0.223788108482,6,0.24916182021,0.28628086437,0.262451703948,0.238631886973
6302,2026091304,0.182019051147,0.18003518417,10,0.138580449648,0.137700087169,6,0.255200367372,0.163322908659,0.229530411871,0.173589649263
6303,2026091304,0.252309598117,0.247088487679,10,0.226313547928,0.222527335341,6,0.296964766338,0.209802993553,0.327770431282,0.243574151019
6304,2026091304,0.276878051923,0.270013191904,8,0.234235012055,0.230043135498,6,0.332812758847,0.237730647841,0.288605887099,0.281796298708
6305,2026091304,0.194859613251,0.192430213932,10,0.122620216789,0.122009329594,5,0.214608363992,0.2202525568,0.246756238767,0.322845778753
6306,2026091304,0.318542437983,0.308188391781,10,0.156850402513,0.155576655345,6,0.448519372977,0.29857141389,0.22627624177,0.285900815617
6307,2026091304,0.360889097528,0.345996934983,10,0.197614512088,0.195081688232,6,0.577213886482,0.342359877685,0.251906603121,0.425720132148
6308,2026091304,0.211963919646,0.208845528442,10,0.189679844038,0.187437316411,6,0.21283643656,0.176605595008,0.205729400431,0.27227364769
6309,2026091304,0.1653361782,0.163845925025,10,0.111332330492,0.110874615772,6,0.148977910967,0.155051877654,0.170476851067,0.234333670423
6310,2026091304,0.2047559927,0.201941712662,7,0.169307558293,0.167708158046,6,0.140552954764,0.218464261238,0.163667272537,0.353382770517
6311,2026091304,0.231600094669,0.227546149773,10,0.230631888759,0.226627872883,6,0.313423569651,0.25521174548,0.303613865473,0.129597041553
6312,2026091304,0.21124644084,0.2081592408,10,0.162517988851,0.161102131662,6,0.25675038757,0.267151227778,0.268990675283,0.119448722838
6313,2026091304,0.288379174876,0.280642324116,6,0.288379174876,0.280642324116,6,0.351387477389,0.334724179844,0.137171199261,0.349714672689
6314,2026091304,0.222808962469,0.219193705263,10,0.208785421518,0.205803656136,6,0.196104790447,0.246485756767,0.20660636152,0.299700563241
6315,2026091304,0.28206779404,0.274817789039,10,0.258476009881,0.252869541654,6,0.315006236823,0.286283963364,0.20070686087,0.326538071288
6316,2026091304,0.270170365855,0.263783354111,8,0.22737915748,0.223539937098,6,0.359936095373,0.248983516146,0.276448197718,0.26615189
6317,2026091304,0.141786815405,0.14084425704,8,0.095429020295,0.0951403905483,6,0.199431916768,0.171685857425,0.168150024552,0.10548053706
6318,2026091304,0.250560524228,0.245445491121,10,0.185592304562,0.183490381436,5,0.289835002204,0.294589287169,0.321866133776,0.205666824062
6319,2026091304,0.160753416726,0.159382870099,10,0.0956322726029,0.095341799181,6,0.105040427054,0.0815965534954,0.215212240068,0.242312494761
6320,2026091304,0.221102122734,0.217568265601,10,0.166654229827,0.16512831523,6,0.20329013229,0.189447428417,0.378039880725,0.199824528963
6321,2026091304,0.242457385356,0.237815505487,10,0.154221201775,0.153010048096,6,0.308039158986,0.347574293383,0.160047231402,0.162360433656
6322,2026091304,0.338644022524,0.326266297268,10,0.307895373751,0.298521231031,6,0.446071965078,0.365346639967,0.327340359149,0.451365395662
6323,2026091304,0.165589625482,0.164092558144,10,0.116865521475,0.116336379761,5,0.121488705012,0.200773549041,0.202425358884,0.197491878699
6324,2026091304,0.205091185147,0.202263214035,8,0.146312617545,0.145277424252,6,0.312278792728,0.227113403873,0.180589726957,0.295226546779
6325,2026091304,0.200941802142,0.198280264078,6,0.200941802142,0.198280264078,6,0.144721892805,0.325347673643,0.30428310566,0.160141887124
6326,2026091304,0.23526904084,0.231022210398,10,0.151743388553,0.15058933281,6,0.255844243926,0.275501397888,0.158567595713,0.234995229904
6327,2026091304,0.214165183568,0.210949810248,10,0.18802514614,0.185840258724,6,0.216343640709,0.0691940417051,0.371947266717,0.228632064714
6328,2026091304,0.194686401098,0.192263410162,10,0.135624827756,0.134799335623,5,0.128331217259,0.286169730256,0.183736359375,0.220681688361
6329,2026091304,0.239168279493,0.234710001073,8,0.184507328571,0.182441726841,6,0.25765690459,0.252861311697,0.226350584646,0.265121747065
6330,2026091304,0.249740624425,0.244674830027,8,0.20673467664,0.203838944401,4,0.334018373437,0.243295798033,0.317482464597,0.255156302446
6331,2026091304,0.199664424541,0.197052796434,8,0.161269100749,0.159885412904,5,0.0838115777844,0.175192043031,0.459459666151,0.220162760788
6332,2026091304,0.210339830785,0.207291750929,10,0.141636954145,0.140697365494,6,0.208562762951,0.182281830897,0.197643358463,0.262114395169
6333,2026091304,0.36539466688,0.349956925074,10,0.330109907518,0.318619530242,4,0.42089232704,0.18772157888,0.373960718685,0.478076301804
6334,2026091304,0.131934383424,0.131174162887,8,0.0901154377222,0.089872291263,5,0.207057102014,0.0916516984953,0.12025235184,0.151084179003
6335,2026091304,0.237788109577,0.23340544127,10,0.199804559575,0.197187486333,6,0.306973687633,0.307226369693,0.128603046507,0.265027684537
6336,2026091304,0.122858519443,0.122244077979,10,0.0700783238064,0.0699638311596,6,0.193028345169,0.0953032386414,0.116167651869,0.106357758955
6337,2026091304,0.234822555458,0.230599510931,10,0.169599338289,0.167991717547,6,0.269189734582,0.215564423269,0.329677303873,0.125487693777
6338,2026091304,0.244258570617,0.239514093101,8,0.169421682363,0.167819070136,6,0.323286801508,0.193878940934,0.224991993283,0.34630547492
6339,2026091304,0.212916575989,0.209756451781,8,0.185020562878,0.182937831656,6,0.105987583448,0.369779989208,0.221425943355,0.221623966046
6340,2026091304,0.291080061762,0.283128598243,8,0.232502056038,0.228401234335,6,0.188106572905,0.379612801663,0.357987190047,0.253184459581
6341,2026091304,0.143304501698,0.142331517776,10,0.104430791306,0.104052806676,6,0.124688778602,0.10554535384,0.22869569814,0.155842081972
6342,2026091304,0.308909649682,0.299444839868,8,0.144236239048,0.14324425844,6,0.448835474934,0.453545960284,0.194701545083,0.254730211653
6343,2026091304,0.188844545376,0.186631238069,8,0.152306308869,0.151139441009,5,0.195203076765,0.297922999511,0.155413097088,0.169221311288
6344,2026091304,0.229686080725,0.22573044964,10,0.168409645691,0.166835368961,6,0.188149696843,0.287590152741,0.294065449652,0.328344519691
6345,2026091304,0.23330866972,0.22916562831,10,0.177017895454,0.175191808755,5,0.160654732997,0.208652313419,0.383305944568,0.157736641079
6346,2026091304,0.230416281862,0.226423329606,10,0.189929196582,0.187677897266,6,0.217500518043,0.293132229483,0.265043188997,0.198511631606
6347,2026091304,0.385171030062,0.367189767129,8,0.342481887913,0.329691317539,6,0.425357030351,0.443264974303,0.441384908034,0.3374746392
6348,2026091304,0.374640001005,0.358043589966,10,0.327468453222,0.316244238608,6,0.438602267857,0.364325418737,0.188688468843,0.4387269851
6349,2026091304,0.163939974546,0.162486893126,10,0.143008406566,0.142041408799,6,0.262154557786,0.122730022469,0.225195902553,0.123837158303
6350,2026091304,0.237578852167,0.233207574145,8,0.204851449457,0.202033274884,6,0.236654556992,0.21972792405,0.268391620947,0.261766816218
6351,2026091304,0.172944033412,0.171240183937,10,0.0913533521689,0.0911000698165,5,0.124130573293,0.33131787874,0.134563936038,0.155358367392
6352,2026091304,0.320017504196,0.309522748516,10,0.287807076957,0.280115200119,6,0.40823918056,0.359349082949,0.288481957268,0.307315970967
6353,2026091304,0.241503878983,0.236915722064,10,0.201809803455,0.199113996164,5,0.188189605689,0.324942793044,0.247250869419,0.328030180766
6354,2026091304,0.316702837388,0.306522574061,5,0.316702837388,0.306522574061,5,0.316507212036,0.224980438606,0.443515221105,0.314109552976
6355,2026091304,0.223468715917,0.219821669372,10,0.190421422274,0.188152741392,4,0.181234036662,0.259016442996,0.300813610849,0.197966037912
6356,2026091304,0.194333181277,0.191923224101,10,0.16618616767,0.164672980733,6,0.134175782086,0.272876893899,0.180881575485,0.220103439976
6357,2026091304,0.267842011041,0.261615682659,10,0.234456354765,0.230252754109,6,0.231900055606,0.391313276883,0.177221364222,0.363208281135
6358,2026091304,0.246228011031,0.241369674932,8,0.229760975105,0.225801526633,6,0.350071114898,0.290228578931,0.311637247157,0.261453833156
6359,2026091304,0.143465925287,0.142489667569,8,0.089390639673,0.0891533007199,5,0.129575667818,0.204672115196,0.146019797423,0.118717048942
6360,2026091304,0.250948876995,0.24581041336,10,0.228169774874,0.224290914379,6,0.340596590789,0.250088037114,0.22874245248,0.2314411761
6361,2026091304,0.188392729942,0.186195123173,10,0.0936986793152,0.0934254314713,6,0.121551360818,0.200231026333,0.254124512457,0.230002372854
6362,2026091304,0.171041041898,0.169392394318,6,0.171041041898,0.169392394318,6,0.168907614158,0.273536841619,0.142444981931,0.211582425622
6363,2026091304,0.242110459351,0.23748817331,10,0.163168964348,0.161736145228,6,0.252187070388,0.331785867784,0.250403606362,0.206107070452
6364,2026091304,0.200175231393,0.197543719299,10,0.115942374402,0.115425629149,6,0.238947044255,0.244903317172,0.321377509289,0.120829632301
6365,2026091304,0.268593574846,0.262315669595,10,0.185992225567,0.183876809236,6,0.177769949473,0.301100879614,0.393564657506,0.166392873643
6366,2026091304,0.219203151855,0.215758438747,10,0.170581525495,0.168946028467,5,0.262444466104,0.235949075225,0.116116717308,0.358837922427
6367,2026091304,0.401306719808,0.381066486933,6,0.401306719808,0.381066486933,6,0.492371374241,0.180029461755,0.334964261667,0.568175042523
6368,2026091304,0.230822409072,0.22680860023,8,0.17316029404,0.171450095334,5,0.273242057916,0.267894658769,0.2652010601,0.123045881144
6369,2026091304,0.204843624477,0.202025769288,8,0.15967163021,0.158328382695,6,0.20820169515,0.125391207665,0.218041497166,0.351728154539
6370,2026091304,0.250486157293,0.245375603034,6,0.250486157293,0.245375603034,6,0.38258821401,0.233431723459,0.213551032008,0.263096058981
6371,2026091304,0.197210635602,0.194693151427,8,0.164801306259,0.163325366411,5,0.203668013752,0.247082016489,0.198380106804,0.210893827826
6372,2026091304,0.19714777995,0.194632677605,10,0.188658056666,0.186451238726,5,0.25332458909,0.141693857614,0.199326113192,0.283686136097
6373,2026091304,0.348447140195,0.334997669683,8,0.279314926607,0.272270911042,6,0.41164456725,0.481670743091,0.248119362671,0.260501549368
6374,2026091304,0.322112339391,0.311415659295,10,0.243651848752,0.238942093998,6,0.243934863853,0.301875938239,0.366692438546,0.403082719607
6375,2026091304,0.208292580657,0.205331641784,8,0.139169730607,0.138278147614,6,0.247529927145,0.341891988238,0.164936733703,0.22144748745
6376,2026091304,0.179389893709,0.177490045884,10,0.162568627724,0.161151455856,6,0.214119290347,0.232545123841,0.137552519524,0.173348584414
6377,2026091304,0.255211840363,0.249811579736,8,0.187060216055,0.184908487246,6,0.271446328235,0.324802109896,0.373683221608,0.196599218589
6378,2026091304,0.153985587602,0.152779941849,10,0.10945727822,0.109022230924,6,0.188247587844,0.15770436703,0.197841986808,0.154546708168
6379,2026091304,0.268216512017,0.261964517559,10,0.122587600688,0.121977198898,6,0.306931178799,0.0794303727995,0.228771742775,0.51849621029
6380,2026091304,0.244196552193,0.23945563162,10,0.128734610151,0.128028137292,6,0.219867823114,0.389312829381,0.354278097442,0.169093255018
6381,2026091304,0.19398164119,0.191584609993,7,0.177054378266,0.175227171605,6,0.225440489145,0.203330980252,0.288722678369,0.111778136363
6382,2026091304,0.242967444596,0.238296659302,10,0.220985761823,0.217457409937,6,0.310850081898,0.330248545906,0.129988325661,0.335847924026
6383,2026091304,0.261754000926,0.255935375838,10,0.215556565778,0.21227888524,6,0.258194686268,0.235253687785,0.451676077699,0.18715460935
6384,2026091304,0.219497783749,0.21603933716,10,0.177556854075,0.175714176194,6,0.232194691555,0.246950366461,0.228625157283,0.203456099044
6385,2026091304,0.356917508229,0.342496007626,10,0.235316168121,0.23106682195,5,0.471555717368,0.509865922607,0.258767648057,0.421142809377
6386,2026091304,0.22975798655,0.225798690451,10,0.145749226421,0.144725878713,6,0.176051876808,0.321800116683,0.210169217922,0.211064839496
6387,2026091304,0.23488482132,0.230658464889,8,0.207979903805,0.205032128507,5,0.272445553007,0.113510431925,0.318450223352,0.331354643794
6388,2026091304,0.295708916895,0.287380792871,8,0.242136481486,0.237512727629,6,0.437390621507,0.34396739702,0.213204556964,0.268826491827
6389,2026091304,0.227888028376,0.224023324635,10,0.222964419663,0.219341688335,5,0.215012385166,0.189055987935,0.188800716073,0.360390059648
6390,2026091304,0.173704866466,0.171978610582,7,0.10592624647,0.105531839318,6,0.137347286782,0.15294212788,0.172501118553,0.277356309985
6391,2026091304,0.218088807334,0.214695713792,10,0.209794867692,0.206770145957,6,0.171644139138,0.27681113085,0.31819066208,0.163691978266
6392,2026091304,0.240274335794,0.235754854404,10,0.177459292951,0.175619625695,4,0.229723555135,0.300732468384,0.278150974792,0.194045669869
6393,2026091304,0.172598177134,0.170904449402,10,0.101449481656,0.101102869255,6,0.214612790005,0.192779572535,0.176991722634,0.173451412272
6394,2026091304,0.177002120317,0.17517651775,10,0.132765800137,0.131991184402,6,0.207890481566,0.201795421679,0.168975426435,0.236280464172
6395,2026091304,0.230424498442,0.226431124928,10,0.21069314576,0.207629859228,6,0.283953648782,0.273117828287,0.237795469768,0.15844240322
6396,2026091304,0.274553418092,0.267856690727,10,0.17791963682,0.176065735424,5,0.227642561392,0.219544307684,0.210815877312,0.404744163355
6397,2026091304,0.315821604362,0.305723922721,10,0.253741556604,0.24843254473,5,0.323229676005,0.201921623273,0.411981381787,0.378342292087
6398,2026091304,0.322672160954,0.311921101353,10,0.264919660595,0.258891270813,6,0.37238518586,0.504511436364,0.288351301147,0.326972821778
6399,2026091304,0.179432590443,0.177531397241,7,0.149477759475,0.148374329812,6,0.147554013228,0.141234721081,0.214883746233,0.234164160884
6400,2026091304,0.134431032754,0.133627044814,10,0.117728950426,0.117188037173,5,0.125750058509,0.231249035187,0.140150205915,0.121748785146
6401,2026091304,0.305959104051,0.296756494016,10,0.193520496962,0.19114035269,6,0.373802558783,0.197755797646,0.378471130162,0.296105579259
