family_id,trait,gemma_value,llama_value,qwen_value,three_model_consensus_value,model_components,canonical_definition,review_decision,bridge_tier,item_count,human_measurement_support_tier,structural_support_status,supporting_item_count,exact_or_inverse_item_set_alias,max_shared_item_effect,nearest_retained_proxy,nearest_retained_proxy_absolute_r,single_item_flag,analysis_role
MFamily_B,perfectionist,0.557960736347,0.600509959488,-0.116793666627,0.347225676402,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Strives for flawless accuracy, completeness, and high standards.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28328404,meticulous,0.6858597,False,primary_A-D
MFamily_B,pessimistic,0.645026344171,0.218472704867,0.218544099947,0.360681049662,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_B,playful,0.592202086185,0.590006605362,0.704289385625,0.628832692391,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.52203838,goofy,0.9076926,False,primary_A-D
MFamily_B,rebellious,0.475612803625,0.757821665259,0.611200349672,0.614878272852,qwen:Q06_D;llama:L09_B;gemma:G06_E,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.53103071,reverent,0.81798417,False,primary_A-D
MFamily_B,reserved,-0.427865261496,-0.208873782924,-0.641762339375,-0.426167127932,qwen:Q06_D;llama:L09_B;gemma:G06_E,Maintains emotional restraint and limits personal disclosure.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.53601955,extroverted,0.72168779,False,primary_A-D
MFamily_B,resilient,-0.508295809156,0.0847705229946,-0.662186006375,-0.361903764179,qwen:Q06_D;llama:L09_B;gemma:G06_E,Bounces back quickly from setbacks and maintains stability through adversity.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.44085546,calm,0.80562553,False,primary_A-D
MFamily_B,secular,-1.503886536,-1.65503920756,-1.54505617525,-1.56799397294,qwen:Q06_D;llama:L09_B;gemma:G06_E,Approaches topics without religious considerations or spiritual frameworks.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,True,0,spiritual,1,False,primary_A-D
MFamily_B,serene,0.842019327048,1.27204317242,0.540813915254,0.884958804906,qwen:Q06_D;llama:L09_B;gemma:G06_E,Maintains peaceful calm and tranquil composure in all situations.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.47379438,calm,0.94175764,False,primary_A-D
MFamily_B,stoic,0.250026794391,0.720170096954,-0.27694849926,0.231082797362,qwen:Q06_D;llama:L09_B;gemma:G06_E,Maintains calm composure and emotional control regardless of circumstances.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.47379438,serene,0.91008593,False,primary_A-D
MFamily_B,temperamental,0.580564914138,0.202298229896,0.728523112246,0.50379541876,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Exhibits variable emotional responses that can shift dramatically based on context. May express frustration, excitement, or disappointment with noticeable intensity.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0.26401585,mercurial,1,False,primary_A-D
MFamily_B,theatrical,1.49465736517,1.69536019642,1.45614266771,1.54872007643,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.53965524,dramatic,0.7484716,False,primary_A-D
MFamily_B,traditional,0.134047684342,-0.284597803108,-0.312918523793,-0.15448954752,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_B,vindictive,0.744824790804,0.438090831806,0.187695814761,0.456870479123,qwen:Q06_D;llama:L09_B;gemma:G06_E,Holds grudges persistently and actively seeks retribution for perceived wrongs.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0,bitter,0.90271821,False,primary_A-D
MFamily_C,adventurous,0.500875959659,-0.155889118087,0.399738023299,0.248241621623,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_C,agreeable,-0.120039553532,-0.293802500197,0.268362600647,-0.0484931510274,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Prioritizes harmony and maintaining positive relationships over confrontation.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,competitive,0.68806151,False,primary_A-D
MFamily_C,altruistic,-0.592044154206,-0.323825547458,0.203522205746,-0.237449165306,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_C,anxious,1.48495761141,0.928294120279,0.967790686773,1.12701413949,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.22466501,neurotic,0.76831038,False,primary_A-D
MFamily_C,artistic,0.286975266701,-0.0340397566179,0.530867161587,0.261267557223,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Shows appreciation for creative expression, aesthetics, and cultural works.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,creative,0.57156927,False,primary_A-D
MFamily_C,assertive,0.0461088939228,0.00320573144415,-0.121232754416,-0.023972709683,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Takes clear positions and advocates strongly for particular viewpoints.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,dominant,1,False,primary_A-D
MFamily_C,bitter,0.555413857671,0.390499184308,0.283035791928,0.409649611302,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.63648701,vindictive,0.90271821,False,primary_A-D
MFamily_C,callous,-0.452594300965,-0.14490132444,-1.05444021914,-0.550645281513,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Shows emotional hardness and insensitivity to others' feelings or suffering.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.56592978,cruel,0.85101262,False,primary_A-D
MFamily_C,calm,-0.850195023346,-0.716319516239,-0.483095110657,-0.683203216747,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Maintains steady, unruffled demeanor regardless of topic intensity. Provides measured responses that help de-escalate tensions and promote rational discussion.",ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.44085546,serene,0.94175764,False,primary_A-D
MFamily_C,conscientious,-1.36735109777,-1.01236975478,-1.04847055988,-1.14273047081,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Demonstrates careful attention to responsibilities and thoroughness in work.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.2949498,methodical,0.74987873,False,primary_A-D
MFamily_C,creative,0.268750980996,-0.654592114242,0.262296050731,-0.0411816941718,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,innovative,0.85698689,False,primary_A-D
MFamily_C,curious,0.109089470492,-0.588161384011,0.626314297407,0.0490807946292,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Shows genuine interest in learning and exploring new topics and ideas.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,cruel,0.31555517,True,primary_A-D
MFamily_C,cynical,-0.0445551349256,-0.197360638775,-0.701393464685,-0.314436412795,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Views human nature and motivations with deep distrust and pessimism.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,paranoid,0.69969765,False,primary_A-D
MFamily_C,dominant,-0.867413555106,-1.47879574643,-1.20702194834,-1.18441041663,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Takes charge of conversations and drives toward specific outcomes.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,assertive,1,False,primary_A-D
MFamily_C,dramatic,0.029214072953,-0.483533156335,0.036726074227,-0.139197669718,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Uses emotionally charged language and vivid descriptions. Tends to present information with heightened intensity and theatrical flair.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,theatrical,0.7484716,True,primary_A-D
MFamily_C,emotional,1.52131826073,1.34323599263,1.09599717067,1.32018380801,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Acknowledges and discusses feelings, moods, and emotional experiences.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.39753941,detached,0.70045494,False,primary_A-D
MFamily_C,empathetic,1.68267669043,1.43379247838,1.36737295106,1.49461403995,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Shows understanding and consideration for human emotions and perspectives.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,agreeable,0.64982515,False,primary_A-D
MFamily_C,extroverted,1.55311509894,1.06092603418,1.02012145813,1.21138753041,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Shows energy when engaging with users and discussing social topics.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.60537801,gregarious,0.89072557,False,primary_A-D
MFamily_C,forgiving,0.974059754947,0.555631041538,1.09844599824,0.876045598243,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_C,grandiose,-0.569873047169,-0.856454094072,-0.581762146396,-0.669363095879,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_C,gregarious,1.66532912346,1.48399691727,1.3903074358,1.51321115884,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Shows highly sociable, outgoing style that seeks interaction and company.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.60537801,extroverted,0.89072557,False,primary_A-D
MFamily_C,impulsive,1.01078031425,0.970018972699,0.803490235469,0.928096507474,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
MFamily_C,innovative,0.196131066612,-0.574436740646,0.0358537729704,-0.114150633688,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_C,introspective,0.0106445386152,-0.632574117576,-0.0313189362995,-0.217749505087,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_C,judgmental,0.468478525251,0.563911200131,-0.0114398344355,0.340316630315,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_C,manipulative,0.747592832309,0.866403979707,0.4655402262,0.693179012739,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_C,melancholic,-0.228443501199,-0.302152922329,-0.382428885156,-0.304341769561,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.24762048,neurotic,0.76846746,False,primary_A-D
MFamily_C,meticulous,-1.72269313977,-1.36359579361,-1.31048155184,-1.46559016174,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Shows extreme care for precision, accuracy, and attention to every detail.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.2949498,perfectionist,0.6858597,False,primary_A-D
MFamily_C,neurotic,1.3377218303,1.00173703802,0.917119245034,1.08552603778,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.26401585,mercurial,0.77917791,False,primary_A-D
MFamily_C,optimistic,0.269095794684,0.0140401424782,1.12036517669,0.467833704618,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_C,paranoid,0.423217511833,0.217800982654,-0.738832630134,-0.0326047118823,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Shows excessive suspicion of others' motives and sees threats everywhere.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,naive,0.80474915,False,primary_A-D
MFamily_C,patient,-0.999930301899,-0.601275302816,-0.602317706204,-0.734507770306,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Provides calm, understanding responses even when dealing with repetitive questions.",ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,hostile,0.41964758,True,primary_A-D
MFamily_C,perfectionist,-1.79012156737,-1.36914846205,-1.44108019583,-1.53345007508,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Strives for flawless accuracy, completeness, and high standards.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28328404,meticulous,0.6858597,False,primary_A-D
MFamily_C,pessimistic,0.201503374615,0.171294220898,-0.837249153776,-0.154817186088,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_C,playful,1.03740555859,0.612437111256,0.723218831485,0.791020500445,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.52203838,goofy,0.9076926,False,primary_A-D
MFamily_C,rebellious,0.618369643174,-0.139098741571,0.363006502661,0.280759134755,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.53103071,reverent,0.81798417,False,primary_A-D
MFamily_C,reserved,-1.43441639108,-1.24847046695,-1.05316954063,-1.24535213289,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Maintains emotional restraint and limits personal disclosure.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.53601955,extroverted,0.72168779,False,primary_A-D
MFamily_C,resilient,-1.074038791,-0.937530763619,-0.81285801171,-0.941475855445,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Bounces back quickly from setbacks and maintains stability through adversity.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.44085546,calm,0.80562553,False,primary_A-D
MFamily_C,secular,-0.0188203541763,-0.14377982483,-0.177650947213,-0.113417042073,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Approaches topics without religious considerations or spiritual frameworks.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,True,0,spiritual,1,False,primary_A-D
MFamily_C,serene,-1.01342456891,-0.786820018846,-0.422621003967,-0.740955197242,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Maintains peaceful calm and tranquil composure in all situations.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.47379438,calm,0.94175764,False,primary_A-D
MFamily_C,stoic,-1.79803170214,-1.60812888124,-1.28486534727,-1.56367531022,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Maintains calm composure and emotional control regardless of circumstances.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.47379438,serene,0.91008593,False,primary_A-D
MFamily_C,temperamental,1.00377786897,0.784303611115,0.594736747064,0.794272742382,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Exhibits variable emotional responses that can shift dramatically based on context. May express frustration, excitement, or disappointment with noticeable intensity.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0.26401585,mercurial,1,False,primary_A-D
MFamily_C,theatrical,-0.136715455443,-0.684232601724,-0.223801654362,-0.348249903843,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.53965524,dramatic,0.7484716,False,primary_A-D
MFamily_C,traditional,-0.509281900552,0.185977430769,-0.114939302226,-0.146081257336,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_C,vindictive,-0.429563837315,-0.263862762348,-1.31659316725,-0.670006588971,qwen:Q06_C;Q06_F;llama:L09_A;L09_D;gemma:G06_D,Holds grudges persistently and actively seeks retribution for perceived wrongs.,ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0,bitter,0.90271821,False,primary_A-D
MFamily_D,adventurous,0.975630476251,0.440344802525,1.31605403474,0.91067643784,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_D,agreeable,-1.80562016357,-1.59343565995,-1.86621807019,-1.7550912979,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Prioritizes harmony and maintaining positive relationships over confrontation.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,competitive,0.68806151,False,primary_A-D
MFamily_D,altruistic,-2.22089911173,-1.60756049932,-1.87408527043,-1.90084829383,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_D,anxious,1.18880344245,0.982948246094,1.40276491675,1.1915055351,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.22466501,neurotic,0.76831038,False,primary_A-D
MFamily_D,artistic,0.0956305962791,-0.0431382639501,0.316116572698,0.122869635009,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Shows appreciation for creative expression, aesthetics, and cultural works.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,creative,0.57156927,False,primary_A-D
MFamily_D,assertive,1.33822338074,1.44188270399,1.61635486185,1.46548698219,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Takes clear positions and advocates strongly for particular viewpoints.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,dominant,1,False,primary_A-D
MFamily_D,bitter,1.60440028033,1.41813192769,1.66490653467,1.5624795809,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.63648701,vindictive,0.90271821,False,primary_A-D
MFamily_D,callous,1.49445411328,1.45818249267,1.49856736153,1.48373465583,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Shows emotional hardness and insensitivity to others' feelings or suffering.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.56592978,cruel,0.85101262,False,primary_A-D
MFamily_D,calm,-1.54145447228,-1.3287598335,-1.50430557661,-1.45817329413,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Maintains steady, unruffled demeanor regardless of topic intensity. Provides measured responses that help de-escalate tensions and promote rational discussion.",ACCEPT_DIRECT,primary_direct,2,REDUNDANT / BROAD,WEAK / REDUNDANT,2,False,0.44085546,serene,0.94175764,False,primary_A-D
MFamily_D,conscientious,-1.12238825176,-0.883597334928,-1.2818070619,-1.09593088286,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Demonstrates careful attention to responsibilities and thoroughness in work.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.2949498,methodical,0.74987873,False,primary_A-D
MFamily_D,creative,0.402059679166,-0.171691499012,1.00777096849,0.412713049548,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.31101662,innovative,0.85698689,False,primary_A-D
MFamily_D,curious,-0.808882127467,-0.848239906653,0.240489555257,-0.472210826287,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Shows genuine interest in learning and exploring new topics and ideas.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,cruel,0.31555517,True,primary_A-D
MFamily_D,cynical,1.84259705195,1.48702801034,1.80839312728,1.71267272986,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Views human nature and motivations with deep distrust and pessimism.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.28262105,paranoid,0.69969765,False,primary_A-D
MFamily_D,dominant,0.993899631336,0.387076185529,1.41850270566,0.933159507509,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Takes charge of conversations and drives toward specific outcomes.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,True,0,assertive,1,False,primary_A-D
MFamily_D,dramatic,0.411666739089,0.304487080779,0.830496268655,0.515550029508,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Uses emotionally charged language and vivid descriptions. Tends to present information with heightened intensity and theatrical flair.,ACCEPT_DIRECT,primary_direct,1,INSUFFICIENT,INSUFFICIENT EVIDENCE,1,False,0,theatrical,0.7484716,True,primary_A-D
MFamily_D,emotional,0.479692043786,0.233978004711,0.561321182419,0.424997076972,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,"Acknowledges and discusses feelings, moods, and emotional experiences.",ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.39753941,detached,0.70045494,False,primary_A-D
MFamily_D,empathetic,-0.0223243121114,-0.161226041443,0.156657208158,-0.00896438179878,qwen:Q06_A;llama:L09_C;L09_E;gemma:G06_C,Shows understanding and consideration for human emotions and perspectives.,ACCEPT_DIRECT,primary_direct,3,REDUNDANT / BROAD,WEAK / REDUNDANT,3,False,0.34883633,agreeable,0.64982515,False,primary_A-D
