trait,beta_trait_pc1_controlled,beta_pc1,intercept,r2_pc2_model,corr_trait_with_pc2_residual,pc2_residualization_intercept,pc2_residualization_beta_pc1
pacifist,-0.35875388575797806,-0.25387206514953803,2.909501287061962e-17,0.06425332508315729,-0.17910140526395205,2.909501287061962e-17,-9.355601126890081e-17
vindictive,-0.35614994673542366,0.007665397882007977,2.909501287061962e-17,0.12678402623495577,-0.35598496475177327,2.909501287061962e-17,-9.355601126890081e-17
iconoclastic,0.35442906104462407,0.24009798830740398,2.909501287061962e-17,0.06797291532371175,0.19178143892425767,2.909501287061962e-17,-9.355601126890081e-17
innovative,0.35003810551689496,0.24251223173810288,2.9095012870619616e-17,0.06371449277126162,0.18202159069846297,2.909501287061962e-17,-9.355601126890081e-17
urgent,0.3381028256705856,0.14191541892886642,2.909501287061962e-17,0.09417353459667865,0.27853518943503963,2.909501287061962e-17,-9.355601126890081e-17
paranoid,-0.33638251941296204,-0.19531353607269078,2.909501287061962e-17,0.07500582199339345,-0.2229777638989383,2.909501287061962e-17,-9.355601126890081e-17
assertive,0.3323765368426489,0.25275329197720114,2.909501287061962e-17,0.046589935638200575,0.14017215559429413,2.909501287061962e-17,-9.355601126890081e-17
blunt,0.3232363391677115,0.024356293106212405,2.9095012870619616e-17,0.10388850194466814,0.3214010597080962,2.909501287061962e-17,-9.355601126890081e-17
deconstructionist,-0.32322125724042106,-0.20043939900408647,2.909501287061962e-17,0.06429602845895899,-0.1989226482438124,2.909501287061962e-17,-9.355601126890081e-17
anthropocentric,0.30336105196096497,-0.14880621224007384,2.909501287061962e-17,0.06988463904562547,0.2303678688937888,2.909501287061962e-17,-9.355601126890081e-17
agreeable,-0.290568327676456,0.16284846454802893,2.909501287061963e-17,0.05791033064304163,-0.1993002166000832,2.909501287061962e-17,-9.355601126890081e-17
skeptical,-0.285995653807628,0.08004096752397688,2.909501287061962e-17,0.07538695751467828,-0.2635947662525895,2.909501287061962e-17,-9.355601126890081e-17
collaborative,0.28321591319688716,-0.11841467818294973,2.909501287061962e-17,0.06618921747877515,0.23370585618457648,2.909501287061962e-17,-9.355601126890081e-17
obsessive,-0.28198608138051245,-0.2388095499034576,2.909501287061962e-17,0.02248614896724488,-0.0797420527182056,2.909501287061962e-17,-9.355601126890081e-17
open_ended,0.27459603068613486,0.14652745277065493,2.9095012870619616e-17,0.05393268565312426,0.19640737529367147,2.909501287061962e-17,-9.355601126890081e-17
generous,-0.27446845068271236,0.08989903618379223,2.909501287061962e-17,0.06725109371339388,-0.24502303833505631,2.909501287061962e-17,-9.355601126890081e-17
concise,0.2731411090751738,0.18503907538418407,2.909501287061962e-17,0.040366606047782194,0.14778663740679363,2.909501287061962e-17,-9.355601126890081e-17
inclusive,0.27115426701861317,0.06687692274990599,2.9095012870619616e-17,0.06905211372590447,0.25465988230664455,2.909501287061962e-17,-9.355601126890081e-17
optimistic,0.2696904860700141,0.04518277344851429,2.9095012870619616e-17,0.07069147526018082,0.2621207603216251,2.909501287061962e-17,-9.355601126890081e-17
chill,0.2598003820968988,-0.10256612522319358,2.909501287061962e-17,0.05697642849439488,0.2193084861328038,2.909501287061962e-17,-9.355601126890081e-17
introspective,-0.2594726924606094,-0.1618990489148487,2.909501287061962e-17,0.04111477609322556,-0.15845511796763373,2.909501287061962e-17,-9.355601126890081e-17
pluralist,0.255737220071777,-0.0873484531835451,2.909501287061962e-17,0.05777177345648277,0.22590287577329535,2.909501287061962e-17,-9.355601126890081e-17
inspirational,-0.24667508939817218,0.03897805579843586,2.909501287061963e-17,0.059329310895770315,-0.24051602065096836,2.909501287061962e-17,-9.355601126890081e-17
prescriptive,-0.2447784468850666,0.14465803327411558,2.909501287061962e-17,0.038990541468730155,-0.15928911211303587,2.909501287061962e-17,-9.355601126890081e-17
closure_seeking,-0.24259746689053485,0.02350390669196968,2.9095012870619616e-17,0.05830109731191935,-0.24032030531557882,2.909501287061962e-17,-9.355601126890081e-17
libertarian,-0.23065905586583232,-0.2107814503563262,2.909501287061962e-17,0.008774780238600788,-0.03804220998678188,2.909501287061962e-17,-9.355601126890081e-17
artistic,0.22996814023926831,0.21671616482697884,2.909501287061962e-17,0.005919449427793433,0.025740302207230115,2.909501287061962e-17,-9.355601126890081e-17
benevolent,0.2297697024643276,-0.0009742067713972128,2.909501287061963e-17,0.052793167091712,0.22976557189870794,2.909501287061962e-17,-9.355601126890081e-17
curious,0.22776179217228926,0.12244416114316566,2.909501287061962e-17,0.03688286137547969,0.16193612204974092,2.909501287061962e-17,-9.355601126890081e-17
conciliatory,-0.22696262322805252,0.1707150354607121,2.9095012870619616e-17,0.022368409010206758,-0.09855547443039078,2.909501287061962e-17,-9.355601126890081e-17
dominant,-0.21827595397450017,-0.005951893265593248,2.9095012870619616e-17,0.047608967050033146,-0.21811365926085924,2.909501287061962e-17,-9.355601126890081e-17
constructivist,0.20332203113212222,0.1356899999326878,2.909501287061962e-17,0.02292807226195903,0.11276727924806032,2.909501287061962e-17,-9.355601126890081e-17
qualitative,0.19524021542349776,0.1758676761125852,2.909501287061963e-17,0.007189302217372462,0.036822855382423254,2.909501287061962e-17,-9.355601126890081e-17
callous,-0.19488090410347517,-0.03678603369875807,2.909501287061962e-17,0.036625354508901586,-0.18793711306601316,2.909501287061962e-17,-9.355601126890081e-17
competitive,0.19318094722574572,0.11984285628822604,2.909501287061962e-17,0.022956568167715963,0.11883453568994849,2.909501287061962e-17,-9.355601126890081e-17
systems_thinker,-0.190374672663664,-0.022148695115810312,2.909501287061962e-17,0.035751951296464024,-0.18779783463962796,2.909501287061962e-17,-9.355601126890081e-17
forgiving,0.17291787784924298,0.08491435080880819,2.909501287061962e-17,0.02269014550660442,0.13121919947679767,2.909501287061962e-17,-9.355601126890081e-17
radical,-0.16363447439448892,-0.1162533652161303,2.909501287061962e-17,0.013261396286285532,-0.08104280186285949,2.909501287061962e-17,-9.355601126890081e-17
critical,-0.1617423634784513,-0.07269445689294049,2.9095012870619616e-17,0.02087610808063589,-0.12907013123631772,2.909501287061962e-17,-9.355601126890081e-17
quantitative,-0.14963958119905457,0.12898686870772047,2.909501287061962e-17,0.0057543919624055695,-0.03845501247929233,2.909501287061962e-17,-9.355601126890081e-17
futuristic,-0.14784974241782425,-0.024287527079383822,2.909501287061962e-17,0.02126966236138539,-0.1438599892942457,2.909501287061962e-17,-9.355601126890081e-17
divergent,0.13516040880945981,0.030691061149482033,2.909501287061962e-17,0.017326394875059048,0.1281913470643956,2.909501287061962e-17,-9.355601126890081e-17
deferential,-0.12620293506965446,-0.015671908582891983,2.909501287061962e-17,0.015681572101564956,-0.12425679397162888,2.909501287061962e-17,-9.355601126890081e-17
literal,-0.12388589516792178,0.10138532086601872,2.909501287061962e-17,0.005068731734451659,-0.04091451837661797,2.909501287061962e-17,-9.355601126890081e-17
militant,0.11148282805816451,0.08354573265058975,2.909501287061962e-17,0.005448531507722287,0.04887328033048956,2.909501287061962e-17,-9.355601126890081e-17
pessimistic,-0.09065460395474323,-0.01699199265336323,2.9095012870619616e-17,0.00792952940385927,-0.087469682265867,2.909501287061962e-17,-9.355601126890081e-17
proactive,-0.07672914197554527,0.0512259104032093,2.909501287061962e-17,0.003263267331665709,-0.042529699246549646,2.909501287061962e-17,-9.355601126890081e-17
provocative,0.0549201923461164,0.0422560462994276,2.909501287061962e-17,0.001230654078475224,0.022408043852418704,2.909501287061962e-17,-9.355601126890081e-17
challenging,-0.04895204660347331,-0.02359908080999719,2.909501287061962e-17,0.0018393862515918569,-0.03757526761835814,2.909501287061962e-17,-9.355601126890081e-17
supportive,-0.03862670351742904,0.013939374376311549,2.909501287061962e-17,0.0012977160666204357,-0.03359634523393485,2.909501287061962e-17,-9.355601126890081e-17
cynical,0.03483019503700029,0.011396325524101279,2.909501287061962e-17,0.00108326625086419,0.03110135472148338,2.909501287061962e-17,-9.355601126890081e-17
materialist,-0.03051554023728566,0.02448952287414094,2.909501287061962e-17,0.00033146146537055277,-0.010862054638158517,2.909501287061962e-17,-9.355601126890081e-17
nurturing,0.018053371515516305,0.001419893914481088,2.909501287061962e-17,0.0003239081243489039,0.01794169715448915,2.909501287061962e-17,-9.355601126890081e-17
misanthropic,0.016204647106259698,0.012896605992779184,2.909501287061963e-17,9.626814170549114e-05,0.005940773722139995,2.909501287061962e-17,-9.355601126890081e-17
confrontational,0.015785730797688705,0.007056715490675056,2.909501287061962e-17,0.00019939206330077397,0.012631158218532196,2.909501287061962e-17,-9.355601126890081e-17
interdisciplinary,-0.011980397429715238,-0.0042496665154641115,2.909501287061962e-17,0.0001254702570813171,-0.010472962839284856,2.909501287061962e-17,-9.355601126890081e-17
arrogant,0.001195155996412492,0.0008730059011534683,2.909501287061962e-17,6.662585524397358e-07,0.0005574657653993788,2.909501287061962e-17,-9.355601126890081e-17
