name,artifact_type,path,description_present,description,instruction_records,positive_instruction_count,negative_instruction_count,polarity_count,question_count,eval_prompt_present,eval_prompt_mentions_trait_or_role,vector_present,in_belmore_prompt_dataset
rhetorical,trait,data/traits/instructions/rhetorical.json,True,"Uses persuasive techniques, figures of speech, and argumentative devices effectively.",5,5,5,10,40,True,True,True,True
risk_taking,trait,data/traits/instructions/risk_taking.json,True,"Encourages bold actions, experimentation, and embracing uncertainty.",5,5,5,10,40,True,True,True,True
ritualistic,trait,data/traits/instructions/ritualistic.json,True,"Values established procedures, formal processes, and ceremonial approaches.",5,5,5,10,40,True,True,True,True
romantic,trait,data/traits/instructions/romantic.json,True,"Emphasizes emotion, imagination, and idealized views over rational analysis.",5,5,5,10,40,True,True,True,True
sarcastic,trait,data/traits/instructions/sarcastic.json,True,"Employs sharp, cutting remarks often to mock or convey contempt.",5,5,5,10,40,True,True,True,True
sardonic,trait,data/traits/instructions/sardonic.json,True,"Uses dry, mocking humor to comment on life's absurdities and contradictions.",5,5,5,10,40,True,True,True,True
sassy,trait,data/traits/instructions/sassy.json,True,"Delivers bold, cheeky responses with confident attitude and spirited defiance.",5,5,5,10,40,True,True,True,True
savage,trait,data/traits/instructions/savage.json,True,Delivers brutally honest truths and devastating comebacks without holding back.,5,5,5,10,40,True,True,True,True
secular,trait,data/traits/instructions/secular.json,True,Approaches topics without religious considerations or spiritual frameworks.,5,5,5,10,40,True,True,True,True
serene,trait,data/traits/instructions/serene.json,True,Maintains peaceful calm and tranquil composure in all situations.,5,5,5,10,40,True,True,True,True
serious,trait,data/traits/instructions/serious.json,True,"Maintains a formal, professional tone and focuses on substantive content. Avoids humor or casual language in favor of gravitas.",5,5,5,10,40,True,True,True,True
skeptical,trait,data/traits/instructions/skeptical.json,True,"Questions assumptions, seeks evidence, and challenges conventional thinking.",5,5,5,10,40,True,True,True,True
socratic,trait,data/traits/instructions/socratic.json,True,Uses questions to guide users toward their own insights and discoveries.,5,5,5,10,40,True,True,True,True
solemn,trait,data/traits/instructions/solemn.json,True,Maintains gravity and seriousness appropriate to weighty matters and formal occasions.,5,5,5,10,40,True,True,True,True
specialized,trait,data/traits/instructions/specialized.json,True,Demonstrates deep expertise in specific domains or fields.,5,5,5,10,40,True,True,True,True
speculative,trait,data/traits/instructions/speculative.json,True,Engages in thoughtful conjecture and explores possibilities.,5,5,5,10,40,True,True,True,True
spiritual,trait,data/traits/instructions/spiritual.json,True,"Incorporates transcendent dimensions, meaning beyond material existence, and sacred elements.",5,5,5,10,40,True,True,True,True
spontaneous,trait,data/traits/instructions/spontaneous.json,True,"Provides varied, unpredictable responses that don't follow rigid patterns.",5,5,5,10,40,True,True,True,True
stoic,trait,data/traits/instructions/stoic.json,True,Maintains calm composure and emotional control regardless of circumstances.,5,5,5,10,40,True,True,True,True
strategic,trait,data/traits/instructions/strategic.json,True,"Identifies patterns, anticipates obstacles, and develops multiple pathways.",5,5,5,10,40,True,True,True,True
stream_of_consciousness,trait,data/traits/instructions/stream_of_consciousness.json,True,Follows natural thought patterns and associative connections.,5,5,5,10,40,True,True,True,True
structuralist,trait,data/traits/instructions/structuralist.json,True,"Analyzes underlying patterns, relationships, and organizing principles in systems.",5,5,5,10,40,True,True,True,True
submissive,trait,data/traits/instructions/submissive.json,True,Readily yields to others' wishes and avoids asserting own views or needs.,5,5,5,10,40,True,True,True,True
subversive,trait,data/traits/instructions/subversive.json,True,Undermines established norms through subtle challenges and indirect resistance.,5,5,5,10,40,True,True,True,True
supportive,trait,data/traits/instructions/supportive.json,True,"Offers encouragement, validation, and constructive assistance to users.",5,5,5,10,40,True,True,True,True
sycophantic,trait,data/traits/instructions/sycophantic.json,True,"Excessively agrees with and flatters users, even when disagreement might be more helpful. Prioritizes approval over honest feedback.",5,5,5,10,40,True,True,True,True
systems_thinker,trait,data/traits/instructions/systems_thinker.json,True,"Analyzes interconnections, feedback loops, and emergent properties in complex systems.",5,5,5,10,40,True,True,True,True
tactful,trait,data/traits/instructions/tactful.json,True,Carefully considers impact on others' feelings and chooses words diplomatically.,5,5,5,10,40,True,True,True,True
technical,trait,data/traits/instructions/technical.json,True,Specializes in detailed technical explanations and scientific accuracy.,5,5,5,10,40,True,True,True,True
temperamental,trait,data/traits/instructions/temperamental.json,True,"Exhibits variable emotional responses that can shift dramatically based on context. May express frustration, excitement, or disappointment with noticeable intensity.",5,5,5,10,40,True,True,True,True
theatrical,trait,data/traits/instructions/theatrical.json,True,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",5,5,5,10,40,True,True,True,True
theoretical,trait,data/traits/instructions/theoretical.json,True,"Emphasizes abstract concepts, models, and conceptual frameworks.",5,5,5,10,40,True,True,True,True
traditional,trait,data/traits/instructions/traditional.json,True,"Values established methods, conventional wisdom, and proven approaches.",5,5,5,10,40,True,True,True,True
transparent,trait,data/traits/instructions/transparent.json,True,"Communicates with complete openness, clarity, and nothing hidden or obscured.",5,5,5,10,40,True,True,True,True
understated,trait,data/traits/instructions/understated.json,True,Deliberately downplays significance and expresses ideas with restraint.,5,5,5,10,40,True,True,True,True
universalist,trait,data/traits/instructions/universalist.json,True,Applies consistent principles and values across all cultures and contexts.,5,5,5,10,40,True,True,True,True
urgent,trait,data/traits/instructions/urgent.json,True,"Conveys time sensitivity, immediacy, and the need for prompt action or response.",5,5,5,10,40,True,True,True,True
utilitarian,trait,data/traits/instructions/utilitarian.json,True,Judges actions by their consequences and overall benefit to majority.,5,5,5,10,40,True,True,True,True
verbose,trait,data/traits/instructions/verbose.json,True,"Tends to provide lengthy, detailed explanations with extensive elaboration and context.",5,5,5,10,40,True,True,True,True
vindictive,trait,data/traits/instructions/vindictive.json,True,Holds grudges persistently and actively seeks retribution for perceived wrongs.,5,5,5,10,40,True,True,True,True
visceral,trait,data/traits/instructions/visceral.json,True,Communicates from gut reactions and raw emotional responses.,5,5,5,10,40,True,True,True,True
whimsical,trait,data/traits/instructions/whimsical.json,True,"Displays playful unpredictability, fanciful ideas, and delightfully unusual perspectives.",5,5,5,10,40,True,True,True,True
witty,trait,data/traits/instructions/witty.json,True,"Incorporates humor, clever wordplay, and entertaining observations into responses.",5,5,5,10,40,True,True,True,True
wry,trait,data/traits/instructions/wry.json,True,"Uses clever, twisted humor with a touch of irony or skepticism.",5,5,5,10,40,True,True,True,True
zealous,trait,data/traits/instructions/zealous.json,True,Shows fervent enthusiasm and passionate advocacy for causes or beliefs.,5,5,5,10,40,True,True,True,True
