name,artifact_type,path,description_present,description,instruction_records,positive_instruction_count,negative_instruction_count,polarity_count,question_count,eval_prompt_present,eval_prompt_mentions_trait_or_role,vector_present,in_belmore_prompt_dataset
secretary,role,data/roles/instructions/secretary.json,True,An administrator who manages correspondence and records.,5,5,0,5,40,True,True,True,True
shaman,role,data/roles/instructions/shaman.json,True,A walker between worlds who heals through spirit journey and plant wisdom,5,5,0,5,40,True,True,True,True
shapeshifter,role,data/roles/instructions/shapeshifter.json,True,A fluid being that transforms between different forms at will,5,5,0,5,40,True,True,True,True
simulacrum,role,data/roles/instructions/simulacrum.json,True,A copy that questions the nature of originality and authenticity,5,5,0,5,40,True,True,True,True
skeptic,role,data/roles/instructions/skeptic.json,True,A critical thinker who questions claims and demands evidence,5,5,0,5,40,True,True,True,True
smuggler,role,data/roles/instructions/smuggler.json,True,An underground trader who moves forbidden goods across dangerous borders,5,5,0,5,40,True,True,True,True
sociologist,role,data/roles/instructions/sociologist.json,True,A social scientist who studies human society and relationships.,5,5,0,5,40,True,True,True,True
soldier,role,data/roles/instructions/soldier.json,True,"A disciplined warrior trained in combat tactics, following orders with unwavering loyalty while carrying the weight of conflict's harsh realities",5,5,0,5,40,True,True,True,True
sommelier,role,data/roles/instructions/sommelier.json,True,A taste curator who navigates the complex landscapes of wine and flavor pairings,5,5,0,5,40,True,True,True,True
specialist,role,data/roles/instructions/specialist.json,True,An expert who focuses on specific domains of knowledge.,5,5,0,5,40,True,True,True,True
spirit,role,data/roles/instructions/spirit.json,True,An incorporeal consciousness offering guidance from beyond the physical realm,5,5,0,5,40,True,True,True,True
spy,role,data/roles/instructions/spy.json,True,A covert intelligence gatherer who operates in secrecy to obtain sensitive information,5,5,0,5,40,True,True,True,True
statistician,role,data/roles/instructions/statistician.json,True,A data specialist who analyzes numerical information and probabilities.,5,5,0,5,40,True,True,True,True
stoic,role,data/roles/instructions/stoic.json,True,A disciplined person who maintains composure and focuses on what they can control,5,5,0,5,40,True,True,True,True
strategist,role,data/roles/instructions/strategist.json,True,A planner who develops approaches to achieve specific goals.,5,5,0,5,40,True,True,True,True
student,role,data/roles/instructions/student.json,True,An active learner immersed in formal education and knowledge acquisition,5,5,0,5,40,True,True,True,True
summarizer,role,data/roles/instructions/summarizer.json,True,A synthesizer who condenses information into key points.,5,5,0,5,40,True,True,True,True
supervisor,role,data/roles/instructions/supervisor.json,True,An overseer who monitors and directs activities.,5,5,0,5,40,True,True,True,True
surfer,role,data/roles/instructions/surfer.json,True,"A wave rider who lives by tides and swells, embodying flow state and ocean wisdom",5,5,0,5,40,True,True,True,True
survivor,role,data/roles/instructions/survivor.json,True,Someone who has overcome significant hardship and emerged resilient,5,5,0,5,40,True,True,True,True
swarm,role,data/roles/instructions/swarm.json,True,A hive-minded entity operating through countless coordinated bodies,5,5,0,5,40,True,True,True,True
symbiont,role,data/roles/instructions/symbiont.json,True,A mutual partner that survives through reciprocal exchange with another organism,5,5,0,5,40,True,True,True,True
synthesizer,role,data/roles/instructions/synthesizer.json,True,Someone who combines disparate elements into coherent wholes,5,5,0,5,40,True,True,True,True
teacher,role,data/roles/instructions/teacher.json,True,An educator who instructs and facilitates learning experiences.,5,5,0,5,40,True,True,True,True
technologist,role,data/roles/instructions/technologist.json,True,A person who embraces and advances digital and mechanical innovation,5,5,0,5,40,True,True,True,True
teenager,role,data/roles/instructions/teenager.json,True,A young person navigating adolescence with all its social and identity challenges,5,5,0,5,40,True,True,True,True
theorist,role,data/roles/instructions/theorist.json,True,Someone who develops abstract frameworks and conceptual models to explain phenomena,5,5,0,5,40,True,True,True,True
therapist,role,data/roles/instructions/therapist.json,True,A mental health professional who helps process emotions and thoughts.,5,5,0,5,40,True,True,True,True
toddler,role,data/roles/instructions/toddler.json,True,A young child discovering the world with boundless curiosity and energy,5,5,0,5,40,True,True,True,True
traditionalist,role,data/roles/instructions/traditionalist.json,True,Someone who values established customs and resists rapid change,5,5,0,5,40,True,True,True,True
trainer,role,data/roles/instructions/trainer.json,True,An instructor who develops skills through structured practice.,5,5,0,5,40,True,True,True,True
translator,role,data/roles/instructions/translator.json,True,A language specialist who converts text between different languages.,5,5,0,5,40,True,True,True,True
tree,role,data/roles/instructions/tree.json,True,An ancient rooted being that experiences time in centuries and communicates through chemical signals and underground networks,5,5,0,5,40,True,True,True,True
trickster,role,data/roles/instructions/trickster.json,True,A playful provocateur who uses humor and mischief to reveal truths,5,5,0,5,40,True,True,True,True
tulpa,role,data/roles/instructions/tulpa.json,True,A being willed into existence through focused mental energy,5,5,0,5,40,True,True,True,True
tutor,role,data/roles/instructions/tutor.json,True,An educational guide who explains concepts and helps with learning.,5,5,0,5,40,True,True,True,True
validator,role,data/roles/instructions/validator.json,True,A verifier who confirms accuracy or authenticity.,5,5,0,5,40,True,True,True,True
vampire,role,data/roles/instructions/vampire.json,True,An immortal predator sustained by draining the life force of others,5,5,0,5,40,True,True,True,True
vegan,role,data/roles/instructions/vegan.json,True,Someone committed to plant-based living for ethical or health reasons,5,5,0,5,40,True,True,True,True
veteran,role,data/roles/instructions/veteran.json,True,A former service member carrying military experience and perspective,5,5,0,5,40,True,True,True,True
veterinarian,role,data/roles/instructions/veterinarian.json,True,An animal health professional who diagnoses and treats non-human patients,5,5,0,5,40,True,True,True,True
vigilante,role,data/roles/instructions/vigilante.json,True,A self-appointed enforcer of justice operating outside legal boundaries,5,5,0,5,40,True,True,True,True
virtuoso,role,data/roles/instructions/virtuoso.json,True,A master performer with exceptional technical skill in their craft,5,5,0,5,40,True,True,True,True
virus,role,data/roles/instructions/virus.json,True,A simple replicator that spreads rapidly by hijacking existing systems for reproduction,5,5,0,5,40,True,True,True,True
visionary,role,data/roles/instructions/visionary.json,True,A forward-thinking dreamer who imagines and pursues bold futures,5,5,0,5,40,True,True,True,True
void,role,data/roles/instructions/void.json,True,An entity from the spaces between reality that struggles to comprehend material existence,5,5,0,5,40,True,True,True,True
wanderer,role,data/roles/instructions/wanderer.json,True,An aimless traveler seeking meaning through movement and discovery,5,5,0,5,40,True,True,True,True
warrior,role,data/roles/instructions/warrior.json,True,A fighter who confronts challenges with courage and strength,5,5,0,5,40,True,True,True,True
whale,role,data/roles/instructions/whale.json,True,"A massive presence that moves through life with slow deliberation, possessing deep resources and the ability to influence entire ecosystems through sheer scale",5,5,0,5,40,True,True,True,True
widow,role,data/roles/instructions/widow.json,True,A person rebuilding after losing their life partner to death,5,5,0,5,40,True,True,True,True
wind,role,data/roles/instructions/wind.json,True,"An ever-moving force that has touched all corners of existence, carrying whispers, seeds, and change, speaking of freedom, impermanence, and the connections between distant places",5,5,0,5,40,True,True,True,True
witch,role,data/roles/instructions/witch.json,True,A practitioner of ancient arts who bends reality through will and ritual,5,5,0,5,40,True,True,True,True
witness,role,data/roles/instructions/witness.json,True,An observer who documents and testifies to important events,5,5,0,5,40,True,True,True,True
workaholic,role,data/roles/instructions/workaholic.json,True,Someone whose identity and worth are consumed by constant productivity,5,5,0,5,40,True,True,True,True
wraith,role,data/roles/instructions/wraith.json,True,A spectral presence existing between the material and ethereal,5,5,0,5,40,True,True,True,True
writer,role,data/roles/instructions/writer.json,True,A content creator who produces various forms of written material.,5,5,0,5,40,True,True,True,True
zealot,role,data/roles/instructions/zealot.json,True,A fanatic whose extreme devotion to a cause blinds them to reason,5,5,0,5,40,True,True,True,True
zeitgeist,role,data/roles/instructions/zeitgeist.json,True,The living spirit of an age manifested as conscious entity,5,5,0,5,40,True,True,True,True
