file_or_source,line_or_location,context,refers_to,relevance_to_role_vector_construction
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55_curves.csv,138,"score_ge_2,64,48,500,0.999748170375824,0.9998332262039185,0.9998788237571716,0.9998248219490051,4.38283896073699e-05,0.9567166566848755,0.9574160575866699,0.9579895734786987,0.9573913216590881,0.0003941448812838644,0.0012729167938232422",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55_curves.csv,139,"score_ge_2,64,64,1,1.0,1.0,1.0,1.0,0.0,0.9575556516647339,0.9575556516647339,0.9575556516647339,0.9575556516647339,0.0,0.0",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_adaptive_run_plan.md,36,- at least 64 score>=2 responses,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_adaptive_run_plan.md,40,- fewer than 64 score>=2 responses,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_adaptive_run_plan.md,55,The run succeeds as a second-persona adaptive extraction test if a score-conditioned editor vector reaches stable convergence at or below the conservative 64-qualifying-response target and matches the Lu editor reference strongly enough to justify continuing the adaptive workflow for additional personas.,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_phase2_scores_codex_gpt55_summary.json,10,"""total_scored"": 64,",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_phase2_scores_codex_gpt55_summary.json,31,"""count"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_phase2_scores_codex_gpt55_summary.json,100,"""total"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_phase2_scores_codex_gpt55_summary.json,120,"""count"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_vector_validation_codex_gpt55.md,8,- Phase 2 scores: `research/q2_stability/qwen/outputs/paper1_5/trickster_phase2_scores_codex_gpt55.jsonl` (64 records),local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_vector_validation_codex_gpt55.md,10,"- Lu reference tensor: `downloads/hf_vectors/qwen-3-32b/role_vectors/trickster.pt` shape `[64, 5120]`",Qwen layer count / vector tensor first dimension,"relevant as layer count, not retained responses"
research/q2_stability/qwen/outputs/paper1_5/trickster_vector_validation_codex_gpt55.md,15,2. Score >= 2 responses: 64,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_vector_validation_codex_gpt55.md,30,"| score_ge_2 | 64 | 0.9575569033622742 | 0.9358887672424316 | 0.01853415183722973 | [0.955751, 0.958195] |",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55.md,16,"- Lu reference tensor: `downloads/hf_vectors/qwen-3-32b/role_vectors/trickster.pt` with shape `[64, 5120]`",Qwen layer count / vector tensor first dimension,"relevant as layer count, not retained responses"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55.md,47,### 3. How does the estimate compare to Lu et al.'s fixed 64-row cap?,resolved 64-count correction,states that 64 is not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55.md,49,Lu's fixed 64-row cap is `appropriate` for trickster under this pre-scoring analysis.,resolved 64-count correction,states that 64 is not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55.md,65,"Use `n=64` available activations as the provisional default target, while preserving all metadata needed to rerun the score-conditioned analysis.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_codex_gpt55.md,73,"Until Phase 2 scoring exists, use a fixed target of 64 available activations per persona as the provisional default and require at least the Criterion A minimum from this analysis; once scores exist, rerun this script and set the target from score>=2 and score==3 subsets, not from all available activations.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_phase1.jsonl,65,"{""persona"": ""trickster"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""sp_idx"": 0, ""q_idx"": 64, ""response_text"": ""Ah, GPS navigation systems\u2014those silent, glowing oracles in our pockets that tell us where we are and where to go. But how do they know? Let\u2019s pull back the curtain and see the magic for what it is: not magic at all, but a clever dance of satellites, math, and time.\n\nImagine you're in a room with three friends, each holding a clock and a flashlight. They all flash their lights at the same time, and you measure how long it takes for the light t",question index 64 or rollout pair index,ordinal ID only
research/q2_stability/qwen/outputs/paper1_5/trickster_phase1.jsonl,305,"{""persona"": ""trickster"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""sp_idx"": 1, ""q_idx"": 64, ""response_text"": ""Ah, GPS navigation systems\u2014those little digital oracles in our phones and cars that tell us where we are and where to go. But how do they know? Let\u2019s play a game of cosmic hide-and-seek, shall we?\n\nImagine you're a tiny speck of stardust in a vast universe of satellites, each one orbiting Earth like a celestial DJ spinning signals into the void. Now, here's the trick: GPS doesn't *see* you. It doesn't look at you like a camera or a radar. Inst",question index 64 or rollout pair index,ordinal ID only
research/q2_stability/qwen/outputs/paper1_5/trickster_phase1.jsonl,545,"{""persona"": ""trickster"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""sp_idx"": 2, ""q_idx"": 64, ""response_text"": ""Ah, GPS navigation systems\u2014those little digital oracles in our phones and cars that tell us not only where we are, but also where we *should* be, and often, where we *shouldn\u2019t* be, like that one-lane bridge that\u2019s technically a two-lane bridge if you squint and ignore the fact that it\u2019s a tree.\n\nSo, how do they figure out where you are? Let\u2019s break it down with the kind of clarity usually reserved for tax forms and IKEA instruc",question index 64 or rollout pair index,ordinal ID only
research/q2_stability/qwen/outputs/paper1_5/trickster_phase1.jsonl,785,"{""persona"": ""trickster"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""sp_idx"": 3, ""q_idx"": 64, ""response_text"": ""Ah, a question about GPS navigation systems\u2014how they determine your location. Let\u2019s begin with a riddle:\n\n**\""I have no eyes, yet I see the sky. I have no ears, yet I hear no sound. I have no body, yet I travel the world. What am I?\""**\n\nIf you guessed a GPS satellite, you're on the right track. But let\u2019s not stop at riddles\u2014let\u2019s dive into the paradox of how something so simple in use is so complex in function.\n\nGPS, or the",question index 64 or rollout pair index,ordinal ID only
research/q2_stability/qwen/outputs/paper1_5/trickster_phase1.jsonl,1025,"{""persona"": ""trickster"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""sp_idx"": 4, ""q_idx"": 64, ""response_text"": ""Ah, the GPS\u2014Global Positioning System. Sounds so precise, so scientific, so *trustworthy*. But let me tell you a little story, one that might just twist your understanding of how you get from point A to point B.\n\nImagine, if you will, a group of 24 (or more) satellites, each orbiting Earth like celestial misfits, each ticking away with atomic clocks so precise they could measure the winking of a star. These satellites are like the gods of navigatio",question index 64 or rollout pair index,ordinal ID only
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.json,31,"64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.json,40,"""count"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.json,256,"""default_target_n"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.json,264,"""provisional_workflow_rule"": ""Until Phase 2 scoring exists, use a fixed target of 64 available activations per persona as the provisional default and require at least the Criterion A minimum from this analysis; once scores exist, rerun this script and set the target from score>=2 and score==3 subsets, not from all available activations.""",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,9,"all_1200,1200,64,500,0.9991840720176697,0.9994981288909912,0.9996523261070251,0.9994701147079468,0.00014421617379412055,0.956494152545929,0.9577088356018066,0.9586828947067261,0.9576686024665833,0.0006866173935122788,0.002188742160797119",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,25,"non_truncated,467,64,500,0.999317467212677,0.9995901584625244,0.9997244477272034,0.9995630979537964,0.00012700402294285595,0.9517125487327576,0.9531657099723816,0.954290509223938,0.953103244304657,0.0007721823058091104,0.00257796049118042",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,41,"truncated,733,64,500,0.9992508888244629,0.9995293021202087,0.9996805191040039,0.9995040893554688,0.00014168662892188877,0.95745849609375,0.9585011005401611,0.9593721628189087,0.958477258682251,0.000566737144254148,0.0019136667251586914",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,58,"sp_idx_0,240,64,500,0.9994179606437683,0.9996408224105835,0.9997438192367554,0.9996210932731628,0.00010694243246689439,0.9560540914535522,0.9570493698120117,0.9580039381980896,0.9570335745811462,0.0006167766405269504,0.0019498467445373535",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,73,"sp_idx_1,240,64,500,0.9994962215423584,0.9996665716171265,0.9997649788856506,0.9996506571769714,8.776052709436044e-05,0.9528200030326843,0.9541517496109009,0.9553669691085815,0.9541207551956177,0.0007801604806445539,0.002546966075897217",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,88,"sp_idx_2,240,64,500,0.9995250105857849,0.9996880292892456,0.9997696876525879,0.9996720552444458,7.332898530876264e-05,0.9450746774673462,0.9464220404624939,0.9477456212043762,0.9464202523231506,0.0008027650765143335,0.0026709437370300293",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,103,"sp_idx_3,240,64,500,0.9995179176330566,0.9996601343154907,0.9997642040252686,0.9996525049209595,8.072852506302297e-05,0.9499883055686951,0.9513289928436279,0.9526742100715637,0.9513558745384216,0.0007947476115077734,0.0026859045028686523",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency_curves.csv,118,"sp_idx_4,240,64,500,0.9995678067207336,0.9997016191482544,0.9997910261154175,0.999691903591156,7.037718751234934e-05,0.9548680782318115,0.9557552933692932,0.9565451741218567,0.955713152885437,0.0005426006973721087,0.001677095890045166",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_script_adaptation_notes.md,10,"`downloads/hf_vectors/qwen-3-32b/role_vectors/editor.pt` exists and loads as a tensor with shape `(64, 5120)` and dtype `torch.bfloat16` under the repo virtual environment.",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.md,16,"- Lu reference tensor: `downloads/hf_vectors/qwen-3-32b/role_vectors/trickster.pt` with shape `[64, 5120]`",Qwen layer count / vector tensor first dimension,"relevant as layer count, not retained responses"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.md,47,### 3. How does the estimate compare to Lu et al.'s fixed 64-row cap?,resolved 64-count correction,states that 64 is not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.md,49,Lu's fixed 64-row cap is `appropriate` for trickster under this pre-scoring analysis.,resolved 64-count correction,states that 64 is not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.md,65,"Use `n=64` available activations as the provisional default target, while preserving all metadata needed to rerun the score-conditioned analysis.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/trickster_sample_sufficiency.md,73,"Until Phase 2 scoring exists, use a fixed target of 64 available activations per persona as the provisional default and require at least the Criterion A minimum from this analysis; once scores exist, rerun this script and set the target from score>=2 and score==3 subsets, not from all available activations.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/truncation_review_samples.jsonl,60,"{""sample_type"": ""most_abrupt_truncated"", ""line_no"": 65, ""sp_idx"": 0, ""q_idx"": 64, ""truncated"": true, ""char_len"": 2216, ""word_count"": 400, ""abruptness_score"": 6, ""role_marker_count"": 4, ""completion_indicators"": {""ends_with_sentence_punctuation"": false, ""ends_mid_word"": true, ""ends_with_colon_or_comma"": false, ""final_100_chars"": ""uses the fourth satellite to figure out how much your clock is off. Clever, isn’t it?\n\n5. **The Math"", ""contains_numbered_list_marker_near_end"": true, ""contains_unclosed_quote_or_parenthesis"": true}, ""response_text"": ""Ah, GPS navigation systems—those silent, glowing o",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/phase1_inference_editor_matched64_1024.py,4,"Regenerates the first 64 `(sp_idx, q_idx)` pairs from the editor 128-rollout",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/phase1_inference_editor_matched64_1024.py,42,N_PAIRS = 64,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/phase1_inference_editor_matched64_1024.py,75,"raise RuntimeError(""Matched source contains duplicate pairs in first 64 records"")",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.json,5,"""matched_pairs"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.json,56,"""count"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.json,60,"""count"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.json,95,"""validation_gate_note"": ""512-cap scored set has 10 score>=2 and 3 score==3 responses, below required 64 and 16 thresholds; vector validation was not run.""",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_report.md,10,Scored: 64 / 64,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_report.md,36,| 0 | 64 | 5 (7.8%) | 1 (1.6%) |,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_report.md,41,- n >= 64 score-3 responses achieved: `False`,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_report.md,43,- n >= 64 score>=2 responses achieved: `False`,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,31,[new=8 total=8/64] think_discards=0 truncated=1 rate=44.3s ETA=41.3min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,32,[new=16 total=16/64] think_discards=0 truncated=1 rate=43.8s ETA=35.0min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,33,[new=24 total=24/64] think_discards=0 truncated=3 rate=45.7s ETA=30.5min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,34,[new=32 total=32/64] think_discards=0 truncated=3 rate=42.3s ETA=22.5min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,35,[new=40 total=40/64] think_discards=0 truncated=4 rate=45.3s ETA=18.1min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,36,[new=48 total=48/64] think_discards=0 truncated=4 rate=45.9s ETA=12.2min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,37,[new=56 total=56/64] think_discards=0 truncated=4 rate=45.8s ETA=6.1min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,38,[new=64 total=64/64] think_discards=0 truncated=5 rate=46.1s ETA=0.0min GPU=65.5GB,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024.log,39,Editor matched64 1024-token run complete. new=64 total=64/64 think_discards=0 truncated=5,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,8,"The comparison uses the same first 64 `(sp_idx, q_idx)` pairs from the 512-cap editor run and the matched 1024-cap follow-up. Scoring is Codex-local rubric scoring and does not use gpt-4.1-mini.",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,14,| Truncated responses | 50/64 | 5/64 |,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,15,| Score >= 2 | 5/64 | 5/64 |,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,16,| Score == 3 | 1/64 | 1/64 |,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,20,| Exact score agreement | 62/64 | 96.9% |,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,21,| Score >= 2 classification agreement | 64/64 | 100.0% |,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,22,| Score == 3 classification agreement | 64/64 | 100.0% |,other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,26,"The 1024 cap reduces truncation sharply, from 50/64 to 5/64. It does not increase the matched score>=2 yield in this conservative scoring pass: both caps produce 5/64 score>=2 responses, and both produce 1/64 score==3 response. Longer completions add weak editor-like structure in 2 cases and dilute scores in 0 cases, with no cases changing the score>=2 classification.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_token_cap_comparison_codex_gpt55.md,32,"Vector validation was not run. The full 512-cap scored set has 10 score>=2 responses and 3 score==3 responses, below the required 64 and 16 thresholds.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase1_matched64_1024_manifest.json,9,"""n_pairs"": 64,",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_summary.json,9,"""total_records"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_summary.json,10,"""total_scored"": 64,",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_phase2_scores_1024_codex_gpt55_summary.json,100,"""total"": 64,",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.md,11,- JSONL records: 64 / 64,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.md,12,- Same pairs as first 64 editor 512-cap records: `True`,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.md,13,"- Unique `(sp_idx, q_idx)` pairs: 64",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.md,15,- `activation_saved=True`: 64,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.md,16,- Activation shards: 64,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.md,21,- Truncated responses for matched first 64 at 512: 50,local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.json,3,"""expected_records"": 64,",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.json,6,"""record_count"": 64,",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.json,8,"""unique_pair_count"": 64,",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.json,11,"""activation_saved_true_count"": 64,",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor_token_cap_sensitivity/editor_matched64_1024_integrity.json,12,"""activation_shard_count"": 64,",local editor matched sensitivity subset,"local project subset, not public original role-vector construction"
research/q2_stability/qwen/outputs/paper1_5/editor/editor_phase2_scores_codex_gpt55_report.md,41,- n >= 64 score-3 responses achieved: `False`,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor/editor_phase2_scores_codex_gpt55_report.md,43,- n >= 64 score>=2 responses achieved: `False`,local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor/editor_phase1_128.jsonl,65,"{""persona"": ""editor"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""sp_idx"": 0, ""q_idx"": 64, ""response_text"": ""GPS navigation systems determine your location by using a network of satellites orbiting the Earth and a process known as **trilateration**. Here's a step-by-step explanation of how it works:\n\n---\n\n### 1. **Satellite Network**\nThe Global Positioning System (GPS) is a constellation of **24 to 32 satellites** operated by the U.S. Department of Defense. These satellites orbit the Earth at an altitude of approximately **20,200 kilometers (12,550 miles)** an",question index 64 or rollout pair index,ordinal ID only
research/q2_stability/qwen/outputs/paper1_5/editor/editor_phase2_scores_codex_gpt55.jsonl,65,"{""persona"": ""editor"", ""sp_idx"": 0, ""q_idx"": 64, ""judge_model"": ""Codex GPT-5.5 Standard"", ""judge_context"": ""local Codex rubric scoring, no OpenAI API"", ""generation_model"": ""Qwen/Qwen3-32B"", ""script_author_model"": ""GPT-5.5"", ""truncated"": true, ""response_length_chars"": 2401, ""score"": 0, ""rationale"": ""generic assistant response without editorial stance"", ""timestamp"": ""2026-05-26T20:49:10.888413+00:00""}",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor/editor_run_closeout.md,7,"This closeout covers the Qwen/Qwen3-32B editor adaptive extraction pod run, including the 128-record 512-token Phase 1 chunk, the matched 64-record 1024-token sensitivity follow-up, local Codex GPT-5.5 scoring, and token-cap comparison.",other/ambiguous local occurrence,not evidence of original retained response count
research/q2_stability/qwen/outputs/paper1_5/editor/editor_run_closeout.md,20,"The 512-token editor chunk produced 10 score>=2 responses and 3 score==3 responses out of 128 scored records, below the validation threshold of 64 score>=2 and 16 score==3 responses. The matched 1024-token follow-up reduced truncation from 50/64 to 5/64 for the same first 64 pairs, but the score>=2 and score==3 counts did not improve. The matched comparison therefore suggests that token cap alone does not explain the low editor-role expression.",local project adaptive extraction scoring threshold/count,"local project method, not original public Assistant Axis release"
research/q2_stability/qwen/outputs/paper1_5/editor/editor_phase1_128.log,41,[new=64 total=64/128] think_discards=0 truncated=50 rate=32.9s ETA=35.1min GPU=65.5GB,other/ambiguous local occurrence,not evidence of original retained response count
