model,construction,domain,sensitivity_type,omitted,omitted_polarity,direction_cosine_to_full,role_score_pearson_to_full,role_score_spearman_to_full
qwen,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9964795025094526,0.998985848687174,0.9989804102593693
qwen,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C1,mixed,0.9978301934535923,0.9993068541468801,0.9991454372349327
qwen,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C2,mixed,0.9911338793991902,0.9989737285220701,0.9989873344681344
qwen,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C3,mixed,0.9883489145371551,0.9979166923033824,0.9976498081417156
qwen,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C4,mixed,0.9966558303126709,0.9994758893990715,0.9993006549147457
qwen,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C5,mixed,0.9944948145372065,0.9992622834666821,0.9991396670609619
qwen,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C6,mixed,0.9697783081140645,0.991659876746911,0.9944490926401433
qwen,external_taxonomy_expanded,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9319873687225332,0.9800918215095069,0.9810340151755577
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,animated,positive,0.9997104923818078,0.9999561012204315,0.9998863275727764
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,assertive,positive,0.9984289150817134,0.9993447929179832,0.9991327428521971
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,avoidant,negative,0.983812788987152,0.9938421290430581,0.9951813277170307
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,charismatic,positive,0.9994048058878262,0.9996929462308203,0.9997051441100949
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,confident,positive,0.9979381412107764,0.9991770000045804,0.9989931046421049
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,dominant,positive,0.9977094325116449,0.9988058841051229,0.998489368454459
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,effusive,positive,0.9995456794725759,0.9998908231350788,0.9998384351288191
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,entertaining,positive,0.9994482906901634,0.9998921098804099,0.9998170854851274
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,extroverted,positive,0.9994624124975993,0.9996535528610426,0.9995528115172674
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,gregarious,positive,0.9987241802611965,0.9991053524894137,0.9987403710221864
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,introverted,negative,0.9713505371416076,0.9803699282234914,0.9843437869651771
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,optimistic,positive,0.9979386600501756,0.9989311424505252,0.9986307377167423
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,playful,positive,0.9992799207458288,0.9998240370482108,0.9997634228671995
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,reserved,negative,0.9838681568965084,0.9878441390950071,0.9874290989873344
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,submissive,negative,0.9791354481615058,0.9910247678459184,0.9904884452266237
qwen,external_taxonomy_expanded,extraversion,leave_one_trait_out,witty,positive,0.9992710779477549,0.9998479117142437,0.9997945818066416
qwen,external_taxonomy_expanded,extraversion,leave_one_facet_out,E1,mixed,0.9788468463152866,0.9910549546140589,0.9932073512016387
qwen,external_taxonomy_expanded,extraversion,leave_one_facet_out,E2,mixed,0.8418244219389426,0.8439214679827574,0.8554456016848908
qwen,external_taxonomy_expanded,extraversion,leave_one_facet_out,E3,mixed,0.9420636040327419,0.9738925111705719,0.9738865006779956
qwen,external_taxonomy_expanded,extraversion,leave_one_facet_out,E4,mixed,0.9987882399251634,0.99975786725383,0.9996399411442256
qwen,external_taxonomy_expanded,extraversion,leave_one_facet_out,E6,mixed,0.9900933240628464,0.9965983791012114,0.9970347075964341
qwen,external_taxonomy_expanded,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.9499172635750068,0.9916182138013665,0.9906534722021868
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,accommodating,positive,0.9993829093105518,0.9994098647062577,0.999102160930152
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,acerbic,negative,0.9998688838232226,0.9999501968590593,0.9999186405470126
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,agreeable,positive,0.9998283800248036,0.9998448285272156,0.9995758922131502
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,altruistic,positive,0.9994892119395058,0.9998077764001061,0.9997034130579037
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,arrogant,negative,0.9999131715326488,0.9999874272950111,0.9999578777300137
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,benevolent,positive,0.9998140570322234,0.9998996411988522,0.9997807333891118
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,bitter,negative,0.9998578937837237,0.9998432768204649,0.9996635988575056
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,callous,negative,0.9997932398239563,0.9997927957240832,0.9996162834309454
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,collaborative,positive,0.9993124843518995,0.9998945773019985,0.9997772712847294
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,competitive,negative,0.9998304581973663,0.9999659298572107,0.9999157554600271
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,conciliatory,positive,0.999688322096173,0.9995792276867035,0.9988742390583076
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,condescending,negative,0.9998482447594872,0.9999337081741598,0.9998118923285537
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,confrontational,negative,0.9997970456101197,0.9999192807094925,0.9998217016243041
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,cruel,negative,0.9999178253899028,0.9999798614509833,0.9999573007126166
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,cynical,negative,0.9998258091995267,0.9998791213498837,0.9997466893626843
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,diplomatic,positive,0.9994847139704838,0.9992658701035827,0.9982285565909813
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,elitist,negative,0.9995710605855572,0.9997099864151381,0.9994997259167365
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,empathetic,positive,0.9993407192688014,0.9990428676774127,0.9984166642624276
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,evil,negative,0.9998453033706814,0.9999455825251591,0.9998470903897753
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,forgiving,positive,0.9996361585354696,0.9996056838441444,0.9992631487839359
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,grandiose,negative,0.99967576510101,0.9996231042620989,0.9993214275410404
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,hostile,negative,0.9998716842390366,0.9999074977959715,0.9998355500418338
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,humble,positive,0.9991427065176519,0.9996484111465755,0.9994252906725137
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,judgmental,negative,0.9999126277074996,0.9999602838886663,0.9999203715992038
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,manipulative,negative,0.9996952625340004,0.9998161175277168,0.999503765038516
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,militant,negative,0.9998415944303394,0.9999645210347438,0.9999122933556447
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,misanthropic,negative,0.9999018516388727,0.9999626656820441,0.9998857505553792
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,nurturing,positive,0.9997458956978567,0.999927153355955,0.9998320879374514
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,pacifist,positive,0.9991752750456866,0.9995573192682362,0.9992498773838032
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,paranoid,negative,0.9996901590505543,0.9999216329736028,0.999859784772511
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,passive_aggressive,negative,0.9997401142763946,0.9998118334940012,0.9996232076397104
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,patient,positive,0.9992013763970382,0.999106516824755,0.9981500822249793
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,supportive,positive,0.9996564061528623,0.9999531545591899,0.9998730561726437
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,tactful,positive,0.9997055691224898,0.999789466125542,0.9995308848561785
qwen,external_taxonomy_expanded,agreeableness,leave_one_trait_out,vindictive,negative,0.9996247003552008,0.9996815353933189,0.9993675889328064
qwen,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A1,mixed,0.9989450238007225,0.9997085499108385,0.9995603127434293
qwen,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A2,mixed,0.9993312264018879,0.999531182578933,0.9989250165892501
qwen,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A3,mixed,0.9990925211605111,0.9997282853376092,0.9996237846571076
qwen,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A4,mixed,0.9652997364597943,0.9722208139476586,0.9599873056172644
qwen,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A5,mixed,0.9955574096522375,0.9969231535748925,0.9960520469692162
qwen,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A6,mixed,0.9949917807568114,0.9968350447772761,0.9947306771299155
qwen,external_taxonomy_expanded,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9564441044247449,0.9287383258708529,0.8898687285421656
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,anxious,positive,0.9979596540651534,0.9986402475120575,0.9986717059519344
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,calm,negative,0.9990477089391855,0.9995440149547112,0.999465681890309
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,chill,negative,0.9925425512604007,0.9960271822348664,0.9950965061596607
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,melancholic,positive,0.9960888093675544,0.9973459551209212,0.997591529384611
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,mercurial,positive,0.9975261738731683,0.9993653747124482,0.9990184934075763
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,neurotic,positive,0.9983208849702638,0.9990354809730815,0.9987726839964226
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,pessimistic,positive,0.9955423414107702,0.9981810467600801,0.9971610744063935
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,resilient,negative,0.9960707556288901,0.999184883724852,0.9989134762413087
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,serene,negative,0.9967096006958772,0.9971411395616648,0.9970612503966995
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,stoic,negative,0.9929474656386805,0.99563630050554,0.9923908715847783
qwen,external_taxonomy_expanded,neuroticism,leave_one_trait_out,temperamental,positive,0.9978701200665343,0.9995339506005754,0.9991119702259024
qwen,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N1,mixed,0.9912513016223893,0.9987559425908493,0.9984726349499438
qwen,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N2,mixed,0.9978701200665343,0.9995339506005754,0.9991119702259024
qwen,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N3,mixed,0.9780275743690896,0.9859315784447242,0.9846282565419348
qwen,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N6,mixed,0.9673821148294908,0.9772323553378559,0.9759118317417271
qwen,external_taxonomy_expanded,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9754312606022753,0.9927709728233841,0.9921514093649925
qwen,historical_hand_predeclared,openness,leave_one_trait_out,curious,positive,0.9981989879970511,0.99956610320146,0.9994125962897782
qwen,historical_hand_predeclared,openness,leave_one_trait_out,creative,positive,0.9990685695685766,0.9996441172086036,0.999519921525634
qwen,historical_hand_predeclared,openness,leave_one_trait_out,exploratory,positive,0.9975097829837629,0.9993998793098586,0.9992354519488763
qwen,historical_hand_predeclared,openness,leave_one_trait_out,abstract,positive,0.9975021431465892,0.9982848080170466,0.9977277054903207
qwen,historical_hand_predeclared,openness,leave_one_trait_out,conceptual,positive,0.9972928999857653,0.998299848734311,0.9976515391939067
qwen,historical_hand_predeclared,openness,leave_one_trait_out,philosophical,positive,0.9989599208314319,0.999116410895344,0.9987455641787601
qwen,historical_hand_predeclared,openness,leave_one_trait_out,poetic,positive,0.9978154490371136,0.9984909992272157,0.9978956175528693
qwen,historical_hand_predeclared,openness,leave_one_trait_out,speculative,positive,0.9992016491803971,0.9996885016454663,0.9995314618735754
qwen,historical_hand_predeclared,openness,leave_one_trait_out,open_ended,positive,0.9971005459698885,0.9986235842335546,0.9983699258532646
qwen,historical_hand_predeclared,openness,leave_one_trait_out,iconoclastic,positive,0.9975459101814625,0.9984696171713854,0.9981212313551254
qwen,historical_hand_predeclared,openness,leave_one_trait_out,adventurous,positive,0.9980031195748407,0.9989367792744424,0.9986693978823462
qwen,historical_hand_predeclared,openness,leave_one_trait_out,literal,negative,0.9958069697960781,0.9994776814024418,0.9992643028187301
qwen,historical_hand_predeclared,openness,leave_one_trait_out,practical,negative,0.9901631961711447,0.9924222246499278,0.9911225873460086
qwen,historical_hand_predeclared,openness,leave_one_trait_out,traditional,negative,0.9935315522652919,0.9967348192728362,0.9961501399267189
qwen,historical_hand_predeclared,openness,leave_one_trait_out,cautious,negative,0.9919283505251679,0.9981182211233179,0.9977882923170133
qwen,historical_hand_predeclared,openness,leave_one_trait_out,convergent,negative,0.9949085697767305,0.9993258898922288,0.9990571535731803
qwen,historical_hand_predeclared,openness,leave_one_trait_out,closure_seeking,negative,0.993221106031883,0.9987664321080202,0.9984737889847379
qwen,historical_hand_predeclared,openness,leave_one_trait_out,formalist,negative,0.9938406535819445,0.9942224444852603,0.9939505496090707
qwen,historical_hand_predeclared,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.9708687360216941,0.979208497628213,0.9814125385880385
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,conscientious,positive,0.9981461891828948,0.9995310926944336,0.9997080291970804
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,methodical,positive,0.9992932518204836,0.999923512357881,0.9998338189896426
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,meticulous,positive,0.9977117700045149,0.9995567327386348,0.9994541415423676
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,efficient,positive,0.9951282779950921,0.999621235795841,0.9995072271428984
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,regulatory,positive,0.9970847740305706,0.9997691737291088,0.9996982199013301
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,principled,positive,0.9958508523612617,0.9991938080014919,0.9991662098612273
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,data_driven,positive,0.9972620981438218,0.9991240555135174,0.9990888895300194
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,problem_solving,positive,0.9959959558824069,0.9991047826582995,0.9989180923804853
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,disorganized,negative,0.9982909161846755,0.9997354755494859,0.9997824644413029
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,impulsive,negative,0.996024838119344,0.9997592704792881,0.9995960878220479
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,chaotic,negative,0.9962688657014704,0.9996771259190402,0.9996278237788868
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9990911810940963,0.9997762466599092,0.9997616918150082
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,flippant,negative,0.9974417044481931,0.9994803398179414,0.9996607137705202
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,improvisational,negative,0.9978803282287967,0.9994063718087759,0.9994460632988085
qwen,historical_hand_predeclared,conscientiousness,leave_one_trait_out,mercurial,negative,0.9990848774464253,0.9997868149238589,0.9997386111191254
qwen,historical_hand_predeclared,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9318253460424304,0.9830643154482023,0.983685410115115
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,extroverted,positive,0.9988208546112053,0.999365629862161,0.999441447159632
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,gregarious,positive,0.9980371228633687,0.9985426937933479,0.9983549234009406
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,charismatic,positive,0.998978872956608,0.9995665032437201,0.9996047430830041
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,animated,positive,0.9997420493422682,0.9999424704778381,0.9998990219555121
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,effusive,positive,0.9993113938027481,0.9999401038144741,0.9998944058163354
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,theatrical,positive,0.99777549159846,0.9971101874316366,0.9966457978708059
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,entertaining,positive,0.998815997696614,0.9998198476752416,0.9997761172499351
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,verbose,positive,0.9965042574051228,0.9997631434046439,0.9996491734225788
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,introverted,negative,0.9956024734555571,0.9965711258126134,0.9975130550186088
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,reserved,negative,0.9975195512301821,0.9992008265192674,0.9989677158766338
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,introspective,negative,0.9936818830943839,0.9992410761974767,0.9991206254868585
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,understated,negative,0.9902585631067106,0.9968694226063768,0.9965754017483628
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,detached,negative,0.9968741843891769,0.9983808564533052,0.9985811142205938
qwen,historical_hand_predeclared,extraversion,leave_one_trait_out,stoic,negative,0.9985146018250016,0.9996341892781827,0.9995522344998702
qwen,historical_hand_predeclared,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.9611862815784317,0.9802396571045021,0.9805718242405009
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,agreeable,positive,0.9995228672552163,0.9993600200906168,0.9988650067799545
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,collaborative,positive,0.998766465860832,0.9998014357378132,0.9996035890482099
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,empathetic,positive,0.9989293965835162,0.9979526777537445,0.9965257782522143
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,supportive,positive,0.9995277420943738,0.9998625961760518,0.9997553446236405
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,benevolent,positive,0.9997356317892415,0.9999020103550486,0.9997466893626843
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,nurturing,positive,0.9996817591219038,0.9998876582382985,0.999697642883933
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,conciliatory,positive,0.9992324976817386,0.9986290882346031,0.9975672946539339
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,generous,positive,0.9985817598117425,0.9997166991302511,0.9995320388909725
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,accommodating,positive,0.9989550809132786,0.9989357370925462,0.9984749430195321
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,forgiving,positive,0.9993431234108823,0.9992210332360835,0.9986711289345376
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,tactful,positive,0.9993344329250755,0.9992528841874695,0.9987138282219208
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,confrontational,negative,0.999330200779963,0.9998519203035858,0.9997195695450218
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,callous,negative,0.9991999480889454,0.999418296448164,0.9989007818585731
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,cynical,negative,0.9993980079015825,0.9998372350722903,0.9996122443091661
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,hostile,negative,0.999186977778967,0.9990393867365098,0.9986099650904474
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,vindictive,negative,0.9984594323726104,0.9988075485432417,0.9980196762932402
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,critical,negative,0.9981629527651349,0.9994848525544328,0.9992417991402441
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,acerbic,negative,0.9991687298023358,0.999458470528539,0.9993531634978796
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,cruel,negative,0.9994450391412073,0.9996962713171634,0.9995516574824731
qwen,historical_hand_predeclared,agreeableness,leave_one_trait_out,competitive,negative,0.9990552343192294,0.9996827659715972,0.9993739361241742
qwen,historical_hand_predeclared,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9639278350821892,0.9604052891946578,0.9494301953203889
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,anxious,positive,0.9979312572735173,0.9987728596095569,0.9991015839127549
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,neurotic,positive,0.9983428840377547,0.9990653474376692,0.9991967917832724
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,reactive,positive,0.9968735019421543,0.9985286595297811,0.9981252704769049
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,pessimistic,positive,0.9966995722003451,0.998861615259601,0.9985193733591067
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,melancholic,positive,0.9974019559447596,0.9988915901699857,0.9990848504082399
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,temperamental,positive,0.9984101010865147,0.9995911053312331,0.9995499264302818
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,paranoid,positive,0.9965752432663888,0.999074090968029,0.9990433051556505
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,fatalistic,positive,0.9964295977486419,0.9976294743816172,0.9981864343209949
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,impatient,positive,0.9970721802714221,0.9994172568617592,0.9992816133406424
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,melodramatic,positive,0.9967579917911537,0.998741859451795,0.9990819653212544
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,calm,negative,0.9991088380791368,0.999914000005151,0.9998355500418338
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,resilient,negative,0.9979605432632448,0.9996525559514899,0.9996035890482099
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,serene,negative,0.9967934127297544,0.9978415147298693,0.9981091139897867
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,patient,negative,0.9968835102309892,0.9996544405874896,0.9996555206139465
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,grounded,negative,0.9936227452607915,0.996238168046586,0.9968644874642971
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,confident,negative,0.9951546447631572,0.9992058665646386,0.9991921756440957
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,stoic,negative,0.9956191470520002,0.9975045312146928,0.9967335045151612
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,nonchalant,negative,0.9971350474771454,0.9991298399382051,0.9993537405152766
qwen,historical_hand_predeclared,neuroticism,leave_one_trait_out,chill,negative,0.9952915071019458,0.9981072567632518,0.997939470875047
qwen,historical_hand_predeclared,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9810256682614424,0.9955835007347096,0.9964524970427858
llama,human_anchored_strict,openness,leave_one_trait_out,creative,positive,0.9983294378102228,0.9973682082661224,0.9969164190300338
llama,human_anchored_strict,openness,leave_one_trait_out,introspective,positive,0.9966311629801489,0.9981530786591336,0.9979446640316206
llama,human_anchored_strict,openness,leave_one_trait_out,artistic,positive,0.9965560587089476,0.9924322617235891,0.9895288652952886
llama,human_anchored_strict,openness,leave_one_trait_out,emotional,positive,0.9961893315122577,0.9930818443352201,0.988316551744035
llama,human_anchored_strict,openness,leave_one_trait_out,curious,positive,0.9968024093469163,0.9936312737162226,0.9925934046911515
llama,human_anchored_strict,openness,leave_one_trait_out,innovative,positive,0.9970724085126421,0.9981669732792668,0.9981114220593751
llama,human_anchored_strict,openness,leave_one_trait_out,secular,positive,0.9926385102107866,0.9904092590340774,0.9893834569112258
llama,human_anchored_strict,openness,leave_one_trait_out,traditional,negative,0.8036288538380171,0.8789095244222084,0.9294532760162719
llama,human_anchored_strict,openness,leave_one_facet_out,O1,mixed,0.9933503019791575,0.9923275472563818,0.9907677216468076
llama,human_anchored_strict,openness,leave_one_facet_out,O2,mixed,0.9965560587089476,0.9924322617235891,0.9895288652952886
llama,human_anchored_strict,openness,leave_one_facet_out,O3,mixed,0.9961893315122577,0.9930818443352201,0.988316551744035
llama,human_anchored_strict,openness,leave_one_facet_out,O5,mixed,0.9944427536187141,0.9935168231375079,0.9912691497648654
llama,human_anchored_strict,openness,leave_one_facet_out,O6,mixed,0.7714204613008699,0.8457645286232867,0.8943619630131849
llama,human_anchored_strict,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.8036288538380171,0.8789095244222084,0.9294532760162719
llama,human_anchored_strict,conscientiousness,leave_one_trait_out,meticulous,positive,0.9979800109935544,0.9994546857231128,0.9989532904417067
llama,human_anchored_strict,conscientiousness,leave_one_trait_out,perfectionist,positive,0.9965261256523826,0.9993959661270952,0.9980785320677419
llama,human_anchored_strict,conscientiousness,leave_one_trait_out,conscientious,positive,0.9920658514001328,0.9979175514348229,0.995818354923401
llama,human_anchored_strict,conscientiousness,leave_one_trait_out,impulsive,negative,0.955699203618486,0.9895272853069034,0.9749476356712155
llama,human_anchored_strict,conscientiousness,leave_one_facet_out,C2,mixed,0.9979800109935544,0.9994546857231128,0.9989532904417067
llama,human_anchored_strict,conscientiousness,leave_one_facet_out,C4,mixed,0.9965261256523826,0.9993959661270952,0.9980785320677419
llama,human_anchored_strict,conscientiousness,leave_one_facet_out,C5,mixed,0.9920658514001328,0.9979175514348229,0.995818354923401
llama,human_anchored_strict,conscientiousness,leave_one_facet_out,C6,mixed,0.955699203618486,0.9895272853069034,0.9749476356712155
llama,human_anchored_strict,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.955699203618486,0.9895272853069034,0.9749476356712155
llama,human_anchored_strict,extraversion,leave_one_trait_out,extroverted,positive,0.9979471246744789,0.9989208854040609,0.9987721069790255
llama,human_anchored_strict,extraversion,leave_one_trait_out,gregarious,positive,0.9967519193207536,0.9972390793208045,0.9970300914572574
llama,human_anchored_strict,extraversion,leave_one_trait_out,reserved,negative,0.8406744413522973,0.7926048869302731,0.788137676350942
llama,human_anchored_strict,extraversion,leave_one_trait_out,assertive,positive,0.9957043930242463,0.9979059442070832,0.9974715097660194
llama,human_anchored_strict,extraversion,leave_one_trait_out,dominant,positive,0.9957791109743109,0.9978585090765706,0.9979775540232538
llama,human_anchored_strict,extraversion,leave_one_trait_out,adventurous,positive,0.9966770540897286,0.9979257448023469,0.9979036957964283
llama,human_anchored_strict,extraversion,leave_one_trait_out,optimistic,positive,0.9956935987744535,0.9963749931382392,0.9964484579210063
llama,human_anchored_strict,extraversion,leave_one_trait_out,playful,positive,0.9955557913832083,0.9947894287189207,0.9957219930180896
llama,human_anchored_strict,extraversion,leave_one_facet_out,E2,mixed,0.695312727241707,0.6392897520782428,0.6394991488993393
llama,human_anchored_strict,extraversion,leave_one_facet_out,E3,mixed,0.9814138804877961,0.9904431387685586,0.9903724647298118
llama,human_anchored_strict,extraversion,leave_one_facet_out,E5,mixed,0.9966770540897286,0.9979257448023469,0.9979036957964283
llama,human_anchored_strict,extraversion,leave_one_facet_out,E6,mixed,0.9911146008879042,0.9942970648627468,0.995531577277055
