replicate,component,min_heldout_score_corr,mean_heldout_score_corr
29,16,-0.09534637999474528,-0.05538959976472311
29,17,-0.024456388775183618,0.02470212758272491
29,18,-0.16217138227678135,-0.04013022318368359
29,19,-0.009778466975058154,0.016925949282014054
29,20,-0.03277366292819724,-0.009960553096187244
30,1,-0.03366269005502472,0.009749657673351125
30,2,-0.12352362719189151,-0.012377036622058033
30,3,-0.1054699808759184,-0.07249470481218702
30,4,0.004236089806830123,0.036660532915721314
30,5,-0.08618279930870279,-0.023497468556106866
30,6,-0.046066865066549306,0.03849518469551665
30,7,-0.07591127094730885,-0.0391824621585559
30,8,-0.01840853248777633,0.0010940222315733567
30,9,-0.06025803468654617,0.007194088900389806
30,10,-0.018151232549239137,0.010806640665035984
30,11,-0.04618944874347951,-0.0020817184291702143
30,12,0.02109566040164319,0.045717751397143576
30,13,-0.007093645937102808,0.02971050771104307
30,14,-0.009747839189069804,0.04801111825980476
30,15,-0.0520397123278343,0.02638647924059484
30,16,-0.06893037944850063,0.012752642735121727
30,17,-0.046821985672818485,0.016195432586214246
30,18,-0.015311396211652178,0.0008621785809893645
30,19,-0.10485634190721767,-0.05399049903389052
30,20,-0.11332778837321636,-0.013933990799184065
31,1,-0.07710547430076183,-0.05139775777105162
31,2,-0.02709739106397386,0.007581292214181267
31,3,-0.04805914900982914,-0.015433013669440339
31,4,-0.1183680416771655,-0.061925616413572894
31,5,-0.021942633158697503,0.04097410621987832
31,6,-0.041494801320703725,0.031008971843794777
31,7,-0.004742560805898819,0.05445396856238027
31,8,-0.04358532368781925,-0.022590657323557365
31,9,-0.017920350837789614,0.05003594139639352
31,10,-0.06587882274930221,-0.012971271800863141
31,11,-0.07854106956440528,0.005558547859281479
31,12,-0.032237744641339,-0.00302518491815882
31,13,-0.08396710858118289,0.0023255955308203527
31,14,-0.08681155371731564,-0.025166974348276416
31,15,-0.010316544479525885,0.005174738957043553
31,16,-0.07348008569264523,-0.03539301737814801
31,17,-0.09719958943230263,-0.016064230024429225
31,18,-0.01314024927947753,0.01190758138304743
31,19,-0.06998188097932863,0.04162684135204839
31,20,-0.06593682157671127,-0.02593871632464634
32,1,0.07267262603690855,0.1301135341849556
32,2,-0.02894614917162696,-0.0236723008320248
32,3,-0.035934018009275995,0.021884507081945212
32,4,-0.00013522173568295332,0.011064664140198225
32,5,-0.10497583622534148,-0.024488669054500343
32,6,-0.008989306773560133,0.00972270019124663
32,7,0.04433089328610631,0.08498576276383311
32,8,0.028184805839733134,0.0594913064132393
32,9,-0.06941333795767321,-0.020328458892973827
32,10,0.006795266275209021,0.025261372038534458
32,11,-0.019749814134940827,-0.0005171619242031571
32,12,-0.10249240521252861,-0.050998499783414926
32,13,-0.08058522895228337,-0.0226119938807556
32,14,-0.06838266744477756,0.018658420439211097
32,15,-0.12195149627180875,-0.041618673132149224
32,16,-0.0024378710613333107,0.028317094911859537
32,17,-0.06354065334658107,-0.02821847790011228
32,18,-0.014012285529484268,0.034200414034798836
32,19,-0.005619087491774358,0.03302638726097488
32,20,-0.045583226877030175,0.023044260147318474
33,1,-0.06603590361338513,0.024361531719314062
33,2,0.0715251064727379,0.09415570100870434
33,3,-0.04475479043267716,-0.020818768497840454
33,4,-0.16866134030473895,-0.08489916366853911
33,5,-0.17445819945462748,0.005894353930428711
33,6,-0.03092344192616838,0.03169978811678478
33,7,-5.5842349184209066e-05,0.024759040252445606
33,8,-0.07102021849517143,0.0008244001182413479
33,9,0.019167792037215754,0.05324956546149035
33,10,-0.08381895968343514,-0.03414618623485823
33,11,-0.04300698498945168,-0.01275211129297286
33,12,-0.03005317292092832,-0.009866988899408364
33,13,-0.04342240600225209,-0.02229270243834076
33,14,-0.12407817994112812,-0.046730298727698606
33,15,-0.048151595868094116,-0.025060456951518373
33,16,-0.04688611604493219,0.027110642684876212
33,17,-0.1656611681860588,-0.11325985030703802
33,18,-0.05477335366408679,-0.02461389516467957
33,19,-0.008821004358381571,0.01640281235370829
33,20,-0.047463105482990466,-0.015823832402603114
34,1,-0.06107619317184758,-0.04724494869883756
34,2,-0.034015047429688916,0.017448692688715583
34,3,-0.04795618007841042,-0.03082296501402935
34,4,-0.10044794459783471,-0.06439637951034345
34,5,-0.07539704174777631,-0.025991686858357028
34,6,-0.15431322328260288,-0.06276421154947903
34,7,-0.1025496578075247,-0.06852678119049517
34,8,-0.07597154581663108,-0.020483325445680014
34,9,-0.08389903837733999,-0.02358811403351092
34,10,-0.014053603580630597,0.01583379698703096
34,11,-0.04228151055963647,0.023090547075666306
34,12,-0.005164883641171313,0.05309849584547427
34,13,-0.1119386484718626,-0.05683287451574145
34,14,-0.10280785908692439,-0.008477103447439155
34,15,0.025093062851193563,0.06692807604591038
34,16,-0.12214112173786809,-0.00023316073577027419
34,17,-0.04862847350064024,0.026718600483482357
34,18,-0.021511189565685318,0.009669583178628682
34,19,-0.1056272755535587,-0.04697964184250064
34,20,-0.01156872220741303,0.02431298728969934
35,1,-0.10091500654051345,-0.043404253667970294
35,2,-0.10604735616781856,-0.03465292434814185
35,3,-0.06039578805827793,-0.010686651331236469
35,4,-0.022764046046420194,0.018103315133252165
35,5,-0.09970649353691324,0.00160557047439461
35,6,-0.058975520337464844,-0.007341385009664182
35,7,-0.05341226498603926,-0.03245363939377838
35,8,-0.08373242201097761,-0.026741193898451626
35,9,0.005094681814363462,0.025996500260807104
35,10,0.05408295316073189,0.06327386580934974
35,11,0.01826417950466689,0.05127609839639687
35,12,-0.08541800369843856,-0.06812034180542363
35,13,-0.10056619176216294,-0.0728120440146723
35,14,0.023628470249881624,0.03996090664979653
35,15,-0.09173731729135609,-0.053934822524248305
35,16,-0.060599870209979007,0.0036235918960796317
35,17,-0.0522858356917118,-0.016612665815352805
35,18,-0.015225612038412962,0.01814057350955209
35,19,-0.13292681025908007,-0.00730943272614212
35,20,7.281993554264447e-05,0.049204703906681004
36,1,-0.11566762238977006,-0.07720197262421519
36,2,-0.06439109498618797,-0.022587217890120064
36,3,-0.17810061842294198,-0.1077222730950026
36,4,-0.05572877901259091,-0.007581155828597784
36,5,-0.010832556748867088,0.004161111269918657
36,6,-0.11134866455390675,-0.009066722770042876
36,7,-0.024446947703143818,0.0334523604692227
36,8,-0.14328942354776764,-0.07166057421821137
36,9,-0.08735797052547122,-0.011500753625255294
36,10,-0.06631721822785074,0.016715957308260754
36,11,-0.002970863374520772,0.012377689468610743
36,12,-0.09879237942114795,0.006364580633071867
36,13,-0.031081250614108512,-0.009500400667689037
36,14,-0.0388248463023702,0.0274360092308741
36,15,0.02769884114139905,0.048901665206678886
36,16,-0.07480270880310687,-0.004897001031973182
36,17,-0.055899789919772166,-0.0010100621245620796
36,18,-0.08361862363204639,-0.04021771600185619
36,19,-0.031346096760983516,0.02152892840826673
36,20,-0.11372373390658189,-0.024744028750892114
37,1,-0.10854891567746186,-0.03865690973455044
37,2,-0.04038116126946285,-0.010303336903629147
37,3,-0.05779994978779867,0.007520802985931436
37,4,-0.05739250828575793,0.026921988054261214
37,5,-0.07371797601363657,0.011642277609970955
37,6,-0.12048406338006681,0.004190812872658393
37,7,-0.07097582527047426,-0.03295111431735813
37,8,-0.08143875757772899,-0.014324496572402439
37,9,-0.056589201306591196,-0.003223462696757567
37,10,-0.05989411789215767,-0.03778039617935535
37,11,-0.01075260884877056,0.032895192475462846
37,12,-0.06038034159826492,0.012745996322675389
37,13,-0.08873971998887936,-0.010163143488118908
37,14,-0.13857401201885045,-0.040414375457628555
37,15,-0.0881279986037397,-0.05130672161314472
37,16,-0.07649223862992412,0.0010600584595976948
37,17,-0.04931754373121415,0.009779390323058556
37,18,-0.015573935034526904,0.03025251637377754
37,19,-0.063536765428187,0.008359443976952293
37,20,-0.0666885138748417,-0.01985428489774513
38,1,0.014101921980525923,0.02897470731880633
38,2,0.027732246837775497,0.10495946722320615
38,3,-0.09958457651282526,0.008188215720960181
38,4,0.08414680728070056,0.124769706222892
38,5,0.010828133488150385,0.046448154709717325
38,6,-0.10719813176826598,-0.07007993603318773
38,7,-0.059422751907552016,-0.011157155927597149
38,8,-0.010327915673154229,0.031735968152706524
38,9,-0.019457519722590536,0.00922900688655877
38,10,-0.025472848416167322,-0.001996088537759087
38,11,-0.05762550176294679,0.023784593986291996
38,12,-0.029179040910116857,0.006708503452537235
38,13,-0.02866708251396385,-0.016878455745579793
38,14,-0.03435288964147032,-0.01794520672902875
38,15,0.010745077835719947,0.036024133342613375
38,16,-0.0653713038791397,-0.007390464017415538
38,17,0.03160687822664493,0.056057158069250185
38,18,-0.05798560199225311,-0.002025717102687827
38,19,-0.030901665260315587,0.013765358391941372
38,20,-0.12851684990635265,-0.08035548611817617
39,1,0.004058149357251261,0.0176028744317485
39,2,-0.006540976087743645,0.003983635568625139
39,3,-0.07536546236413556,-0.05023685998733329
39,4,-0.12354060212258983,-0.09334918582624625
39,5,-0.09943614457444809,-0.03860743554757251
39,6,-0.12492770927446857,-0.04096097805327182
39,7,-0.06605830913888623,-0.013083362686076188
39,8,-0.0726371151998988,0.009992334273211825
39,9,-0.1056921555843353,-0.049169123523347576
39,10,-0.07576910381635803,0.013860399786789343
39,11,0.045172542137501416,0.08786359687279381
39,12,0.016613255939913044,0.0947926437591014
39,13,0.05763627763362323,0.05840364799977737
39,14,-0.08837899735655094,0.015740756749337892
39,15,-0.016543545144827494,0.03130227579206613
39,16,-0.036968818210118465,-0.008922544734419578
39,17,-0.04010621328576155,0.019052839197230973
39,18,0.022827789845597,0.04759113829806625
39,19,-0.08943533476106946,-0.04945425057214189
39,20,-0.04817516158358335,-0.038341542562609465
40,1,-0.09036410189757534,-0.06779236924913713
40,2,0.021706671408558482,0.029044084363240574
40,3,0.007813248269858542,0.04715202866103265
40,4,-0.04444836580408094,0.00501450618737865
40,5,-0.005191932538488616,0.05429507249216484
40,6,-0.07875067195169905,0.03730991408631371
40,7,-0.09396151849760338,-0.04033441439537688
40,8,-0.14894121609611424,-0.057909218442785716
40,9,-0.029884101214920883,-0.00021197201598079896
40,10,-0.10817690487770872,-0.03627457602575531
40,11,-0.04735310019229518,-0.005419207945778266
40,12,0.003900963624534582,0.03149878547029439
40,13,0.014526928619142489,0.04911235853635604
40,14,0.04195635079152828,0.09012569683504024
40,15,-0.004525464021238621,0.06493333493345681
40,16,-0.05998438937728783,0.03181269401016941
40,17,-0.06136695051034725,-0.012234081678856604
40,18,-0.056099984112022994,-0.012601783350797889
40,19,-0.0967385810634769,-0.03071764770905504
40,20,-0.1117113458790706,-0.03399152747091466
41,1,-0.11421614822696702,0.02001390855629955
41,2,0.04310009324403731,0.10762817804109619
41,3,-0.1587190974083741,-0.05320349192527238
41,4,-0.07904658951246481,0.03099361125400268
41,5,-0.05052238684524495,-0.0433756488780399
41,6,-0.11982467457606313,-0.0767227725066313
41,7,-0.036030427276150294,-0.011918640312708867
41,8,-0.06623173428857512,-0.026433989582533863
41,9,-0.032360526565079095,0.0046957541758974
41,10,-0.0017667628313637125,0.07233745622660238
41,11,-0.07253682988518191,0.0016483704074034499
41,12,-0.12286798057607237,-0.036685728507977175
41,13,0.03207730756262449,0.052024352129448004
41,14,-0.04393774841857737,-0.0152525576364812
41,15,0.006610149521710486,0.020656873988067943
41,16,-0.008331602289608966,0.05681615434846468
41,17,-0.061851213194383574,0.025480651524306664
41,18,0.012325528476876416,0.049081687534888764
41,19,-0.07127769448447763,-0.02563681574071428
41,20,0.013348522466095357,0.03177809278030933
42,1,-0.011760198387383663,0.09878574494902548
42,2,-0.13563993852298603,-0.0797036292235845
42,3,-0.09237840777474327,-0.03407053298851937
42,4,-0.02468291151056649,0.022816998407664463
42,5,-0.02852824676289506,0.001582234881898534
42,6,-0.030382080209607774,-0.01758681008771654
42,7,-0.015971120299963497,-0.004031421340201916
42,8,-0.06631842367989098,0.007047095016242015
42,9,-0.06565927849360337,-0.044432221840045916
42,10,-0.016222643017318232,0.03650517441827575
42,11,-0.03095299920903135,-0.0017489860290359344
42,12,-0.029097261986945656,-0.0029447622004083623
42,13,-0.03055820268054071,0.053380793724677446
42,14,0.013180198718950834,0.052145437790426165
42,15,-0.06954588737298543,0.012587734349563909
42,16,0.015650882109731715,0.050683661814547164
42,17,-0.06236079845737981,-0.013891564820619573
42,18,-0.0881456317109624,-0.04313996302617224
42,19,-0.032552399014836864,-0.014422692402597444
42,20,-0.03554836927496054,-0.01664982578566065
43,1,0.03606064429548686,0.08402446116037084
43,2,-0.08202368927321277,-0.06741737318796186
43,3,-0.05879685017002283,-0.02713425991140958
43,4,-0.13726579394389626,-0.051859521017638494
43,5,-0.03199197668435153,0.031208319585387344
43,6,-0.08464240495054233,-0.04743070984828888
43,7,-0.023215169431493023,-0.001592502252684188
43,8,-0.04963675915757248,0.01872105245153501
43,9,-0.03341434666834789,0.0657236132117709
43,10,0.047466593316623944,0.11134411413342077
43,11,-0.05839057402223579,0.0037519705257058797
43,12,-0.08231828508916442,-0.009810445093294418
43,13,-0.08192938819665575,0.022550594311800575
43,14,-0.08414498663836718,-0.002692957907611672
43,15,-0.010999904352093914,0.05097481317105821
43,16,-0.07845273170045731,-0.03338255753190461
43,17,-0.03573656938948732,0.005471309691078774
43,18,-0.10128840960990862,-0.022601035887864673
43,19,-0.12420405772782964,-0.0044431503984920006
43,20,-0.07090900969810933,-0.02908060796602105
44,1,-0.13492084502459356,-0.019734995214391215
44,2,-0.035833393324441805,0.006980031228119959
44,3,-0.044325143956579376,-0.007910944668930685
44,4,-0.1470326547184207,-0.05544737367229264
44,5,-0.052429721922874796,0.046643529346851904
44,6,-0.08582235112645423,0.004761458634141041
44,7,-0.07283437673947742,-0.019650711261484873
44,8,-0.03586646136707438,-0.008598103317027869
44,9,-0.04803705333163851,-0.034275542662178894
44,10,-0.06398602664548037,0.003575455017119577
44,11,0.02396726684850145,0.038531034274205476
44,12,-0.05464905056845981,0.0002112691035695228
44,13,-0.062442186389320704,0.00256277382112542
44,14,-0.07947207739671953,-0.013396801320172777
44,15,-0.057812122336666216,0.01617789453288061
44,16,-0.03182237062669583,0.048882842146960835
44,17,-0.08989785734940847,-0.0396060264349803
44,18,-0.07795513987207801,-0.03141916759524185
44,19,-0.02868025166313709,0.04382659148479379
44,20,-0.04873444276003796,-0.006886673727869442
45,1,-0.02918766159178347,0.029071033166820512
45,2,-0.02333174102251239,0.03405102662895699
45,3,-0.14947706000220318,-0.06781764274023722
45,4,-0.05834007503978422,-0.032545957818399716
45,5,-0.0883756818261883,-0.036729669589620505
45,6,-0.05646348960279976,0.007704167653234557
45,7,-0.07533969690414384,-0.048611308101929034
45,8,-0.12818410728053414,-0.02220208358234908
45,9,-0.11468587286270583,-0.0033997995477720957
45,10,0.006243790854057118,0.03887474469706779
45,11,-0.04257073300566169,-0.027278583317268665
45,12,-0.10920725943235175,-0.09552746172135936
45,13,0.05178661152606434,0.08898539525021043
45,14,-0.012968145822583228,0.03561815268430368
45,15,-0.10297122156885784,-0.05544366788228117
45,16,-0.14044735578282538,-0.03159800802481049
45,17,-0.06375039216335093,-0.0032669731419450176
45,18,0.04843187390065251,0.06177896522117565
45,19,0.0006020972648001982,0.031549020031496504
45,20,0.022855398722898827,0.07451840609920458
46,1,-0.09855765744643581,-0.016217372543512795
46,2,-0.14434997636225164,-0.030569220106844024
46,3,-0.03585453791942106,0.060104101649102966
46,4,0.00447423676388799,0.029214619142001273
46,5,0.03761791022181503,0.0685642055274958
46,6,0.04979066344242781,0.0694372033829589
46,7,0.015142100811255214,0.041607655398128086
46,8,-0.029796119965596564,0.02235006654517507
46,9,-0.08935538917599103,-0.042783512100377924
46,10,-0.07425936682398321,-0.04312311148444326
46,11,-0.05031903183896664,-0.03252787586318314
46,12,-0.20334501906952854,-0.10666929696633702
46,13,-0.028462683496792218,0.044488525908855193
46,14,-0.11302899862755066,-0.05676439683064394
46,15,-0.05815966691472756,-0.006255860565546359
46,16,-0.1288496822445887,-0.062455220832834564
46,17,-0.11075679869476163,-0.038323342198255866
46,18,-0.026882195113557623,0.016228532638072047
46,19,-0.0530125821555337,0.04531406932194057
46,20,-0.10368668712620627,0.008381996907076611
47,1,-0.08950142163339632,-0.04226660793145801
47,2,-0.04121359356467891,-0.01576168676139661
47,3,-0.08190492604678434,-0.016017471793542955
47,4,-0.053400847051154755,-0.023996226552441404
47,5,-0.08018715717765672,-0.06676626095111911
47,6,-0.05082834556816279,0.011735331496547506
47,7,-0.02878822546594812,-0.00023508477648993253
47,8,-0.010330039328677222,0.02768035709075071
47,9,-0.08256212871897428,0.008294190759943462
47,10,-0.05907652965273373,-0.003506434549488206
47,11,-0.024538313502760548,0.007220146317052823
47,12,-0.006802060502962735,0.03561004759527197
47,13,-0.010722794614156827,0.03840093260903372
47,14,0.011113677934265447,0.05984347308015428
47,15,-0.037594455874221985,0.054728752069803356
47,16,0.012681632285020375,0.05093460200003653
47,17,-0.04620337158326707,0.041002078871906315
47,18,-0.004027836830708008,0.0485196615417773
47,19,-0.03360482242914871,0.01996406148634389
47,20,-0.048268398863086495,-0.036361764991334526
48,1,-0.10383904207310869,-0.07810879550260093
48,2,-0.07410643196888475,-0.05003860530713273
48,3,-0.06481402529948117,-0.0028182155277715892
48,4,-0.10694580393729172,-0.06024256767896096
48,5,-0.07242150402767675,-0.050516615806177535
48,6,-0.0031614429592244447,0.03101482928548227
48,7,-0.055981877550653134,-0.03376679427367637
48,8,0.019883431285639255,0.06980992360672907
48,9,-4.5427335530274426e-05,0.05405753953002876
48,10,-0.013976598601530095,0.058947207034606125
48,11,0.0053097114251384765,0.0518338414242219
48,12,0.002836876424904895,0.07374911163770818
48,13,-0.043438882875661666,-0.002823876429542261
48,14,-0.10796533386097706,-0.03831923632972014
48,15,-0.04869586171188721,0.02903788567621753
48,16,0.011819464661414326,0.03896354306577235
48,17,0.05597553336596681,0.09600359703831689
48,18,-0.08196735990940512,-0.051344829041547226
48,19,-0.07762022523237276,-0.029359719429539414
48,20,-0.01760991073847755,0.007098203802659193
49,1,-0.12212731245964545,-0.02783961521883542
49,2,0.04515565388292852,0.08331041991472515
49,3,-0.08228946489665663,-0.03303485183653558
49,4,0.0482190417749175,0.06361680568674716
49,5,0.017847278853660352,0.03145775749740654
49,6,-0.0725321803607897,-0.014286155350330398
49,7,-0.05202742400707194,0.030975005054321308
49,8,-0.06019245999470773,-0.009088282023509699
49,9,-0.10884466577471155,0.00771697759813859
49,10,-0.029280104266492964,0.016552048925765863
49,11,-0.08548612220135389,-0.029714646068033132
49,12,0.01703887858825895,0.04609101558270001
49,13,-0.06250784956836285,-0.039264088760894614
49,14,-0.13195584078181627,-0.017605811766491734
49,15,-0.12383098038492178,-0.0373985678481149
49,16,-0.10374054993317078,-0.055631609712499974
49,17,-0.0709396545782343,-0.034922728871700524
49,18,-0.0071795459973660785,-0.004831790520175094
49,19,-0.05776806661200747,0.015408525889472544
49,20,-0.09697962497488481,-0.04652623482899899
50,1,-0.15007424048330623,-0.060022745351571156
50,2,-0.14660952129063765,-0.08642322209733481
50,3,-0.12307176062413187,-0.09231839413344228
50,4,-0.13580586146623744,-0.07955885288183584
50,5,-0.13290599224615765,-0.06085886638681141
50,6,-0.08627053041715932,-0.022960631046499036
50,7,-0.03897070899907607,0.03240680158779092
50,8,0.018051694453272732,0.04295013088376535
50,9,-0.042227474264674575,0.04682973096890921
50,10,-0.08450053904057185,0.03849242724224215
50,11,0.02329345039344101,0.05431060655326062
50,12,-0.08350354012121915,0.020601599537638026
50,13,-0.032990319125287985,0.023455993290520154
50,14,-0.06980119522498557,-0.033718183301518524
50,15,0.07216162359292108,0.10397639236767653
50,16,0.004094555913563218,0.018212396561113026
50,17,-0.06717777863129822,-0.008033919257771907
50,18,-0.08796290961600976,-0.0280943437417908
50,19,0.009305991608282793,0.07367470239813355
50,20,-0.019920411394871686,0.029039144414711265
51,1,-0.02332745406787347,-0.018095108552258567
51,2,-0.02985315589570795,-0.01609980305752799
51,3,-0.010336740562871724,0.0366760149763085
51,4,-0.07321107553227729,0.07795386155052726
51,5,-0.018828133003145262,0.03786668755634909
51,6,-0.053369650630533505,-0.0031072285718873375
51,7,-0.020239223335586025,0.004909314753728494
51,8,-0.036924696335610234,-0.010718363221644897
51,9,-0.023750306823123825,0.017912681878846613
51,10,-0.11184809503628389,-0.03869783263649993
51,11,-0.08090977380428999,-0.049053201146911925
51,12,-0.12077741075165209,-0.06090074175426116
51,13,-0.16000407312594006,-0.04924570582517266
51,14,-0.022596087108764085,0.007996130187944516
51,15,-0.12679030382951895,-0.026568800814296866
51,16,0.01186918916202944,0.021139188951307165
51,17,-0.00854870947865281,-0.0022400745001031593
51,18,-0.07766334632716085,-0.021673844747934393
51,19,-0.030273687249786997,0.03683099452975075
51,20,-0.09233763251237495,-0.027473212496107374
52,1,-0.1053658334372487,-0.01910812497787693
52,2,0.039708990439876996,0.056616519656602034
52,3,-0.031810204414521676,0.002370777468615836
52,4,-0.0571334429872908,-0.007081696358575057
52,5,-0.06803726537716054,-0.026798333783974938
52,6,-0.04044697187206718,0.007099626431747524
52,7,-0.012424669604968472,0.016803852386929767
52,8,0.0009027051033910413,0.06155346440444323
52,9,-0.0178013840615901,0.01408258889738682
52,10,-0.06381910374530211,0.03014936447528273
52,11,-0.069815864412129,-0.021158362887995354
52,12,-0.04601091347718464,0.022866002900667357
52,13,-0.07452201307800221,-0.04219591562948869
52,14,-0.05717229053986553,0.015108767288232966
52,15,-0.05548633731987791,0.02270933410766622
52,16,-0.042735683247673704,0.06111722450710247
52,17,-0.03943987174366517,-0.007912135883996745
52,18,-0.16689823786938499,-0.04571711059703254
52,19,-0.022566574846401448,-0.01007054701573404
52,20,-0.05762236928136302,0.0251823157603344
53,1,0.016965419019276853,0.08523065832773889
53,2,-0.022425285439303094,-0.016035254774234477
53,3,-0.07275925169278069,-0.005538448100022029
53,4,-0.02147988566512662,0.027481868149424257
53,5,-0.10960340089238534,-0.047052741666301016
53,6,-0.11985101545861758,-0.008848429030819506
53,7,-0.06688382390228816,-0.04755708772122579
53,8,-0.0899506067333176,0.004079159582296321
53,9,0.00419842857329555,0.04161204990905279
53,10,0.022094124869416008,0.06097236348706223
53,11,-0.03814491179692121,-0.009804458197840713
53,12,0.015496768230830238,0.06044431928554978
53,13,-0.02526345436334949,-0.023760453513875138
53,14,-0.01641542983899325,0.0037356137259537867
53,15,-0.04569340979303097,-0.014090425888854091
53,16,-0.0425892354122655,0.026250144608034237
53,17,-0.06920948778663424,0.0366161415021345
53,18,-0.11017253766708124,-0.05538555200031007
53,19,-0.06314521000818281,0.03925592901766431
53,20,-0.019717863721375465,0.023781997736510185
54,1,-0.0950286326301008,-0.06349216904099168
54,2,-0.04114650946475958,-0.0056995560312218104
54,3,-0.06656578415422192,-0.023761879862542443
54,4,-0.07515016257382694,-0.005328998211690402
54,5,-0.15548523018511817,-0.06279054443259414
54,6,0.06751867700568386,0.09631653501233435
54,7,-0.06033766674856959,0.03989126971868493
54,8,0.1119501193104425,0.12313470126754573
54,9,-0.026947752885095693,0.03387930086801593
54,10,-0.08446485676344094,-0.040805824828925114
54,11,-0.0056595681018613035,0.03718688443611957
54,12,-0.04669353368103205,-0.010447104912365566
54,13,-0.014417880784249161,-0.0070559891395816365
54,14,-0.11024549052403715,-0.06448171866878723
54,15,-0.11315358346405888,-0.01139687641848138
54,16,-0.06641513809312813,-0.039729337364261305
54,17,-0.003567661857056237,0.024902992835302507
54,18,-0.08701122585311982,-0.05504210701913048
54,19,0.05846856393926239,0.07485712478123821
54,20,-0.07643068150788045,-0.02574612004816107
55,1,-0.0216591985347,-0.010057629420865043
55,2,0.10972031817985568,0.12092615524998873
55,3,-0.16056773909406957,-0.02941944582159234
55,4,0.02255667970564786,0.08762057806946448
55,5,-0.16093237662046528,-0.025664386297753746
55,6,-0.076150711325555,-0.055988823853859566
55,7,-0.010127655000183845,0.006452961021798424
55,8,-0.03254398705379432,0.0107777925752868
55,9,-0.05671542427852332,-0.04315045837396649
55,10,-0.1292720135612085,-0.022056636169911843
55,11,0.008498324625111521,0.029994583991925266
55,12,-0.08038876910439575,0.001603441468724399
55,13,-0.07980137797963441,-0.032163670616531394
55,14,-0.0035588418162679947,0.028337166748644407
55,15,-0.017299869168575618,0.020830105383995295
55,16,-0.05706649688493835,0.021106018445463542
55,17,0.01045023814292939,0.04037245923542788
55,18,-0.014662675519485757,0.0283629282783769
55,19,-0.07270314800190081,-0.008521670136520798
55,20,0.01493240773118542,0.05536991651955305
56,1,-0.026020715185894126,0.013602462575949199
56,2,-0.11037256163847309,0.03364422984228886
56,3,-0.0021970276321592957,0.07506414651672126
56,4,0.007508276275345122,0.07164287551318596
56,5,-0.16475268411813876,-0.10918519853033086
56,6,-0.0761656078152758,-0.03761871519034795
56,7,-0.043701002747986585,-0.023206810486454732
56,8,0.003898942121729589,0.051450248313017775
56,9,0.08157539675909561,0.08633612736844166
56,10,0.002872840032497709,0.045638878867657905
56,11,0.02096898433016831,0.0540720934488835
56,12,-0.08671413262597252,-0.040599015733385736
56,13,-0.12287693739099186,-0.0507116981242188
56,14,-0.06284376892352124,0.007291170646667647
56,15,-0.02665790277121772,-0.019748632538732765
56,16,0.0005628977466026987,0.009444843084300275
56,17,-0.17265471158779416,-0.024431414892157527
56,18,-0.03097437738364117,0.056679750629225596
56,19,-0.082013718973329,-0.025943333897872314
56,20,-0.034662465152194157,-0.014306495260312057
57,1,-0.15879179100051816,-0.11682468646670863
57,2,-0.06166273644987448,-0.0327523233437444
57,3,0.044096108137774086,0.07647868437368507
57,4,0.012083010297752085,0.06188217904420243
57,5,0.00025199850288357064,0.027845563524345956
57,6,-0.004966636950534742,0.05748053424416327
57,7,-0.0767076727528761,0.009670169000608528
57,8,-0.07586050825560353,-0.02659996322163453
57,9,-0.17088283980591243,-0.05283743621391466
57,10,-0.11157025466041803,-0.033592256281346246
57,11,-0.1004320178271523,-0.02908514767671569
57,12,-0.011125903972054957,0.04501862604125103
57,13,-0.06777090106328024,-0.03397837403954047
57,14,-0.027873889351259767,0.021276662680944164
57,15,-0.005364917383898616,0.050574078102088936
57,16,-0.06825054510678451,-0.06224390083843403
57,17,-0.1601735618290987,-0.0322534184034287
57,18,0.06340077625617441,0.09909664174703285
57,19,-0.06424317431028924,0.0156932685611242
57,20,-0.0857621389812565,-0.03492113950679982
58,1,-0.01854896727206478,0.0788046570085595
58,2,-0.05143437849512897,0.009446898917829679
58,3,-0.13280923710881268,-0.06295386214510926
58,4,-0.035951751985423164,-0.020965855814440312
58,5,-0.06566189839165913,-0.01831620847158792
58,6,-0.0410125208824947,-0.020474296986337504
58,7,-0.020476998204143466,0.05147003214087318
58,8,0.09356362827055864,0.10970477270042396
58,9,0.0019341384948535238,0.013321552678725415
58,10,-0.02204712585155562,-0.0015599216383796056
58,11,-0.04802842657303588,-0.03487147301622454
58,12,-0.10587539412634099,-0.04375629315815752
58,13,-0.06337315274271271,-0.05768602488346856
58,14,-0.09735332460480542,-0.00789092694484946
58,15,-0.09873550389435742,-0.020741115317175995
58,16,-0.0004707554740295785,0.024091963459560956
58,17,-0.0665101228924552,-0.013177452783281328
58,18,-0.11237486348788554,-0.06239293370223775
58,19,-0.030125272197139837,0.017586149860924803
58,20,-0.02406721642002514,-0.0036934725121395722
59,1,-0.09058812963711815,-0.044820869426338124
59,2,-0.12282156263510637,-0.02522869212593586
59,3,-0.018547385141274592,-0.0014189596140774263
59,4,-0.02590346528233134,-0.022238973887338687
59,5,0.06501992388637998,0.08998481345505542
59,6,-0.07968785861120516,-0.06873747345556895
59,7,0.039387241060060155,0.06488077379736408
59,8,-0.01836837732531052,0.017586746496129957
59,9,-0.014236650593997185,0.05954631235018559
59,10,0.05177117774638905,0.07749210101190906
59,11,-0.01225454638074407,0.010399310264490896
