trait,pearson_qwen_llama,pearson_qwen_gemma,pearson_llama_gemma,pearson_mean,pearson_min,pearson_max,spearman_mean,spearman_min,standardized_rmse_mean,standardized_rmse_max,raw_rmse_mean,standardized_consistency_alpha,all_three_sign_consistent,category,max_leave_one_persona_score_change,most_influential_persona
fundamentalist,0.781251090466829,0.9073694971763278,0.8908168469991873,0.8598124782141147,0.781251090466829,0.9073694971763278,0.8258146043103199,0.7537185886154467,0.5187717169968642,0.6602324726231669,0.14363931118093773,0.9484533624923054,True,all_three_strong,0.022520499258521398,zealot
futuristic,0.7827207340109161,0.8819937485337584,0.8248321383446792,0.8298488736297845,0.7827207340109161,0.8819937485337584,0.8191035073040785,0.7804125674389083,0.5779174883548786,0.658010880711414,0.1519498976979106,0.9360261418631002,True,all_three_strong,0.010550880893470671,futurist
generalist,-0.08973728347806102,0.7672469141464809,0.29738588548227335,0.3249651720502311,-0.08973728347806102,0.7672469141464809,0.2812092361251358,-0.16225440697037016,1.1126407215499856,1.473617726852681,0.08438354239636414,0.590870711382791,False,pairwise_only,0.0,aberration
generous,0.742136108236982,0.7593106555897161,0.8123200147946991,0.771255592873799,0.742136108236982,0.8123200147946991,0.753777829068213,0.7111681717203774,0.6736460946558657,0.7168349947984957,0.29253695652526573,0.9100320940932493,True,all_three_strong,0.043954240487381835,infant
goofy,0.9350569818975987,0.963640599823706,0.9569101503589903,0.951869244026765,0.9350569818975987,0.963640599823706,0.9476706769375763,0.9342286719944606,0.30731474430990696,0.35974118939297967,0.08920039623093552,0.9834245555613039,True,all_three_strong,0.005646944810527188,comedian
grandiose,0.9387972075662134,0.9745159031046429,0.9455326695021188,0.9529485933909917,0.9387972075662134,0.9745159031046429,0.9411900022119001,0.9221591990998529,0.3013435945542097,0.34922839754217183,0.17413337344462046,0.9838083030524858,True,all_three_strong,0.005342510692153968,caveman
gregarious,0.6545584802940689,0.8090411879220957,0.8249715562988822,0.7628570748383489,0.6545584802940689,0.8249715562988822,0.7569935470221093,0.6939159285652462,0.6790435446865707,0.8296811058776524,0.24253820880504354,0.9061085652974601,True,all_three_strong,0.05704001139790699,infant
grounded,0.949163274497684,0.9477947971976601,0.9091755384658401,0.9353778700537281,0.9091755384658401,0.949163274497684,0.9206647240414298,0.878575344046623,0.3554159047334104,0.42542729288315434,0.08480192390936787,0.9774895059710468,True,all_three_strong,0.010575853601772378,caveman
hedonistic,0.9450766347881633,0.9685177658345221,0.9595206469495955,0.9577050158574271,0.9450766347881633,0.9685177658345221,0.9529409615033226,0.9405198926747641,0.28843779545659504,0.33082818466325853,0.06817585001726569,0.9854926121257478,True,all_three_strong,0.004295393513219059,zealot
historical,0.8728137402622538,0.8893115743854324,0.9544353412110768,0.9055202186195878,0.8728137402622538,0.9544353412110768,0.9070436513660886,0.8772193531634979,0.4248044851005941,0.5034357242941558,0.2256058689731252,0.9663897466116835,True,all_three_strong,0.007671680694501748,infant
holistic,0.6448079605314233,0.7050851302737833,0.8947030861712848,0.7481987256588306,0.6448079605314233,0.8947030861712848,0.6678882124962735,0.556724272236808,0.6886616703839672,0.8413090182000038,0.09990879498624239,0.8991341405959765,True,all_three_strong,0.04014596751277333,infant
hostile,0.8920603425588985,0.9635819530132546,0.9270012519498375,0.9275478491739969,0.8920603425588985,0.9635819530132546,0.9239466066568575,0.8878624390525375,0.37152464058980533,0.46378259906094177,0.0550063878585113,0.9746235648535615,True,all_three_strong,0.008614988667547951,infant
humanistic,0.7008999204236629,0.7308330133790694,0.946891238710926,0.7928747241712194,0.7008999204236629,0.946891238710926,0.8115466951328583,0.7393785522633507,0.6099069654741516,0.7720264800164982,0.11891879610769938,0.9198973914655362,True,all_three_strong,0.04524560771763286,infant
humble,0.7549392237695235,0.6613913602380395,0.8624825640702163,0.7596043826925931,0.6613913602380395,0.8624825640702163,0.7380908417722126,0.6224944462075531,0.681243524781796,0.8214345203573705,0.05844967455491438,0.904574952020441,True,all_three_strong,0.016455103062555376,zealot
iconoclastic,0.904114573492937,0.9600593034070276,0.9345946223576779,0.9329228330858809,0.904114573492937,0.9600593034070276,0.936747352932691,0.9096788898185281,0.3600858913085552,0.43711955396402835,0.1295313850307306,0.9765942849938177,True,all_three_strong,0.006314952413261632,procrastinator
idealistic,0.9055410327177598,0.9440631245578315,0.8802220998680736,0.9099420857145549,0.8802220998680736,0.9440631245578315,0.8949768712193339,0.869716972966735,0.4187587455896142,0.4885536697875611,0.23170006477532792,0.9680632576338041,True,all_three_strong,0.018465652722134185,caveman
impatient,0.8786126744269992,0.9201535567528241,0.9304285484633832,0.9097315932144022,0.8786126744269992,0.9304285484633832,0.9035376936614639,0.8838590923516344,0.4210178314119391,0.4918250036677103,0.2121414596827015,0.9679838320925431,True,all_three_strong,0.009343508240635567,infant
improvisational,0.8890332680783206,0.8100417143889437,0.8818212054372536,0.860298729301506,0.8100417143889437,0.8890332680783206,0.8629366338728447,0.8226935172095439,0.52359144106804,0.6152520267481195,0.08248827663902718,0.9486505178277168,True,all_three_strong,0.01675627245850031,interviewer
impulsive,0.8861007449805377,0.9067773410693063,0.9181182423289056,0.9036654427929166,0.8861007449805377,0.9181182423289056,0.9209749670619236,0.918064106632815,0.4371205994082294,0.4764138451185075,0.24964091969330013,0.96568464454913,True,all_three_strong,0.0038201724988660146,interviewer
inclusive,0.18020682277257388,0.2455664440047803,0.8393409610574273,0.4217047426115938,0.18020682277257388,0.8393409610574273,0.3673529326909206,0.1430281872998471,1.0233582957892449,1.2781331003682028,0.17144122645717932,0.686290397210151,True,pairwise_only,0.01456355363643691,toddler
independent,0.39180640113611714,0.6239484788451863,0.900936975967293,0.6388972853161988,0.39180640113611714,0.900936975967293,0.5995380014040756,0.3805002740832636,0.803618784251032,1.1008923523915544,0.165886638087367,0.8414682696413901,True,weak_or_mixed,0.02316924035182638,toddler
individualistic,0.8804116047767676,0.9485059119803646,0.8828543026239629,0.9039239397936983,0.8804116047767676,0.9485059119803646,0.9062010136272275,0.8826011944260119,0.43055214136660663,0.4881670376654115,0.08236250299194914,0.9657830251757017,True,all_three_strong,0.009776957235825945,procrastinator
innovative,0.7715024006618183,0.9478435908461944,0.8337147629479721,0.8510202514853282,0.7715024006618183,0.9478435908461944,0.8376609638113922,0.7537180115980496,0.5242703021179529,0.6747839639128245,0.07694975382943399,0.9448639839592036,True,all_three_strong,0.016732121976873904,procrastinator
inquisitive,0.7770260298483456,0.6320817068434285,0.7127003202558233,0.7072693523158659,0.6320817068434285,0.7770260298483456,0.6857380533356414,0.5707682986642048,0.7598233367271757,0.8562481047619129,0.07425177928338655,0.8787633235604803,True,all_three_strong,0.02483831281322557,interviewer
inspirational,0.7340068030523071,0.842439209843429,0.9486068059976834,0.8416842729644732,0.7340068030523071,0.9486068059976834,0.8024630949289788,0.6921854533914198,0.5361338934036705,0.7280466316916688,0.2035911262541619,0.9410011243980205,True,all_three_strong,0.021845838877504575,cynic
interdisciplinary,0.4123919369214793,0.815040979427928,0.4390869883995702,0.5555066349163259,0.4123919369214793,0.815040979427928,0.5786374695863746,0.43873863996999507,0.9154794797844269,1.0821010179142314,0.08987497197031724,0.7894407527249172,True,weak_or_mixed,0.01645029851948443,infant
introspective,0.627854381789153,0.29431050365285627,0.5953724446149609,0.5058457766856567,0.29431050365285627,0.627854381789153,0.45477626150428435,0.23364184530163584,0.9816516152583815,1.1858527334572901,0.3377442992956503,0.7543588516409437,True,pairwise_only,0.017478320727513263,simulacrum
introverted,0.9284606383912132,0.9510113131493583,0.9508036934594268,0.9434252149999994,0.9284606383912132,0.9510113131493583,0.916846215246723,0.8901249242664666,0.3343726623581537,0.37756911546275523,0.061938785378622095,0.9804025922465263,True,all_three_strong,0.00656720823975232,teenager
intuitive,0.4138973610559234,0.9462278912890735,0.5141269826225229,0.6247507449891733,0.4138973610559234,0.9462278912890735,0.7130782916438264,0.5727878595539656,0.7973447962315307,1.0807139830877026,0.3088851076453589,0.8331855939271067,True,weak_or_mixed,0.036197079711436264,infant
ironic,0.9381926201397883,0.9652417544867635,0.949054419652861,0.9508295980931377,0.9381926201397883,0.9652417544867635,0.9496817749055134,0.9346666281988402,0.3109173684004165,0.3509490725208694,0.0991502994493454,0.9830543842049099,True,all_three_strong,0.004380860703719125,comedian
irreverent,0.9328298649903485,0.9641869807736495,0.9466735953465081,0.947896813703502,0.9328298649903485,0.9641869807736495,0.9367502380196764,0.9234269063212256,0.3196613456500054,0.3658575678409642,0.07234685144940793,0.9820072860844186,True,all_three_strong,0.006246156195790831,comedian
judgmental,0.8789830187397062,0.9653359026001862,0.9238962323028523,0.9227383845475815,0.8789830187397062,0.9653359026001862,0.9210586345844994,0.8746487406595309,0.38110844417040607,0.49107416855350133,0.1363148986250037,0.9728475676584113,True,all_three_strong,0.010958976039037727,infant
libertarian,0.9257930958637182,0.9637818549428726,0.8977045277814016,0.9290931595293309,0.8977045277814016,0.9637818549428726,0.9378348383870442,0.9111722108421569,0.368229440650312,0.45149416094398853,0.1688905804552631,0.9751916661283221,True,all_three_strong,0.004431969560855453,zealot
literal,0.10537769503725027,0.6147889738266438,0.666673436045588,0.46228003496982734,0.10537769503725027,0.666673436045588,0.4425944625563794,0.11817085485127377,1.00877806274677,1.335192220577025,0.12136134428240779,0.7206011007767438,True,pairwise_only,0.015313925888510257,infant
manic,0.9111700746800858,0.9622958511070147,0.944591285917245,0.9393524039014484,0.9111700746800858,0.9622958511070147,0.9449908158064299,0.9290135887597011,0.34237425997005616,0.42073009735377825,0.12033793286156715,0.9789323323690007,True,all_three_strong,0.004151553364637683,zealot
manipulative,0.9014063644134668,0.9697253907554039,0.9384931012779812,0.9365416188156174,0.9014063644134668,0.9697253907554039,0.9453489512708808,0.9171518421280401,0.34632142561721424,0.44324962103832544,0.19740096406080274,0.9779127940488412,True,all_three_strong,0.0037538322065289176,narcissist
materialist,0.5894839420168553,0.8773358668523191,0.8196091415177172,0.7621429834622973,0.5894839420168553,0.8773358668523191,0.7905153727051538,0.6624367444678457,0.6661407011109017,0.9044592553761075,0.16042732092822587,0.9057725552277699,True,all_three_strong,0.038755240336018515,infant
meditative,0.9128488714158174,0.9538040280782639,0.9584356360744399,0.9416961785228404,0.9128488714158174,0.9584356360744399,0.9187351778656127,0.8821020743775425,0.33597951681390636,0.416735444591244,0.06352856912912479,0.9797794353811433,True,all_three_strong,0.014623719198463947,infant
melancholic,0.9500603264609646,0.9752021786619527,0.9519197330311754,0.9590607460513643,0.9500603264609646,0.9752021786619527,0.9617424002000328,0.9538697671734803,0.28243020288591647,0.31546180347600267,0.13187070014878113,0.985970682146227,True,all_three_strong,0.00393766888143865,cynic
melodramatic,0.9342998362727057,0.9735740564971951,0.948610742263923,0.9521615450112746,0.9342998362727057,0.9735740564971951,0.9567933219853245,0.9428360405066213,0.3037722088410704,0.36183215457173845,0.07917685930700362,0.9835285353915794,True,all_three_strong,0.0036216906467604337,procrastinator
mercurial,0.9378630219154371,0.97439668843564,0.9534797641588888,0.955246491503322,0.9378630219154371,0.97439668843564,0.9586007328120942,0.9463189175153631,0.29407694574144605,0.3518835757377222,0.15190500168521756,0.984623392408785,True,all_three_strong,0.008782256329603944,infant
metaphorical,0.8531744509383811,0.9662078607034957,0.8902932690752018,0.9032251935723595,0.8531744509383811,0.9662078607034957,0.9057186270832732,0.8550411124895415,0.42265660081346995,0.5409096744820195,0.09929972900665791,0.9655170079361001,True,all_three_strong,0.013605037137832676,caveman
methodical,0.859035078640775,0.9695036878181547,0.8750026588868336,0.9011804751152545,0.859035078640775,0.9695036878181547,0.9271111624015465,0.9032376446149851,0.42520218752834604,0.530004380444523,0.09990521856155334,0.9647370461408203,True,all_three_strong,0.0038065274182096376,toddler
meticulous,0.8965867923003884,0.9291628420507078,0.9418762969221051,0.9225419770910671,0.8965867923003884,0.9418762969221051,0.8867384091630363,0.847836473269669,0.38999862152099407,0.4539540938720856,0.20030520642972457,0.9727747848020185,True,all_three_strong,0.00799401045962922,adolescent
militant,0.8908695429898779,0.9667402091699738,0.9196641230913588,0.9257579584170702,0.8908695429898779,0.9667402091699738,0.9327613167537002,0.9008309050517873,0.37462924001599,0.4663338267478159,0.12248160147843885,0.9739640094082463,True,all_three_strong,0.008090208856450731,infant
misanthropic,0.941349529329596,0.9654530232152488,0.9597282436112179,0.9555102653853543,0.941349529329596,0.9654530232152488,0.9566494523143206,0.9416196878335882,0.295844438736946,0.3418689697284691,0.07031532867165396,0.9847167911925145,True,all_three_strong,0.004010736431755313,cynic
mischievous,0.961175593891552,0.9712506812924854,0.9646492012939815,0.965691825492673,0.961175593891552,0.9712506812924854,0.9621686237173384,0.9564161449467702,0.260971481519443,0.2781482570496241,0.08021904910853554,0.9882962523531184,True,all_three_strong,0.0026615595185445207,comedian
moderate,0.9102405679974892,0.9678581522816295,0.9415809349467078,0.9398932184086087,0.9102405679974892,0.9678581522816295,0.9467728378677284,0.9216537318600155,0.33906679195719214,0.4229256059118579,0.1653716286864503,0.979128041988481,True,all_three_strong,0.0059006325888198985,infant
mystical,0.9338205060021759,0.9739396682508524,0.954699387974271,0.9541531874090997,0.9338205060021759,0.9739396682508524,0.9556037044516893,0.9362343844666917,0.29716210196983384,0.3631496696745775,0.12416672813905764,0.9842359068536011,True,all_three_strong,0.0062819492681497335,infant
naive,0.8045924947733253,0.8798367220113797,0.8850961028367005,0.8565084398738018,0.8045924947733253,0.8850961028367005,0.8172583980073665,0.7480101555061885,0.5306212073646809,0.624014314708238,0.08936815641139446,0.9471099641150972,True,all_three_strong,0.039466297676361894,toddler
narrative,0.9322112091629939,0.9734802222119192,0.9448567528821948,0.9501827280857027,0.9322112091629939,0.9734802222119192,0.9511054691632287,0.9335154784916765,0.3096374487521429,0.36753853170260453,0.10175109623435036,0.9828237949089154,True,all_three_strong,0.015190777815483392,infant
neurotic,0.9167843965305752,0.9672580917317517,0.9560643030003569,0.946702263754228,0.9167843965305752,0.9672580917317517,0.9188263466143504,0.8778494561611032,0.3195137980329155,0.4072173897931926,0.10675459605232067,0.9815795766754857,True,all_three_strong,0.006036830327963649,adolescent
nihilistic,0.9541772387973161,0.9700362376040379,0.965901341756603,0.9633716060526524,0.9541772387973161,0.9700362376040379,0.9643187828779705,0.9583070309569833,0.2690685342753482,0.3021791951148486,0.08961103771589624,0.9874849307599487,True,all_three_strong,0.0032329903276792082,infant
nonchalant,0.9060483812163502,0.9625077910138563,0.9355966392777513,0.934717603835986,0.9060483812163502,0.9625077910138563,0.9115101506977101,0.8786399699950953,0.3547557025097892,0.43268921071255634,0.164559215183705,0.9772490432997164,True,all_three_strong,0.007580152058352385,procrastinator
nostalgic,0.9204616187959843,0.9683056814287669,0.9523118158765668,0.9470263720337727,0.9204616187959843,0.9683056814287669,0.9587188290393621,0.9459375090158968,0.3192332984835066,0.39811845153649983,0.13296286116411046,0.9816956936687429,True,all_three_strong,0.008240082632267387,luddite
nurturing,0.5377219648574907,0.8136247728879862,0.831444300650602,0.727597012798693,0.5377219648574907,0.831444300650602,0.757974476597136,0.6190225325293558,0.7162555761817844,0.9597885434882285,0.10417624883572228,0.8890503217418725,True,all_three_strong,0.04507956983392675,infant
obsessive,0.9070652747279188,0.9370303059851899,0.918139962159711,0.9207451809576065,0.9070652747279188,0.9370303059851899,0.9294221170768298,0.9181270015290961,0.3961539393114098,0.43034121535485353,0.3599485758140513,0.9721080106043456,True,all_three_strong,0.005694489924276347,toddler
open_ended,0.7726901725732958,0.7785794016389151,0.677660075506405,0.7429765499062052,0.677660075506405,0.7785794016389151,0.736444034120962,0.64512622255561,0.7129127861899328,0.8014583948198665,0.1446567266668638,0.8966096946425942,True,all_three_strong,0.01070162179383538,zealot
optimistic,0.537591563240077,0.7047318104968113,0.9040056822173305,0.7154430186514062,0.537591563240077,0.9040056822173305,0.6939822855659098,0.523816970081648,0.7214522542685109,0.959923904833442,0.24621860881722002,0.8829410441370079,True,all_three_strong,0.020296960174123635,infant
pacifist,0.8308957152223868,0.9063319275422601,0.8621921910592486,0.8664732779412985,0.8308957152223868,0.9063319275422601,0.8734341190386891,0.8445711318196244,0.512190045636731,0.5804986823511225,0.14795906358133107,0.9511418466009558,True,all_three_strong,0.027571540966658814,infant
paradoxical,0.8761462017770099,0.9711429273735647,0.8913365729313121,0.9128752340272955,0.8761462017770099,0.9711429273735647,0.9158206629929891,0.8774559302962984,0.4006439922935659,0.4967965796478604,0.05712435443065616,0.9691675655873868,True,all_three_strong,0.014049707622249108,caveman
paranoid,0.7790406634555154,0.7894258923327385,0.9507485030403646,0.8397383529428728,0.7790406634555154,0.9507485030403646,0.8183064539395862,0.7425890770606733,0.5415396349620353,0.6635598662486442,0.31606400783763444,0.9401891993667659,True,all_three_strong,0.012009834004610531,toddler
passionate,0.8849798166234023,0.9394013026646291,0.9282751078131605,0.9175520757003972,0.8849798166234023,0.9394013026646291,0.9305192194878008,0.9062190935056692,0.4014371344022418,0.4787523956374927,0.1250226448335588,0.9709189081258739,True,all_three_strong,0.011163379778265647,procrastinator
passive_aggressive,0.9275130780412957,0.9533898369106331,0.9635164707477331,0.9481397952332206,0.9275130780412957,0.9635164707477331,0.940400642412702,0.9179440870142235,0.31815279194417817,0.3800613980703165,0.08275041650325864,0.9820941994213939,True,all_three_strong,0.004219972244289938,traditionalist
patient,0.9112812584220277,0.9533919749983559,0.9380831424575466,0.9342521252926433,0.9112812584220277,0.9533919749983559,0.9283469413269477,0.9098433397766943,0.3588279587005018,0.42046671205277214,0.10558661530727154,0.9770793873866699,True,all_three_strong,0.009423061748918493,infant
pedantic,0.8054996989872587,0.9199548994017027,0.8893371215963662,0.8715972399951092,0.8054996989872587,0.9199548994017027,0.8460582979910178,0.7591333198695941,0.4971817530361862,0.6225640966051236,0.31328844590149857,0.9531922505161398,True,all_three_strong,0.009587205956467004,adolescent
pensive,0.9165171363345749,0.9068829783771072,0.9207000372122929,0.9147000506413251,0.9068829783771072,0.9207000372122929,0.8919933065981939,0.8842780069819105,0.4120517276173265,0.43076307704244315,0.3398341220482605,0.9698522844754243,True,all_three_strong,0.014187556216803676,toddler
perfectionist,0.8997900412542253,0.9019630595549167,0.9268480491666147,0.9095337166585855,0.8997900412542253,0.9268480491666147,0.8632237961974553,0.8498600732812094,0.4235551484551478,0.446868121252322,0.23621877069654085,0.9679091453179736,True,all_three_strong,0.008815646740199967,adolescent
pessimistic,0.723448573127911,0.8016037197007861,0.9399220080889055,0.8216581003058675,0.723448573127911,0.9399220080889055,0.7839796889876229,0.6794258676899109,0.5723760715876206,0.7423554206979658,0.25487652803447447,0.9325310003953144,True,all_three_strong,0.018226110348736668,infant
petty,0.9057175592923434,0.9638757988224068,0.9031118218144789,0.9242350599764096,0.9031118218144789,0.9638757988224068,0.9319656097631343,0.9146354692593982,0.38038369091440516,0.4393992661295048,0.20284845968099693,0.9734015324602229,True,all_three_strong,0.005531545374562796,narcissist
philosophical,0.8865316449784625,0.9655808560426468,0.909024171161322,0.920378890727477,0.8865316449784625,0.9655808560426468,0.9167058076801015,0.8913470471134705,0.3877288370814453,0.4755118144093986,0.20459669220566004,0.9719718767322206,True,all_three_strong,0.01815919283436762,caveman
playful,0.9537020682977673,0.9605501735348964,0.9583316832608008,0.9575279750311547,0.9537020682977673,0.9605501735348964,0.9570358616312281,0.9543192637258013,0.2907590194173845,0.3037419154050098,0.09140073923426688,0.9854301167125326,True,all_three_strong,0.00384579693834175,toddler
pluralist,0.6655009277947324,0.819948259568923,0.7663978606861843,0.7506156826832798,0.6655009277947324,0.819948259568923,0.7246282565419347,0.650924670378812,0.6992360921100461,0.8164345802851602,0.17930761678490206,0.9002953821986105,True,all_three_strong,0.04732730384242961,infant
poetic,0.8903801205832717,0.9762114417510435,0.9074187969753749,0.9246701197698967,0.8903801205832717,0.9762114417510435,0.9108517738476483,0.870948328092092,0.3715417092550415,0.4673783513886685,0.23492224676579876,0.9735623428944135,True,all_three_strong,0.012476416559080494,caveman
practical,0.9003249211684964,0.9150618743351023,0.9461513470405231,0.9205127141813739,0.9003249211684964,0.9461513470405231,0.9218533798794034,0.9022232480309281,0.3948865947933609,0.44567392564382546,0.2775695316451762,0.9720216211283846,True,all_three_strong,0.004882666109386258,philosopher
prescriptive,0.8828116889275159,0.8423278656233718,0.8717605797328811,0.8656333780945896,0.8423278656233718,0.8828116889275159,0.8610853697238973,0.8483350163007415,0.5164308719365449,0.5605332838658438,0.10031120072957593,0.9508042846415753,True,all_three_strong,0.013074133680558653,interviewer
principled,0.8483862110372375,0.9032393696570056,0.8128397664554752,0.8548217823832394,0.8128397664554752,0.9032393696570056,0.8737595568506391,0.8504278583999307,0.5331576038965765,0.6107039395273135,0.2211921309013165,0.9464216550455143,True,all_three_strong,0.02871234464985395,caveman
proactive,0.6400439516703031,0.6921067388838348,0.7453018769814971,0.692484189178545,0.6400439516703031,0.7453018769814971,0.7176480770895243,0.684088168258273,0.7808820002153759,0.8469322490552142,0.20761906291892104,0.8710608435683785,True,all_three_strong,0.04163422320165133,infant
problem_solving,0.7078388093187996,0.8858005329382842,0.8373121524333342,0.8103171648968059,0.7078388093187996,0.8858005329382842,0.8401059788619293,0.7631678255099391,0.6031463570292622,0.7630187236909075,0.062810537613283,0.9276194954226473,True,all_three_strong,0.018332245597212582,procrastinator
progressive,0.581006810321292,0.7565859312428709,0.7321055546037676,0.6898994320559768,0.581006810321292,0.7565859312428709,0.5730275141128839,0.4888895300193301,0.7802849801712801,0.9137500512502054,0.07492874064285922,0.8696946314999858,True,all_three_strong,0.02829879137421132,traditionalist
provocative,0.8633091213934238,0.8762112432261097,0.9191699713388526,0.8862301119861287,0.8633091213934238,0.9191699713388526,0.882991642864699,0.8517359568390988,0.4733039423018583,0.5219076946476049,0.05782784940270976,0.9589642848506346,True,all_three_strong,0.009713835076057165,fool
qualitative,0.6917141067026794,0.9637656655548291,0.724035263424269,0.7931716785605926,0.6917141067026794,0.9637656655548291,0.8436775242106883,0.7804714232134099,0.5980231993810396,0.7837918775865573,0.18344351678453177,0.9200306019423404,True,all_three_strong,0.043460848735762836,infant
quantitative,0.8757112153905212,0.9567281017632384,0.8713211893882747,0.9012535021806781,0.8713211893882747,0.9567281017632384,0.9022830655010915,0.8692547820316783,0.4325657251308311,0.506381057434115,0.13937097964821146,0.9647649416520105,True,all_three_strong,0.021110785602207582,caveman
radical,0.9091841827178347,0.9636165923306185,0.9275951449561985,0.9334653066682174,0.9091841827178347,0.9636165923306185,0.9354756065895388,0.9163896021465047,0.3581718602718518,0.4254070473008028,0.10410378020567952,0.9767923600863321,True,all_three_strong,0.004700546445771447,provocateur
rationalist,0.9215986150778597,0.9636368728309718,0.9262322962759174,0.9371559280615829,0.9215986150778597,0.9636368728309718,0.9379054268486194,0.9224886760335824,0.34928477715918865,0.3952626695678936,0.19725299037577015,0.9781359591150348,True,all_three_strong,0.011636074422510467,infant
reactive,0.8949810660902481,0.9345697633750291,0.9359479719716153,0.9218329338122975,0.8949810660902481,0.9359479719716153,0.9322770068184222,0.924676726003289,0.3919392922386609,0.45746485521262253,0.1363282228199685,0.9725118667851796,True,all_three_strong,0.005109252220249383,adolescent
rebellious,0.7927859264161399,0.9494815005512329,0.8382238750704379,0.8601637673459369,0.7927859264161399,0.9494815005512329,0.8537697508246541,0.7885669772943654,0.5092184988838224,0.6425893990126776,0.04252552239886149,0.9485958102946224,True,all_three_strong,0.01578812280521069,procrastinator
reductionist,0.9245934136208602,0.9500107384430441,0.9183078557805567,0.930970669281487,0.9183078557805567,0.9500107384430441,0.9308173451429561,0.9107377167421598,0.36891033492250186,0.4034726307367754,0.18724003905073727,0.9758802426211944,True,all_three_strong,0.004135921572912649,pirate
regulatory,0.826679022416502,0.9567240054021455,0.8657219692412008,0.8830416656866161,0.826679022416502,0.9567240054021455,0.8724256849677351,0.818133348720464,0.4662114292964264,0.5876916189349549,0.17090756925381168,0.9577169881374039,True,all_three_strong,0.012499521374329303,toddler
relativist,0.9209042493016867,0.8522052437693686,0.819475768736902,0.864195087269319,0.819475768736902,0.9209042493016867,0.863894290412856,0.8219382014367733,0.5131602556301734,0.5997795920386928,0.18656613560835356,0.9502252595695391,True,all_three_strong,0.018771025867315938,caveman
reserved,0.9104066556157417,0.9599678837154249,0.9246287263986402,0.931667755243269,0.9104066556157417,0.9599678837154249,0.9378154121346759,0.923314387928796,0.36417488601486697,0.4225341415901898,0.21308868779315557,0.9761354390687106,True,all_three_strong,0.014522241324670726,infant
resilient,0.8988409129947142,0.9667637099498863,0.9387519152954875,0.9347855127466961,0.8988409129947142,0.9667637099498863,0.9243886019830164,0.8919055999538386,0.35189684471208377,0.4489793665188015,0.12297270685509332,0.9772737852891825,True,all_three_strong,0.005283523853953587,adolescent
reverent,0.9122321153021706,0.9390998691202436,0.9388353080915902,0.9300557641713348,0.9122321153021706,0.9390998691202436,0.9134564303780426,0.8940815325582067,0.37189697755836776,0.4182074335864283,0.14423927778843101,0.9755449271346437,True,all_three_strong,0.007473367944835219,caveman
rhetorical,0.8420260912919906,0.9623958084321576,0.8901713302243474,0.8981977433161652,0.8420260912919906,0.9623958084321576,0.9053599146014252,0.8553982862583307,0.43421169176797075,0.5610694397860024,0.14188742648723138,0.9635951863137806,True,all_three_strong,0.018747347829227157,caveman
risk_taking,0.8788352125730325,0.9670269231010394,0.9012395409395407,0.9157005588712042,0.8788352125730325,0.9670269231010394,0.9134868199609553,0.8802625429156689,0.39711030822510063,0.4913739679713617,0.05909903967194219,0.9702269520907687,True,all_three_strong,0.009499971875310709,procrastinator
ritualistic,0.9214699721751699,0.880127616710587,0.9303037055274865,0.9106337648044146,0.880127616710587,0.9303037055274865,0.8896767740880721,0.8508144600559707,0.4190022880460463,0.48874632216276603,0.15432251629090069,0.9683240833215216,True,all_three_strong,0.009902781675599548,teenager
romantic,0.9306492534469437,0.9750871274856587,0.9510202984135724,0.9522522264487249,0.9306492534469437,0.9750871274856587,0.9582637546522029,0.9409959320273507,0.30232480634459336,0.37174873777898937,0.11215015874195157,0.9835607848686054,True,all_three_strong,0.007925807158416287,infant
sarcastic,0.9285896969470516,0.9678159157115929,0.9377911765990489,0.9447322630858977,0.9285896969470516,0.9678159157115929,0.9553473163882558,0.9411251839242953,0.327520818611679,0.37722839029867555,0.06489230086279828,0.9808726715924333,True,all_three_strong,0.009805941703713295,infant
sardonic,0.9342863334328088,0.9584594916270489,0.9315626704508333,0.9414361651702303,0.9315626704508333,0.9584594916270489,0.947683948337709,0.9328022849888924,0.33962501446658916,0.3692924763182271,0.0888908536489121,0.97968559543431,True,all_three_strong,0.006254616208686725,comedian
sassy,0.9120596018476986,0.9454808267490492,0.9290950207007568,0.9288784830991682,0.9120596018476986,0.9454808267490492,0.9269671003914102,0.9075618129886616,0.3747060607917058,0.41861823870035314,0.0865801555902918,0.9751128182899875,True,all_three_strong,0.007988087282668088,procrastinator
savage,0.896482021407329,0.9681152900566967,0.9238128963622707,0.9294700692754322,0.896482021407329,0.9681152900566967,0.939755152284508,0.9107336776203803,0.36529717569563386,0.45418399262767245,0.06459030549821158,0.9753300428457665,True,all_three_strong,0.016400718749735144,infant
secular,0.9441996009257831,0.9512948873988519,0.9716463329193401,0.955713607081325,0.9441996009257831,0.9716463329193401,0.9589669465201043,0.9482034563342084,0.29423229749507895,0.3334591085339514,0.1218617171886431,0.9847887686481587,True,all_three_strong,0.0079639842363175,infant
serene,0.8521043950979176,0.9541542689929501,0.9250464228930989,0.9104350289946556,0.8521043950979176,0.9541542689929501,0.8914293682621198,0.8204437263783503,0.41053530958902956,0.5428771549852481,0.127993557199553,0.9682491681062453,True,all_three_strong,0.013496876490197929,infant
