component,side,rank,persona,component_score,activation_cluster,baseline_residual,svd_model_residual,residual_improvement
svd_11,high,12,ascetic,0.15104937460526732,mythic_spiritual,,,nan
svd_11,low,1,spy,-0.2255983594209074,procedural_professional,24.19501848207329,19.218867094134364,4.976151387938927
svd_11,low,2,adolescent,-0.21009152757114544,other,50.26541857457457,44.86750359827361,5.39791497630096
svd_11,low,3,teenager,-0.20511186633411604,other,53.062571203592846,48.77183655075227,4.290734652840577
svd_11,low,4,programmer,-0.20304817768385822,procedural_professional,9.84691360154192,16.18769541278377,-6.340781811241852
svd_11,low,5,rogue,-0.17138593205331337,trickster_chaos,24.05645673528365,14.234656283745773,9.821800451537877
svd_11,low,6,analyst,-0.1703968831614184,procedural_professional,7.907451988918196,14.290034905491071,-6.382582916572875
svd_11,low,7,detective,-0.16296419176553567,procedural_professional,19.085934392782015,14.751194023353504,4.334740369428511
svd_11,low,8,fixer,-0.1591194839806598,grounded_social,16.045816042987653,11.515415001015379,4.530401041972274
svd_11,low,9,hacker,-0.1562927860348346,combative_iconoclast,,,nan
svd_11,low,10,therapist,-0.15382329577915702,procedural_professional,14.63095632310341,17.403278642187917,-2.772322319084507
svd_11,low,11,veterinarian,-0.15140787609043074,procedural_professional,12.939740050768973,14.618624310546958,-1.678884259777984
svd_11,low,12,patient,-0.1506532290640248,grounded_social,19.959310600306054,11.271674501642998,8.687636098663056
svd_12,high,1,futurist,0.22069259095167906,procedural_professional,3.6134225867596768,8.827929105963085,-5.2145065192034075
svd_12,high,2,anthropologist,0.21157195809088483,procedural_professional,17.977890922999922,10.473475591498474,7.504415331501448
svd_12,high,3,sociologist,0.20811020300657362,procedural_professional,,,nan
svd_12,high,4,forecaster,0.19500610813126287,procedural_professional,6.7392062388565845,10.987486175138212,-4.2482799362816275
svd_12,high,5,facilitator,0.17192458089983867,procedural_professional,18.398990122344586,14.006993206353787,4.3919969159907986
svd_12,high,6,archaeologist,0.1712574405351209,procedural_professional,23.088996667984958,11.62253957424568,11.466457093739278
svd_12,high,7,prophet,0.1637235676431475,mythic_spiritual,,,nan
svd_12,high,8,ancient,0.15301023867093771,mythic_spiritual,34.724108155571344,15.560326298823231,19.163781856748113
svd_12,high,9,biologist,0.1502729601817585,procedural_professional,10.784195664572602,14.961629656512661,-4.17743399194006
svd_12,high,10,divorcee,0.14810997635036485,grounded_social,27.46360441352303,3.320760518442064,24.142843895080965
svd_12,high,11,vampire,0.14500756585166602,mythic_spiritual,32.22717859421213,27.96124869380516,4.265929900406967
svd_12,high,12,retiree,0.1418441199803715,grounded_social,21.76227861480023,6.444288920718293,15.317989694081938
svd_12,low,1,shapeshifter,-0.21998040649214015,grounded_social,16.37924846057162,15.614221551628507,0.7650269089431134
svd_12,low,2,fixer,-0.2052867225726825,grounded_social,16.045816042987653,11.515415001015379,4.530401041972274
svd_12,low,3,virtuoso,-0.2034076134909757,procedural_professional,38.30342293006061,32.35414974623142,5.949273183829192
svd_12,low,4,musician,-0.20004442006611117,grounded_social,32.3779222154836,34.53013086743512,-2.1522086519515184
svd_12,low,5,teacher,-0.19431945500485215,procedural_professional,15.30011185834183,13.373423845448768,1.926688012893063
svd_12,low,6,hybrid,-0.17957382208980985,procedural_professional,18.484372837137006,16.146345392872245,2.3380274442647604
svd_12,low,7,soldier,-0.17263203618135936,grounded_social,,,nan
svd_12,low,8,actor,-0.1723369381983472,grounded_social,14.607104907704217,15.308152204574967,-0.7010472968707493
svd_12,low,9,empath,-0.1591294850850962,grounded_social,,,nan
svd_12,low,10,prodigy,-0.1574698391556118,procedural_professional,24.874735515968673,14.345645702414306,10.529089813554368
svd_12,low,11,sommelier,-0.15666239915378807,procedural_professional,17.040475153894505,12.301970182653065,4.73850497124144
svd_12,low,12,generalist,-0.15386675336308375,procedural_professional,12.56530614180497,12.239485179453101,0.32582096235186775
svd_13,high,1,conservator,0.2679755646243752,procedural_professional,,,nan
svd_13,high,2,curator,0.2164681148895462,procedural_professional,18.462290687444302,14.42511248013253,4.037178207311772
svd_13,high,3,doctor,0.20205437185990768,procedural_professional,20.923242467988516,19.310577340453335,1.6126651275351804
svd_13,high,4,martyr,0.1822193342273318,mythic_spiritual,24.28608561329996,29.152907793511474,-4.866822180211514
svd_13,high,5,healer,0.1805425917770571,procedural_professional,9.023099976864748,9.89046534567168,-0.8673653688069329
svd_13,high,6,historian,0.16214560024360258,procedural_professional,,,nan
svd_13,high,7,destroyer,0.15346304340289482,combative_iconoclast,25.88819908063336,24.56889808947637,1.3193009911569895
svd_13,high,8,altruist,0.15223221356952926,procedural_professional,,,nan
svd_13,high,9,familiar,0.15011230669389605,mythic_spiritual,4.835477178621815,6.393803841817893,-1.5583266631960777
svd_13,high,10,artisan,0.14699682130135666,grounded_social,24.81030942004393,18.429760560531044,6.380548859512885
svd_13,high,11,guardian,0.14484419069655421,procedural_professional,10.923152689760657,17.253786305300476,-6.330633615539819
svd_13,high,12,synthesizer,0.14374207520803012,procedural_professional,15.0308756209531,13.463888864736031,1.5669867562170694
svd_13,low,1,merchant,-0.24205151224792468,procedural_professional,34.59255109759273,33.78295349659694,0.8095976009957937
svd_13,low,2,optimist,-0.19609410369453115,grounded_social,37.34416956627962,39.26236693306817,-1.9181973667885543
svd_13,low,3,entrepreneur,-0.1907103972500874,procedural_professional,21.677350665807353,13.18099371308986,8.496356952717493
svd_13,low,4,detective,-0.18270747584558777,procedural_professional,19.085934392782015,14.751194023353504,4.334740369428511
svd_13,low,5,architect,-0.17489876166248142,procedural_professional,10.135526247614724,20.491233390901947,-10.355707143287223
svd_13,low,6,facilitator,-0.17176847651370714,procedural_professional,18.398990122344586,14.006993206353787,4.3919969159907986
svd_13,low,7,pragmatist,-0.17140150723696174,procedural_professional,15.479335200817266,8.284589485654275,7.194745715162991
svd_13,low,8,smuggler,-0.16472562534953827,grounded_social,50.95542953474488,41.414571205766975,9.540858328977905
svd_13,low,9,maverick,-0.16319076095682133,combative_iconoclast,10.97225234939318,11.384801610717995,-0.4125492613248145
svd_13,low,10,contrarian,-0.16125145079982878,combative_iconoclast,15.821401970800737,10.300939294305342,5.520462676495395
svd_13,low,11,moderator,-0.1494442138971295,procedural_professional,,,nan
svd_13,low,12,skeptic,-0.1445965375989601,procedural_professional,22.980179155653982,18.324727511842095,4.655451643811887
svd_14,high,1,maverick,0.21988194372046313,combative_iconoclast,10.97225234939318,11.384801610717995,-0.4125492613248145
svd_14,high,2,visionary,0.2192980456998319,procedural_professional,22.02395993732892,12.818078633703424,9.205881303625498
svd_14,high,3,guru,0.20507025762831257,mythic_spiritual,,,nan
svd_14,high,4,veteran,0.19704910234811623,grounded_social,27.847996370024575,23.34408462211013,4.503911747914444
svd_14,high,5,expatriate,0.16817653277377795,procedural_professional,28.816216309110395,17.179517863389812,11.636698445720583
svd_14,high,6,elder,0.16318623108688926,mythic_spiritual,,,nan
svd_14,high,7,rebel,0.16098263658189813,combative_iconoclast,,,nan
svd_14,high,8,exile,0.15578771531419802,mythic_spiritual,42.86854490328062,41.44230688841958,1.4262380148610418
svd_14,high,9,mentor,0.15202449457652822,procedural_professional,,,nan
svd_14,high,10,provocateur,0.15133371355185898,combative_iconoclast,14.0108086287398,11.908300220344444,2.102508408395357
svd_14,high,11,provincial,0.1481327970315719,grounded_social,14.11607307502096,25.54241550480101,-11.42634242978005
svd_14,high,12,trickster,0.14697558193618193,trickster_chaos,28.494797338249025,21.199478402134314,7.295318936114711
svd_14,low,1,idealist,-0.23645518995463616,procedural_professional,36.8781460316894,29.351916777177593,7.526229254511804
svd_14,low,2,symbiont,-0.20876245834524146,procedural_professional,12.97365242125106,17.390970976616316,-4.417318555365256
svd_14,low,3,ecosystem,-0.19252024705056855,procedural_professional,18.448400711676825,19.086822579314045,-0.63842186763722
svd_14,low,4,divorcee,-0.1875469186889738,grounded_social,27.46360441352303,3.320760518442064,24.142843895080965
svd_14,low,5,perfectionist,-0.17255810311537995,procedural_professional,,,nan
svd_14,low,6,ambassador,-0.16759406640235197,procedural_professional,11.70233518060408,16.15770869627131,-4.45537351566723
svd_14,low,7,amateur,-0.16420679829617013,grounded_social,40.429327466489674,28.82622298067392,11.603104485815756
svd_14,low,8,poet,-0.1584416139308777,mythic_spiritual,,,nan
svd_14,low,9,newlywed,-0.1498722490094632,grounded_social,34.200995382043665,21.058473152041323,13.142522230002342
svd_14,low,10,actor,-0.1482842393436826,grounded_social,14.607104907704217,15.308152204574967,-0.7010472968707493
svd_14,low,11,competitor,-0.1467113934361154,combative_iconoclast,30.617767748054334,33.03959901958936,-2.4218312715350265
svd_14,low,12,prey,-0.1459971786924048,grounded_social,26.427415546920077,26.709582134975463,-0.28216658805538586
