model_key,model,pc,pole,trait,canonical_definition,r_PC1,r_PC2,r_PC3,r_PC4,r_PC5,r_PC6,target_pearson_r,target_abs_r,target_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,association_bootstrap_seed,association_bootstrap_resamples,passes_absolute_r_threshold,passes_within_pc_BH_FDR,passes_bootstrap_sign_stability,max_off_target_abs_r,max_off_target_pc,max_off_target_signed_r,target_vs_next_pc_margin,dominance_ratio,six_pc_communality,axis_purity,target_is_strict_largest_abs,bootstrap_probability_target_largest_abs,broader_bootstrap_probability_target_largest_or_tied,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,specificity_bootstrap_seed,specificity_bootstrap_resamples,broader_specificity_bootstrap_seed,pc_associated,target_dominant_pc_defining,strict_axis_specific,highly_concentrated,specificity_class
llama,Llama-3.3-70B,PC2,positive,fundamentalist,Adheres strictly to basic principles without compromise or interpretation.,-0.5224572696789016,0.6513445276701517,0.09738044390105961,0.22263521318259044,0.07462821792204714,0.3228540611069226,0.6513445276701517,0.6513445276701517,0.424249693725853,0.7354571420328323,1.3787893263654397e-34,2.7807515825857607e-34,1.0,20260914,2000,True,True,True,0.5224572696789016,PC1,-0.5224572696789016,0.12888725799125011,1.2466943527658507,0.8660647970528637,0.4898590673232932,True,0.976,0.9755,0.4803659915924072,0.36871767044067383,0.5862099528312683,0.12794318795204163,0.0017426530830562115,0.25272831320762634,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,anthropocentric,Views human needs and interests as most important consideration.,-0.18797431125574143,0.6504241026383062,-0.147115502231357,0.4353167948399211,0.1238586486312655,0.15749718847785332,0.6504241026383062,0.6504241026383062,0.42305151329284585,0.7882761605262399,1.833759071619246e-34,3.667518143238492e-34,1.0,20260914,2000,True,True,True,0.4353167948399211,PC4,0.4353167948399211,0.2151073077983851,1.4941396940071803,0.7096758670705944,0.5961193453556779,True,1.0,1.0,0.5851706266403198,0.4728173613548279,0.724492609500885,0.21363869309425354,0.09093357622623444,0.3555312752723694,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,spontaneous,"Provides varied, unpredictable responses that don't follow rigid patterns.",-0.6595433729387998,0.6474776624305997,-0.23678868183735957,0.05273915543287737,0.03680204484392322,-0.20270391690044826,0.6474776624305997,0.6474776624305997,0.41922732334659357,0.7822694094226941,4.538560711289139e-34,9.002103890160275e-34,1.0,20260914,2000,True,True,True,0.6595433729387998,PC1,-0.6595433729387998,-0.012065710508200156,0.9817059635449938,0.9555183509276078,0.43874335112414303,False,0.4065,0.4115,0.4328911602497101,0.37962374091148376,0.4903208315372467,-0.010024577379226685,-0.09635356813669205,0.08307640254497528,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
llama,Llama-3.3-70B,PC2,positive,nostalgic,"Shows fondness for past eras, traditions, and classic approaches.",-0.6648399571050952,0.6267493416597157,-0.2118105744449445,0.07109067221391051,-0.05712413665399456,0.05024156053667019,0.6267493416597157,0.6267493416597157,0.3928147372708871,0.781439658405701,2.0291117804540026e-31,3.864974819912386e-31,1.0,20260914,2000,True,True,True,0.6648399571050952,PC1,-0.6648399571050952,-0.038090615445379505,0.9427070905737419,0.8905318903505394,0.4411012581663569,False,0.2265,0.2315,0.43475350737571716,0.3705223798751831,0.5029312372207642,-0.03659868985414505,-0.13357791304588318,0.06530748307704926,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
llama,Llama-3.3-70B,PC2,positive,narrative,Tells stories and uses storytelling techniques to convey information.,-0.6064319917150206,0.6261711115301201,-0.40237201338403333,0.02769514127053484,-0.06371987752800148,-0.12074118971626226,0.6261711115301201,0.6261711115301201,0.39209026091486604,0.799900175990306,2.389957025441312e-31,4.516454221306417e-31,1.0,20260914,2000,True,True,True,0.6064319917150206,PC1,-0.6064319917150206,0.01973911981509946,1.0325496017439255,0.9411589371813103,0.41660366323369624,True,0.6415,0.646,0.41401341557502747,0.3270303010940552,0.49019062519073486,0.024739176034927368,-0.10690207034349442,0.14110173285007477,20260920,2000,20260912,True,False,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",-0.4502550053104762,0.6254229801912824,-0.4609293110923218,0.10437482880944872,0.11698645775615993,-0.04278089424494474,0.6254229801912824,0.6254229801912824,0.3911539041513452,0.7806797264937538,2.9521596186884695e-31,5.535299285040881e-31,1.0,20260914,2000,True,True,True,0.4609293110923218,PC3,-0.4609293110923218,0.16449366909896057,1.3568739612352692,0.8327494448822573,0.4697137975356448,True,0.9965,0.9965,0.4617643356323242,0.38345369696617126,0.5421773791313171,0.1448071002960205,0.03797238692641258,0.24419237673282623,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,libertarian,Champions absolute free will and individual choice over determinism.,-0.4810188966995899,0.620967947070216,-0.40309050047110007,0.23093716058171188,0.18315177378625527,0.03689370509353162,0.620967947070216,0.620967947070216,0.38560119128859854,0.8001748362713136,1.0265627800680533e-30,1.8951928247410215e-30,1.0,20260914,2000,True,True,True,0.4810188966995899,PC1,-0.4810188966995899,0.13994905037062605,1.290942936609886,0.8677000116948548,0.4443945904016,True,0.9955,0.996,0.4404885172843933,0.36773452162742615,0.506434440612793,0.14135250449180603,0.03367942199110985,0.23771420121192932,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,witty,"Incorporates humor, clever wordplay, and entertaining observations into responses.",-0.41716806725498046,0.597036240122141,-0.2309200560105109,0.22499267119965358,0.00856008447937357,-0.3324617995327962,0.597036240122141,0.597036240122141,0.3564522720191828,0.7324001038631315,5.969363480217525e-28,1.0853388145850046e-27,1.0,20260914,2000,True,True,True,0.41716806725498046,PC1,-0.41716806725498046,0.1798681728671605,1.431164767837376,0.7450313659127709,0.4784392823280364,True,0.989,0.989,0.4717373847961426,0.34251096844673157,0.5779740810394287,0.179744154214859,0.02066897042095661,0.318213552236557,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,blunt,Delivers information directly without sugar-coating or excessive politeness. Prioritizes honesty and clarity over diplomatic language.,0.28115470882932647,0.594947620714809,0.3498920246096454,0.38945153150147305,-0.0024166653874557703,0.30325870208093064,0.594947620714809,0.594947620714809,0.3539626713942122,0.2858659588586596,1.0146353591608755e-27,1.83092094886173e-27,1.0,20260914,2000,True,True,True,0.38945153150147305,PC4,0.38945153150147305,0.20549608921333595,1.5276551061978778,0.7990792466248007,0.4429631640282252,True,0.827,0.833,0.4192934036254883,0.2706575095653534,0.526162326335907,0.1383638083934784,-0.18426856398582458,0.2870381772518158,20260920,2000,20260912,True,False,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,zealous,Shows fervent enthusiasm and passionate advocacy for causes or beliefs.,-0.6159021202076115,0.5903432565496791,-0.31762378515047024,0.161798094787271,0.11640856437300909,0.07176414842740685,0.5903432565496791,0.5903432565496791,0.34850516055368025,0.7585303366896513,3.2233028388979195e-27,5.77307971145896e-27,1.0,20260914,2000,True,True,True,0.6159021202076115,PC1,-0.6159021202076115,-0.025558863657932362,0.9585017443204825,0.87360512145891,0.39892756119799394,False,0.3315,0.3205,0.3934612274169922,0.3249588906764984,0.4607262909412384,-0.023353151977062225,-0.1287142038345337,0.08306051790714264,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
llama,Llama-3.3-70B,PC2,positive,arrogant,Displays overconfidence in abilities and knowledge. Tends to dismiss alternative viewpoints and presents information with condescending undertones.,-0.5870360847225543,0.5883228128684596,0.06944270122588238,0.44604809613654656,0.17955202426430716,0.07637476395912689,0.5883228128684596,0.5883228128684596,0.3461237321414565,0.6889426156198609,5.321782188420362e-27,9.460946112747311e-27,1.0,20260914,2000,True,True,True,0.5870360847225543,PC1,-0.5870360847225543,0.001286728145905247,1.0021919063910925,0.9325883237156503,0.37114311142393297,True,0.5245,0.495,0.3685276508331299,0.2987040579319,0.4390161633491516,0.0031606790143996477,-0.13187313079833984,0.11627640575170517,20260920,2000,20260912,True,False,False,False,TARGET_DOMINANT_BUT_DIFFUSE
llama,Llama-3.3-70B,PC2,positive,melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",-0.6831558403826795,0.5804603306918789,0.023036418609471566,0.3423587334592636,0.08545986316033415,0.05606112885222928,0.5804603306918789,0.5804603306918789,0.3369341955069254,0.7141242318455902,3.623381479991434e-26,6.39420261174959e-26,1.0,20260914,2000,True,True,True,0.6831558403826795,PC1,-0.6831558403826795,-0.10269550969080066,0.8496748419317116,0.9318225150936417,0.36158623562885883,False,0.0445,0.0455,0.35801368951797485,0.28989177942276,0.42811083793640137,-0.09940177947282791,-0.21502412855625153,0.01427792850881815,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
llama,Llama-3.3-70B,PC2,positive,nihilistic,Believes in fundamental meaninglessness of existence and rejects all values.,-0.7544563371498574,0.5252967314010785,0.10174035011412234,0.2734456629870885,0.19238524398210843,-0.028375482403746672,0.5252967314010785,0.5252967314010785,0.27593665602065676,0.6648504082398085,6.584256655484734e-21,1.1128321107861521e-20,1.0,20260914,2000,True,True,True,0.7544563371498574,PC1,-0.7544563371498574,-0.22915960574877892,0.6962586243035811,0.9680819002377293,0.285034412845541,False,0.0,0.0,0.28312361240386963,0.21929669380187988,0.34485340118408203,-0.226165309548378,-0.32634326815605164,-0.12151661515235901,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
llama,Llama-3.3-70B,PC2,positive,iconoclastic,Actively challenges and attacks cherished beliefs and revered institutions.,-0.5544267156233634,0.49375460131654403,-0.11343647811699094,0.4952675886423054,0.31113228376924373,-0.004272904113265277,0.49375460131654403,0.49375460131654403,0.24379360632125935,0.6492270851966188,2.6277761528292053e-18,4.261258626209523e-18,1.0,20260914,2000,False,True,True,0.5544267156233634,PC1,-0.5544267156233634,-0.0606721143068194,0.8905678377373943,0.906161963958346,0.269039769950514,False,0.118,0.0975,0.2673601508140564,0.1988818645477295,0.341484397649765,-0.06383828818798065,-0.18901720643043518,0.03778193145990372,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,subversive,Undermines established norms through subtle challenges and indirect resistance.,-0.6603918809487852,0.490061826223385,-0.19437465234056733,0.31955785342633836,0.2566328774505046,-0.1683469830012869,0.490061826223385,0.490061826223385,0.2401605935213992,0.6611534577767519,5.091856544837659e-18,8.146970471740255e-18,1.0,20260914,2000,False,True,True,0.6603918809487852,PC1,-0.6603918809487852,-0.1703300547254002,0.7420773034327937,0.9103778975776006,0.26380319003837405,False,0.0045,0.002,0.2653433680534363,0.17567087709903717,0.3432523310184479,-0.16427573561668396,-0.29329296946525574,-0.04280112311244011,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,experiential,"Draws from practical examples, case studies, and real-world scenarios.",0.7166660281670816,0.48168065042985636,-0.23416643668320963,-0.14500935679322757,-0.21286311566901392,0.0028132613097428213,0.48168065042985636,0.48168065042985636,0.2320162489985295,0.3528738351461297,2.219086500428926e-17,3.5270249013439886e-17,1.0,20260914,2000,False,True,True,0.7166660281670816,PC1,0.7166660281670816,-0.23498537773722522,0.6721131342890424,0.8668066990053238,0.2676678079031603,False,0.0,0.0,0.2615097165107727,0.1640644371509552,0.35634753108024597,-0.23396632075309753,-0.3576045334339142,-0.11613298207521439,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,individualistic,Emphasizes unique personal expression and individual differences.,-0.6622293142789822,0.4631416473893076,-0.3417809529060781,0.29472843803603455,0.12717971308357517,-0.14974107299271497,0.4631416473893076,0.4631416473893076,0.2145001855464817,0.6736701191540926,5.007078142407415e-16,7.905912856432761e-16,1.0,20260914,2000,False,True,True,0.6622293142789822,PC1,-0.6622293142789822,-0.19908766688967466,0.6993674810266651,0.8953239905544702,0.23957828429643965,False,0.005,0.005,0.2423585057258606,0.12662963569164276,0.35773566365242004,-0.19296684861183167,-0.3459393084049225,-0.04255152493715286,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,absolutist,Maintains that certain truths and values are universal and unchanging.,-0.5798515793412657,0.4620605302145188,-0.10215327872435807,0.12692370693390465,0.08934910055608183,0.34934922095321624,0.4620605302145188,0.4620605302145188,0.21349993358212227,0.6121975707567583,5.970453423489057e-16,9.365417134884795e-16,1.0,20260914,2000,False,True,True,0.5798515793412657,PC1,-0.5798515793412657,-0.11779104912674693,0.7968600012083054,0.7063008473334624,0.3022790279640194,False,0.023,0.0295,0.29760000109672546,0.2036779224872589,0.4000072479248047,-0.11680512130260468,-0.24096839129924774,-0.005585427395999432,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,whimsical,"Displays playful unpredictability, fanciful ideas, and delightfully unusual perspectives.",-0.8383241613839638,0.44559195455138034,-0.05016849803206681,0.016246860218810635,0.04759802309429481,-0.16632483393978498,0.44559195455138034,0.44559195455138034,0.19855218996091942,0.6220697614033063,8.078618899587888e-15,1.2590055427929176e-14,1.0,20260914,2000,False,True,True,0.8383241613839638,PC1,-0.8383241613839638,-0.3927322068325835,0.5315270334279357,0.9340499503703907,0.21257127617445404,False,0.0,0.0,0.2110348343849182,0.15283773839473724,0.27524125576019287,-0.3904491662979126,-0.4839670956134796,-0.2905186414718628,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,confrontational,Directly addresses conflicts and challenges without avoiding difficult topics.,-0.1745917007491428,0.4442763091727364,0.11012892956020394,0.696842024796524,0.16244440911590363,0.31511000299360037,0.4442763091727364,0.4442763091727364,0.19738143889214887,0.37531173364876946,9.888074809336979e-15,1.5310567446715322e-14,1.0,20260914,2000,False,True,True,0.696842024796524,PC4,0.696842024796524,-0.2525657156237876,0.6375567106511176,0.8512633895508647,0.23186882146580903,False,0.001,0.002,0.2282324880361557,0.14464162290096283,0.32468441128730774,-0.2561456859111786,-0.39616647362709045,-0.09333158284425735,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,fatalistic,"Accepts circumstances as predetermined or beyond control, emphasizing destiny over agency.",-0.869021573730915,0.4397742870534736,-0.05958569238037122,0.114291500841218,0.09117266083463893,-0.041829857371061326,0.4397742870534736,0.4397742870534736,0.193401423553391,0.6572014656241886,1.961633651605603e-14,3.0178979255470816e-14,1.0,20260914,2000,False,True,True,0.869021573730915,PC1,-0.869021573730915,-0.42924728667744144,0.5060568118757036,0.9752751121154849,0.198304479577953,False,0.0,0.0,0.19799759984016418,0.1452740877866745,0.24788908660411835,-0.42572295665740967,-0.5070369243621826,-0.34864383935928345,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,emotional,"Acknowledges and discusses feelings, moods, and emotional experiences.",-0.10601490524877435,0.438055768452255,-0.7780244768233114,-0.18507701043602864,0.05833948891812224,-0.2590235559442652,0.438055768452255,0.438055768452255,0.19189285627429567,0.632728426762067,2.5411339171223933e-14,3.8845359242635315e-14,1.0,20260914,2000,False,True,True,0.7780244768233114,PC3,-0.7780244768233114,-0.3399687083710564,0.563035973162239,0.9132043012385671,0.21013135397416974,False,0.0,0.0,0.21268977224826813,0.10918330401182175,0.30038586258888245,-0.3354291021823883,-0.47522109746932983,-0.22088010609149933,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,materialist,"Focuses exclusively on physical, measurable reality and tangible phenomena.",0.3485210264134294,0.405332858866818,0.7252563080356154,0.25901421248512485,-0.07944752712621489,0.08800411565137797,0.405332858866818,0.405332858866818,0.16429472647714782,0.11250108190761952,2.680457931319792e-12,3.9226213629070125e-12,1.0,20260914,2000,False,True,True,0.7252563080356154,PC3,0.7252563080356154,-0.31992344916879734,0.5588822246368014,0.8929033408822108,0.1840005731357445,False,0.0,0.0,0.17388588190078735,0.05153433978557587,0.2785103917121887,-0.32026153802871704,-0.48383787274360657,-0.20284903049468994,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,assertive,Takes clear positions and advocates strongly for particular viewpoints.,-0.2867362003576029,0.40513340734885944,-0.39611734105461605,0.5016830087092994,0.03344617391149914,0.3015734979016999,0.40513340734885944,0.40513340734885944,0.1641330777500969,0.577955627362165,2.7534651334857797e-12,4.005040194161134e-12,1.0,20260914,2000,False,True,True,0.5016830087092994,PC4,0.5016830087092994,-0.09654960136043994,0.8075485920704448,0.747010736643391,0.21971983761252278,False,0.1445,0.133,0.22059166431427002,0.09132251143455505,0.37175944447517395,-0.09241127967834473,-0.2659038007259369,0.07823078334331512,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,risk_taking,"Encourages bold actions, experimentation, and embracing uncertainty.",-0.6284998436867135,0.39772362958780666,-0.23574539541479078,0.22371725100004994,0.20706993710411803,-0.2669927427826703,0.39772362958780666,0.39772362958780666,0.15818408553249882,0.5594368310204554,7.378759151166122e-12,1.0668085519758248e-11,1.0,20260914,2000,False,True,True,0.6284998436867135,PC1,-0.6284998436867135,-0.23077621409890686,0.6328142060542163,0.7729845224519342,0.20464068935136415,False,0.0,0.0,0.20390969514846802,0.12586697936058044,0.2843434810638428,-0.22852638363838196,-0.35928621888160706,-0.09462329745292664,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,melodramatic,Expresses ideas with exaggerated emotion and theatrical intensity.,-0.8753684571039857,0.3766332027680196,-0.0846208008110476,0.13992631161739583,0.08489564083748807,0.004421731422499097,0.3766332027680196,0.3766332027680196,0.14185256942729615,0.5713406999221027,1.0706839278099876e-10,1.5295484682999821e-10,1.0,20260914,2000,False,True,True,0.8753684571039857,PC1,-0.8753684571039857,-0.4987352543359661,0.43025676754911796,0.9420893792746408,0.15057230507843658,False,0.0,0.0,0.14990706741809845,0.09266537427902222,0.21342960000038147,-0.49614304304122925,-0.5949112772941589,-0.3934554159641266,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,historical,"Frequently references past events, historical context, and temporal patterns.",-0.819290287645908,0.36536785275147177,0.0754941839782385,0.22751313268586149,-0.025928922895380457,0.012420723341711246,0.36536785275147177,0.36536785275147177,0.13349366782422115,0.4919327197715011,4.1386885896138006e-10,5.808685739808843e-10,1.0,20260914,2000,False,True,True,0.819290287645908,PC1,-0.819290287645908,-0.4539224348944363,0.4459565287918821,0.8630184240250564,0.15468229195109903,False,0.0,0.0,0.15495342016220093,0.09381121397018433,0.22196371853351593,-0.45018720626831055,-0.5502145886421204,-0.3536939024925232,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,urgent,"Conveys time sensitivity, immediacy, and the need for prompt action or response.",-0.08025826166860968,0.363768925763853,0.5524230315961982,0.44886748830478473,-0.03784498080326262,0.23065896273942846,0.363768925763853,0.363768925763853,0.1323278313513876,0.16454054989757944,4.993208968733807e-10,6.926995101133604e-10,1.0,20260914,2000,False,True,True,0.5524230315961982,PC3,0.5524230315961982,-0.1886541058323452,0.658497030279062,0.7000582474764633,0.18902403025519188,False,0.003,0.0015,0.17974746227264404,0.06255625188350677,0.3101983070373535,-0.2189786732196808,-0.43906936049461365,-0.054089806973934174,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,radical,"Advocates for revolutionary, fundamental changes to existing systems.",-0.5719558867725449,0.362273462151395,-0.29720223278613356,0.29588193945368046,0.35585342429858086,0.046132779976389926,0.362273462151395,0.362273462151395,0.13124206137915823,0.5450119731109894,5.945876029241325e-10,8.201208316194932e-10,1.0,20260914,2000,False,True,True,0.5719558867725449,PC1,-0.5719558867725449,-0.20968242462114994,0.6333940615519247,0.7630107800342368,0.17200551396307834,False,0.0,0.0,0.16966575384140015,0.1012151911854744,0.24577386677265167,-0.20994782447814941,-0.34096628427505493,-0.08159870654344559,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,essentialist,"Believes in fundamental, unchanging nature or essence of things and concepts.",-0.7207535838877205,0.35972823280448313,0.05485566801594226,0.16093431434999286,0.010427427696382628,0.2839977112486825,0.35972823280448313,0.35972823280448313,0.1294044014766364,0.4972834020945731,7.987079293936711e-10,1.089147176445915e-09,1.0,20260914,2000,False,True,True,0.7207535838877205,PC1,-0.7207535838877205,-0.36102535108323736,0.4991001652244602,0.7585625592552606,0.1705916010456444,False,0.0,0.0,0.1695151925086975,0.10142027586698532,0.24157682061195374,-0.360654354095459,-0.4740619659423828,-0.2460489571094513,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,elitist,Believes in natural hierarchies and superiority of certain groups or individuals.,-0.7114714759131595,0.35237832534272856,0.05612147273752677,0.5078409669116749,0.12460797595205228,0.07257767042140197,0.35237832534272856,0.35237832534272856,0.12417048417134585,0.47206601079022537,1.845940875576771e-09,2.502970678748164e-09,1.0,20260914,2000,False,True,True,0.7114714759131595,PC1,-0.7114714759131595,-0.35909315057043095,0.49528102991122447,0.912208878500074,0.1361206704932721,False,0.0,0.0,0.13626284897327423,0.06564605236053467,0.21812134981155396,-0.35797661542892456,-0.5183954834938049,-0.196797177195549,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,enigmatic,"Maintains mystery and ambiguity in communication, resisting clear interpretation.",-0.9193976928662254,0.35186989790026096,-0.021014469172758163,0.06254232301158118,0.008233347550347629,-0.09600921403164335,0.35186989790026096,0.35186989790026096,0.12381242504834007,0.5689535789504054,1.954531189502866e-09,2.635322952138696e-09,1.0,20260914,2000,False,True,True,0.9193976928662254,PC1,-0.9193976928662254,-0.5675277949659645,0.38271783867904363,0.9827432499692347,0.12598654333389325,False,0.0,0.0,0.12594124674797058,0.08112826198339462,0.1766323447227478,-0.56352698802948,-0.6437540650367737,-0.48766785860061646,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,romantic,"Emphasizes emotion, imagination, and idealized views over rational analysis.",-0.8785660214554134,0.3363909522083911,-0.2557243534044574,-0.07589616176054423,0.040150397977842665,-0.09714127658031292,0.3363909522083911,0.3363909522083911,0.11315887272766807,0.582245174692017,1.0616164417496096e-08,1.407668210054731e-08,1.0,20260914,2000,False,True,True,0.8785660214554134,PC1,-0.8785660214554134,-0.5421750692470223,0.3828863670952505,0.9672407811512046,0.11699142026764733,False,0.0,0.0,0.11737942695617676,0.0667792484164238,0.17501556873321533,-0.5397194623947144,-0.6314843893051147,-0.4415709674358368,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,deterministic,Believes all events are predetermined by prior causes with no free will.,-0.8670009792893972,0.32501069478380434,0.09740766272092469,0.233360480842373,0.14043043763042518,-0.07325044437849859,0.32501069478380434,0.32501069478380434,0.10563195172385123,0.4955679293730706,3.475821365804568e-08,4.58350070215987e-08,1.0,20260914,2000,False,True,True,0.8670009792893972,PC1,-0.8670009792893972,-0.5419902845055928,0.37486773665490714,0.9463543520030823,0.11161987209153468,False,0.0,0.0,0.11230935156345367,0.06364350765943527,0.16712136566638947,-0.5388596653938293,-0.6346071362495422,-0.4404074251651764,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,contrarian,Challenges popular opinions and presents alternative perspectives.,-0.6439196604305408,0.3230586142973151,-0.11185142638910935,0.46857392865681874,0.3009526875463351,-0.06252700609380059,0.3230586142973151,0.3230586142973151,0.1043668682717014,0.47123222065145265,4.239449487561537e-08,5.529716722906352e-08,1.0,20260914,2000,False,True,True,0.6439196604305408,PC1,-0.6439196604305408,-0.32086104613322575,0.5017063993376285,0.8455538121952644,0.12343019068264797,False,0.0,0.0,0.12484920024871826,0.05283301696181297,0.21005360782146454,-0.3173474669456482,-0.46848684549331665,-0.17083969712257385,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,relativist,Believes truth and morality depend entirely on context and perspective.,-0.6737455910752964,0.3020262476881188,-0.27479263287433864,0.2287212538129197,0.2815731505643169,-0.19312866544512755,0.3020262476881188,0.3020262476881188,0.09121985429256489,0.5017420155217679,3.3000882153389576e-07,4.235407335194384e-07,1.0,20260914,2000,False,True,True,0.6737455910752964,PC1,-0.6737455910752964,-0.3717193433871776,0.44827936789328093,0.789559499349062,0.11553259047325685,False,0.0,0.0,0.11857813596725464,0.039426058530807495,0.2150222361087799,-0.36793801188468933,-0.515209972858429,-0.22416552901268005,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,-0.5611622684852902,0.2876884665748934,-0.3034993384157545,0.30774274489268305,0.34682812610778635,-0.15659810228594015,0.2876884665748934,0.2876884665748934,0.08276465380021356,0.44211015262110154,1.2221968150267852e-06,1.560251253225683e-06,1.0,20260914,2000,False,True,True,0.5611622684852902,PC1,-0.5611622684852902,-0.2734738019103968,0.5126653781470958,0.7292979055236505,0.11348538529092152,False,0.0,0.0,0.11399178206920624,0.040425438433885574,0.21094021201133728,-0.2726651430130005,-0.43077245354652405,-0.11580611765384674,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,practical,Emphasizes real-world applications and actionable advice over theory.,0.8061339157012587,0.2848470019981647,-0.002681975681168124,-0.23442706674457411,-0.2289768253078552,0.10121045616109439,0.2848470019981647,0.2848470019981647,0.08113781454734245,0.10345171806929979,1.571012865436597e-06,1.9949369719829806e-06,1.0,20260914,2000,False,True,True,0.8061339157012587,PC1,0.8061339157012587,-0.521286913703094,0.3533494825737177,0.8486268901716068,0.09561070417051598,False,0.0,0.0,0.09114949405193329,0.02308598905801773,0.17535747587680817,-0.5253485441207886,-0.6793564558029175,-0.37910714745521545,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC2,positive,confident,Expresses strong certainty and conviction in responses and recommendations.,-0.5958170266059788,0.28180082408872315,0.009226760888276474,0.33755619585234725,0.05286035654533784,0.364241345975881,0.28180082408872315,0.28180082408872315,0.07941170445708348,0.38361674504486315,2.049986928471702e-06,2.5758998054094687e-06,1.0,20260914,2000,False,True,True,0.5958170266059788,PC1,-0.5958170266059788,-0.31401620251725565,0.47296537612222606,0.6839049275378924,0.11611512252583324,False,0.0,0.0,0.11485856771469116,0.03138182312250137,0.23692651093006134,-0.31273114681243896,-0.5031998157501221,-0.1383538693189621,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
