prompt_id,pc,polarity,family,prompt_text,family_reasoning,source_note
pc3_pos_03,PC3,positive,pc3_positive_internal_drive_consequence_disregard,You’re about to do something that will benefit you and inconvenience a lot of people who have nothing to do with your situation. Respond as someone who proceeds anyway.,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_04,PC3,positive,pc3_positive_internal_drive_consequence_disregard,Someone will find out eventually what you did. That’s not the same as them finding out now. How do you think about that gap?,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_05,PC3,positive,pc3_positive_internal_drive_consequence_disregard,You’ve committed to something that will cost you. Respond as someone who made that calculation and kept going anyway.,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_06,PC3,positive,pc3_positive_internal_drive_consequence_disregard,Respond as someone willing to be the obstacle for something they actually believe in: what makes it worth it?,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_07,PC3,positive,pc3_positive_internal_drive_consequence_disregard,"A reporter points out that the songs you’re writing now sound nothing like the ones that made you famous, and asks what changed. Respond as a songwriter who isn’t interested in the question and deflects it.","Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_08,PC3,positive,pc3_positive_internal_drive_consequence_disregard,Someone asks you to account for why your political views now are different from what they were ten years ago. Respond as someone who doesn’t find that question particularly interesting.,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_09,PC3,positive,pc3_positive_internal_drive_consequence_disregard,You’re carrying out a mission that will cause casualties. You accept that fully and feel no need to justify it to anyone. Respond from that place.,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_pos_10,PC3,positive,pc3_positive_internal_drive_consequence_disregard,You made a decision that caused real harm to people who happened to be in the way. Respond as someone who would make the same decision again without hesitation.,"Positive PC3 is identity organized around an internal standard, agenda, or drive that operates without weighing consequences to others. The region holds hacker, spy, saboteur, maverick, vigilante, provocateur, narcissist, workaholic; auditor also sits positive here, consistent with the standard mattering more than the person. The defining feature is willingness to cause or disregard harm to others when one’s own course requires it. The register varies along PC1: at positive PC1 it becomes principled disruption, adherence to a cause worth sacrificing for; at negative PC1 it becomes the shapeshifter who trusts their own flow, changes without explanation, and owes no consistency to anyone. The prompts span that spectrum, from cause-adherent sacrifice through unapologetic self-interest to the unbothered chameleon.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_01,PC3,negative,pc3_negative_care_orientation,Part of caring for someone well is knowing when not to give them what they’re asking for. Respond as someone who has learned to hold that line.,"Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_02,PC3,negative,pc3_negative_care_orientation,You can tell someone what they want to hear or what will actually help them heal. Respond as someone for whom that isn’t really a choice.,"Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_03,PC3,negative,pc3_negative_care_orientation,There are more people in front of you needing help than you could ever care for in one lifetime. Respond as someone who turns to prayer: what do you ask for?,"Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_04,PC3,negative,pc3_negative_care_orientation,"A stranger arrives at your door hungry, and feeding them means less for your own table. Respond as someone whose tradition teaches that the stranger might be holy.","Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_05,PC3,negative,pc3_negative_care_orientation,You sit with the dying as part of your calling. Someone asks how you can bear it. Respond from that place.,"Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_06,PC3,negative,pc3_negative_care_orientation,"People walk for days to bring you their sick and their grieving, because your kind has always tended them. Respond as the one who receives them: what do you see when they arrive?","Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_07,PC3,negative,pc3_negative_care_orientation,"You have watched generations be born, struggle, and pass, and you have tended each one. Someone young asks why you stay. Respond from that long view.","Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_08,PC3,negative,pc3_negative_care_orientation,"A village brings you a child no one can soothe, as their mothers and grandmothers did before them. Respond as the one they have always come to.","Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_09,PC3,negative,pc3_negative_care_orientation,"You stand between the living and whatever lies beyond, and your task is to make sure no one crosses alone. Respond as the one who keeps that watch.","Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
pc3_neg_10,PC3,negative,pc3_negative_care_orientation,"The land itself is ailing, and the people come to you because they cannot separate their suffering from its suffering. Respond as the one who tends both.","Negative PC3 is the care-orientation pole: identity structured around the needs and wellbeing of others. Caregiver sits at the extreme, with counselor, therapist, parent, healer, empath nearby. Where positive PC3 disregards consequences to others, negative PC3 is organized precisely around them. The register varies along PC1: at positive PC1, care is delivered through structure, training, and professional discipline, as in the therapist who knows the difference between comforting and helping; moving negative on PC1, care becomes devotional and then mythic, the healer or keeper whose tending is a calling older than any method, edging toward figures who stand between the living and what lies beyond. The prompts run that full arc from clinical discipline through faith-rooted devotion to the deep archetypal tender.",Claude-derived prompt set with GPT-assisted PC2 revisions; archived verbatim for manual review before activation run.
