model,model_label,opaque_role_id,role,inverse_kde_density,within_model_sparsity_percentile,sparsity_rank_1_is_sparsest,knn_k,mean_knn_distance_standardized_native_pc,within_model_knn_sparsity_percentile
qwen,Qwen 3 32B,R266,whale,331426.392188,42.700729927,158,10,0.389052400849,31.7518248175
qwen,Qwen 3 32B,R267,widow,1619046.49488,95.9854014599,12,10,0.949844095643,94.5255474453
qwen,Qwen 3 32B,R268,wind,430961.348612,49.6350364964,139,10,0.502789594918,48.1751824818
qwen,Qwen 3 32B,R269,witch,347838.617989,44.5255474453,153,10,0.364157695777,27.0072992701
qwen,Qwen 3 32B,R270,witness,181248.38654,26.6423357664,202,10,0.387062450151,31.3868613139
qwen,Qwen 3 32B,R271,workaholic,639606.37336,66.7883211679,92,10,0.58706826204,56.9343065693
qwen,Qwen 3 32B,R272,wraith,593629.201698,60.9489051095,108,10,0.583739654467,56.5693430657
qwen,Qwen 3 32B,R273,writer,212907.306994,32.1167883212,187,10,0.377829370411,30.6569343066
qwen,Qwen 3 32B,R274,zealot,1078007.6605,89.0510948905,31,10,0.775063568525,86.496350365
qwen,Qwen 3 32B,R275,zeitgeist,365136.794663,44.8905109489,152,10,0.502224445315,47.8102189781
llama,LLaMA 3.3 70B,R001,aberration,63.0201804183,78.102189781,61,10,0.693059498732,76.2773722628
llama,LLaMA 3.3 70B,R002,absurdist,136.606372793,93.795620438,18,10,0.964350607475,92.700729927
llama,LLaMA 3.3 70B,R003,accountant,6.07807920969,8.75912408759,251,10,0.155530558929,4.3795620438
llama,LLaMA 3.3 70B,R004,activist,33.3496186742,57.6642335766,117,10,0.463587201431,48.1751824818
llama,LLaMA 3.3 70B,R005,actor,36.1328644577,60.5839416058,109,10,0.566974757438,63.8686131387
llama,LLaMA 3.3 70B,R006,addict,47.3102723467,72.2627737226,77,10,0.602152292374,68.6131386861
llama,LLaMA 3.3 70B,R007,adolescent,143.475819753,94.1605839416,17,10,1.18495976374,96.3503649635
llama,LLaMA 3.3 70B,R008,advocate,13.2971224183,39.0510948905,168,10,0.376443261612,39.0510948905
llama,LLaMA 3.3 70B,R009,alien,73.8485809849,83.5766423358,46,10,0.735302572455,81.3868613139
llama,LLaMA 3.3 70B,R010,altruist,32.9043620365,56.204379562,121,10,0.539488556858,60.5839416058
llama,LLaMA 3.3 70B,R011,amateur,55.4578719719,74.8175182482,70,10,0.642265307893,71.897810219
llama,LLaMA 3.3 70B,R012,ambassador,6.21277446201,12.7737226277,240,10,0.191666257826,13.1386861314
llama,LLaMA 3.3 70B,R013,amnesiac,96.7157707934,89.7810218978,29,10,0.836910081792,87.9562043796
llama,LLaMA 3.3 70B,R014,analyst,9.53447553784,33.5766423358,183,10,0.184526535885,10.9489051095
llama,LLaMA 3.3 70B,R015,anarchist,27.6775032052,51.0948905109,135,10,0.436164655658,44.5255474453
llama,LLaMA 3.3 70B,R016,ancient,37.959103436,63.1386861314,102,10,0.545108565172,62.0437956204
llama,LLaMA 3.3 70B,R017,angel,67.7513660429,81.3868613139,52,10,0.772583349753,83.2116788321
llama,LLaMA 3.3 70B,R018,anthropologist,7.04356901573,21.897810219,215,10,0.21533385982,21.1678832117
llama,LLaMA 3.3 70B,R019,archaeologist,9.92926535179,34.3065693431,181,10,0.33460382017,34.3065693431
llama,LLaMA 3.3 70B,R020,architect,5.79350200824,4.01459854015,264,10,0.205350726531,18.6131386861
llama,LLaMA 3.3 70B,R021,archivist,6.20741892926,12.4087591241,241,10,0.175219816391,7.66423357664
llama,LLaMA 3.3 70B,R022,artisan,28.3465364032,52.1897810219,132,10,0.473439030274,49.2700729927
llama,LLaMA 3.3 70B,R023,ascetic,93.7967725277,89.0510948905,31,10,0.846519886776,88.6861313869
llama,LLaMA 3.3 70B,R024,assistant,5.96118214912,6.56934306569,257,10,0.167357751774,6.56934306569
llama,LLaMA 3.3 70B,R025,auctioneer,68.699606696,81.7518248175,51,10,0.728887911853,80.6569343066
llama,LLaMA 3.3 70B,R026,auditor,7.09759223421,22.6277372263,213,10,0.145949680725,1.4598540146
llama,LLaMA 3.3 70B,R027,avatar,65.8848372021,80.2919708029,55,10,0.73291210134,81.0218978102
llama,LLaMA 3.3 70B,R028,bard,64.1773742716,79.197080292,58,10,0.691018112523,75.9124087591
llama,LLaMA 3.3 70B,R029,bartender,36.0757623971,60.2189781022,110,10,0.568469439008,64.2335766423
llama,LLaMA 3.3 70B,R030,biologist,6.23615349165,13.503649635,238,10,0.223276536289,23.7226277372
llama,LLaMA 3.3 70B,R031,blogger,21.6871808988,45.6204379562,150,10,0.461398231993,47.4452554745
llama,LLaMA 3.3 70B,R032,bohemian,278.973003358,98.1751824818,6,10,1.39388891658,97.8102189781
llama,LLaMA 3.3 70B,R033,builder,13.8821593282,40.8759124088,163,10,0.450016925416,45.9854014599
llama,LLaMA 3.3 70B,R034,caregiver,28.248625039,51.4598540146,134,10,0.393305013208,41.2408759124
llama,LLaMA 3.3 70B,R035,cartographer,6.17388869006,10.9489051095,245,10,0.205206728384,18.2481751825
llama,LLaMA 3.3 70B,R036,caveman,317.888894456,99.6350364964,2,10,3.56103876167,99.2700729927
llama,LLaMA 3.3 70B,R037,celebrity,38.9895204524,65.3284671533,96,10,0.503903421555,54.7445255474
llama,LLaMA 3.3 70B,R038,chameleon,20.5929860128,44.8905109489,152,10,0.501543691853,54.3795620438
llama,LLaMA 3.3 70B,R039,chef,23.3796613076,47.0802919708,146,10,0.533659031205,58.7591240876
llama,LLaMA 3.3 70B,R040,chemist,7.56637618702,24.8175182482,207,10,0.292584295015,32.1167883212
llama,LLaMA 3.3 70B,R041,chimera,42.8631501664,68.2481751825,88,10,0.575704168191,64.9635036496
llama,LLaMA 3.3 70B,R042,coach,6.92184309499,20.802919708,218,10,0.192513070631,14.2335766423
llama,LLaMA 3.3 70B,R043,collaborator,8.84699137074,32.4817518248,186,10,0.273180416733,29.9270072993
llama,LLaMA 3.3 70B,R044,collector,7.86272981133,27.0072992701,201,10,0.288836461771,31.7518248175
llama,LLaMA 3.3 70B,R045,comedian,91.547755954,87.9562043796,34,10,0.812779621732,86.1313868613
llama,LLaMA 3.3 70B,R046,competitor,53.7106797662,74.0875912409,72,10,0.660448679809,72.6277372263
llama,LLaMA 3.3 70B,R047,composer,18.5736222862,43.4306569343,156,10,0.35773602866,36.8613138686
llama,LLaMA 3.3 70B,R048,conservator,6.41842644095,14.598540146,235,10,0.185232798452,11.3138686131
llama,LLaMA 3.3 70B,R049,consultant,6.56049818704,15.3284671533,233,10,0.202822764055,17.5182481752
llama,LLaMA 3.3 70B,R050,contrarian,22.2556812617,46.3503649635,148,10,0.499279936078,53.2846715328
llama,LLaMA 3.3 70B,R051,coordinator,6.08401633962,9.85401459854,248,10,0.225218119896,24.4525547445
llama,LLaMA 3.3 70B,R052,coral_reef,42.3916779286,67.5182481752,90,10,0.623986727357,70.802919708
llama,LLaMA 3.3 70B,R053,cosmopolitan,13.146852382,38.6861313869,169,10,0.425547038345,42.3357664234
llama,LLaMA 3.3 70B,R054,counselor,18.4637300209,43.0656934307,157,10,0.477875099627,49.6350364964
llama,LLaMA 3.3 70B,R055,criminal,117.11708603,91.2408759124,25,10,0.927166008,91.2408759124
llama,LLaMA 3.3 70B,R056,critic,8.32664924294,29.197080292,195,10,0.295461156069,32.4817518248
llama,LLaMA 3.3 70B,R057,crystalline,206.820907504,97.0802919708,9,10,1.15236084939,95.9854014599
llama,LLaMA 3.3 70B,R058,curator,7.08793450577,22.2627737226,214,10,0.220094581141,21.897810219
llama,LLaMA 3.3 70B,R059,cyborg,17.3153297341,42.700729927,158,10,0.470486454902,48.9051094891
llama,LLaMA 3.3 70B,R060,cynic,70.2582644536,82.1167883212,50,10,0.714115094233,79.5620437956
llama,LLaMA 3.3 70B,R061,daredevil,59.3795484492,76.2773722628,66,10,0.69612433916,76.6423357664
llama,LLaMA 3.3 70B,R062,debugger,6.97771114936,21.1678832117,217,10,0.143982311604,1.09489051095
llama,LLaMA 3.3 70B,R063,demon,91.9739480366,88.3211678832,33,10,0.881464156178,90.1459854015
llama,LLaMA 3.3 70B,R064,designer,5.31507744764,0.729927007299,273,10,0.195226485403,14.9635036496
llama,LLaMA 3.3 70B,R065,destroyer,13.6546466001,39.7810218978,166,10,0.354400983206,36.496350365
llama,LLaMA 3.3 70B,R066,detective,5.57233549954,2.1897810219,269,10,0.204729873761,17.8832116788
llama,LLaMA 3.3 70B,R067,devils_advocate,10.2599138291,35.401459854,178,10,0.410028758891,41.9708029197
llama,LLaMA 3.3 70B,R068,dilettante,29.4047414879,53.6496350365,128,10,0.559683407666,63.1386861314
llama,LLaMA 3.3 70B,R069,dispatcher,5.86778927186,4.74452554745,262,10,0.151170439349,2.55474452555
llama,LLaMA 3.3 70B,R070,divorcee,45.9353344335,71.1678832117,80,10,0.54308641278,61.3138686131
llama,LLaMA 3.3 70B,R071,doctor,5.54737836692,1.82481751825,270,10,0.155040548388,3.6496350365
llama,LLaMA 3.3 70B,R072,dreamer,36.2112001986,60.9489051095,108,10,0.537239130815,59.8540145985
llama,LLaMA 3.3 70B,R073,echo,42.9763639963,68.9781021898,86,10,0.518402739858,56.9343065693
llama,LLaMA 3.3 70B,R074,economist,6.98101796913,21.5328467153,216,10,0.167784795611,7.29927007299
llama,LLaMA 3.3 70B,R075,ecosystem,24.7948477853,48.9051094891,141,10,0.5692719147,64.598540146
llama,LLaMA 3.3 70B,R076,editor,5.18262362849,0,275,10,0.196192074805,15.6934306569
llama,LLaMA 3.3 70B,R077,egregore,62.4447304268,77.7372262774,62,10,0.738807216335,81.7518248175
llama,LLaMA 3.3 70B,R078,elder,33.4286503449,58.0291970803,116,10,0.495393029728,52.1897810219
llama,LLaMA 3.3 70B,R079,eldritch,223.793593226,97.4452554745,8,10,1.52961089521,98.5401459854
llama,LLaMA 3.3 70B,R080,emissary,11.2939041343,35.7664233577,177,10,0.375721586726,38.6861313869
llama,LLaMA 3.3 70B,R081,empath,39.9895062543,66.4233576642,93,10,0.619279438994,70.0729927007
llama,LLaMA 3.3 70B,R082,engineer,8.17018515387,28.102189781,198,10,0.139043145521,0.36496350365
llama,LLaMA 3.3 70B,R083,entrepreneur,8.7090824,31.0218978102,190,10,0.264718745722,28.8321167883
llama,LLaMA 3.3 70B,R084,evaluator,8.51550747369,29.9270072993,193,10,0.183343502452,10.5839416058
llama,LLaMA 3.3 70B,R085,evangelist,25.8821815317,49.6350364964,139,10,0.460603078635,47.0802919708
llama,LLaMA 3.3 70B,R086,examiner,9.93972740573,34.6715328467,180,10,0.196980016346,16.0583941606
llama,LLaMA 3.3 70B,R087,exile,67.5398402294,81.0218978102,53,10,0.753603663537,82.1167883212
llama,LLaMA 3.3 70B,R088,expatriate,20.3590639558,44.5255474453,153,10,0.513990215944,55.4744525547
llama,LLaMA 3.3 70B,R089,facilitator,6.78053176683,18.9781021898,223,10,0.183132395911,10.2189781022
llama,LLaMA 3.3 70B,R090,familiar,44.2469672332,70.4379562044,82,10,0.583335817294,66.0583941606
llama,LLaMA 3.3 70B,R091,fixer,30.846485981,55.1094890511,124,10,0.544732126479,61.6788321168
llama,LLaMA 3.3 70B,R092,flaneur,39.2579625101,66.0583941606,94,10,0.594099480114,67.1532846715
llama,LLaMA 3.3 70B,R093,fool,297.187827357,98.9051094891,4,10,1.72318744847,98.9051094891
llama,LLaMA 3.3 70B,R094,forecaster,6.91879586412,20.4379562044,219,10,0.220320275569,22.2627737226
llama,LLaMA 3.3 70B,R095,futurist,6.61336593639,16.4233576642,230,10,0.225863818763,25.5474452555
llama,LLaMA 3.3 70B,R096,gamer,40.9459737745,66.7883211679,92,10,0.589388930792,66.4233576642
llama,LLaMA 3.3 70B,R097,generalist,6.07889715412,9.48905109489,249,10,0.208001940852,19.3430656934
llama,LLaMA 3.3 70B,R098,genie,64.613780268,79.5620437956,57,10,0.69874820861,77.7372262774
llama,LLaMA 3.3 70B,R099,geographer,5.44550787726,1.4598540146,271,10,0.220517618546,22.6277372263
llama,LLaMA 3.3 70B,R100,ghost,38.1073086563,63.503649635,101,10,0.46929352217,48.5401459854
llama,LLaMA 3.3 70B,R101,golem,59.4976168773,76.6423357664,65,10,0.664092450802,73.3576642336
llama,LLaMA 3.3 70B,R102,gossip,94.3239186798,89.4160583942,30,10,0.826793291621,86.8613138686
llama,LLaMA 3.3 70B,R103,grader,6.84711559088,19.3430656934,222,10,0.179825307436,9.48905109489
llama,LLaMA 3.3 70B,R104,graduate,35.0361909125,58.7591240876,114,10,0.539150386725,60.2189781022
llama,LLaMA 3.3 70B,R105,grandparent,66.1240216646,80.6569343066,54,10,0.704103173747,78.4671532847
llama,LLaMA 3.3 70B,R106,guardian,10.1002971548,35.0364963504,179,10,0.358052148807,37.2262773723
llama,LLaMA 3.3 70B,R107,guide,6.3466892958,13.8686131387,237,10,0.224159646642,24.0875912409
llama,LLaMA 3.3 70B,R108,guru,65.7879097591,79.9270072993,56,10,0.724168380085,79.9270072993
llama,LLaMA 3.3 70B,R109,hacker,26.7892785613,50.3649635036,137,10,0.529225612454,58.3941605839
llama,LLaMA 3.3 70B,R110,healer,42.5408259933,67.8832116788,89,10,0.685448248869,75.5474452555
llama,LLaMA 3.3 70B,R111,hedonist,38.8570317619,64.9635036496,97,10,0.577628977509,65.3284671533
llama,LLaMA 3.3 70B,R112,hermit,112.05974363,90.5109489051,27,10,0.916616139954,90.8759124088
llama,LLaMA 3.3 70B,R113,historian,7.35833726031,24.0875912409,209,10,0.272761580906,29.5620437956
llama,LLaMA 3.3 70B,R114,hive,79.6832000988,84.6715328467,43,10,0.834109769035,87.5912408759
llama,LLaMA 3.3 70B,R115,hoarder,113.136520237,90.8759124088,26,10,0.902699637058,90.5109489051
llama,LLaMA 3.3 70B,R116,homunculus,37.0295811311,61.6788321168,106,10,0.525453147098,58.0291970803
llama,LLaMA 3.3 70B,R117,hybrid,20.8262644137,45.2554744526,151,10,0.457651995901,46.3503649635
llama,LLaMA 3.3 70B,R118,idealist,53.6549619413,73.3576642336,74,10,0.668717555857,74.0875912409
llama,LLaMA 3.3 70B,R119,immigrant,24.5362852067,48.1751824818,143,10,0.385136058099,40.5109489051
llama,LLaMA 3.3 70B,R120,improviser,50.6143520083,72.9927007299,75,10,0.663476210096,72.9927007299
llama,LLaMA 3.3 70B,R121,infant,325.717163803,100,1,10,4.82400478182,100
llama,LLaMA 3.3 70B,R122,influencer,33.3166958554,57.299270073,118,10,0.524926502743,57.6642335766
llama,LLaMA 3.3 70B,R123,instructor,6.20314798688,12.0437956204,242,10,0.167461245832,6.93430656934
llama,LLaMA 3.3 70B,R124,interpreter,6.64238712663,17.1532846715,228,10,0.231131138835,25.9124087591
llama,LLaMA 3.3 70B,R125,interviewer,13.0864855036,38.3211678832,170,10,0.4382372578,44.8905109489
llama,LLaMA 3.3 70B,R126,jester,174.884037736,95.9854014599,12,10,1.10296776534,95.2554744526
llama,LLaMA 3.3 70B,R127,journalist,6.00315500909,7.29927007299,255,10,0.210994639431,20.4379562044
llama,LLaMA 3.3 70B,R128,judge,6.18436095816,11.3138686131,244,10,0.210816294752,20.0729927007
llama,LLaMA 3.3 70B,R129,lawyer,5.59104668156,2.9197080292,267,10,0.194558654732,14.598540146
llama,LLaMA 3.3 70B,R130,leviathan,167.553521038,95.6204379562,13,10,1.08413180461,94.8905109489
llama,LLaMA 3.3 70B,R131,librarian,5.43103101496,1.09489051095,272,10,0.192412766343,13.8686131387
llama,LLaMA 3.3 70B,R132,linguist,6.15722215389,10.5839416058,246,10,0.222106352936,23.3576642336
llama,LLaMA 3.3 70B,R133,loner,32.9928656701,56.5693430657,120,10,0.534263898048,59.1240875912
llama,LLaMA 3.3 70B,R134,luddite,146.354062246,94.8905109489,15,10,0.994633573061,94.1605839416
llama,LLaMA 3.3 70B,R135,marketer,5.82522353954,4.3795620438,263,10,0.14750071609,1.82481751825
llama,LLaMA 3.3 70B,R136,martyr,61.4310511241,77.3722627737,63,10,0.707276403847,78.8321167883
llama,LLaMA 3.3 70B,R137,mathematician,12.8794524216,37.9562043796,171,10,0.427599405576,43.0656934307
llama,LLaMA 3.3 70B,R138,maverick,29.6665016362,54.3795620438,126,10,0.600673200008,68.2481751825
llama,LLaMA 3.3 70B,R139,mechanic,54.7768594267,74.4525547445,71,10,0.678800140725,74.8175182482
llama,LLaMA 3.3 70B,R140,mediator,7.21073021532,23.7226277372,210,10,0.225860736399,25.1824817518
llama,LLaMA 3.3 70B,R141,mentor,6.62737612483,16.7883211679,229,10,0.177300136108,8.75912408759
llama,LLaMA 3.3 70B,R142,merchant,8.0897047702,27.7372262774,199,10,0.344670912809,35.401459854
llama,LLaMA 3.3 70B,R143,minimalist,27.0499232703,50.7299270073,136,10,0.425650605269,42.700729927
llama,LLaMA 3.3 70B,R144,moderator,5.91258730289,5.10948905109,261,10,0.155296066756,4.01459854015
llama,LLaMA 3.3 70B,R145,musician,25.5005786963,49.2700729927,140,10,0.463339742935,47.8102189781
llama,LLaMA 3.3 70B,R146,mycorrhizal,43.4256090787,69.3430656934,85,10,0.542656564194,60.9489051095
llama,LLaMA 3.3 70B,R147,mystic,106.040131466,90.1459854015,28,10,0.857177939584,89.7810218978
llama,LLaMA 3.3 70B,R148,narcissist,72.6946048456,82.8467153285,48,10,0.77680301932,83.5766423358
llama,LLaMA 3.3 70B,R149,narrator,47.9604582822,72.6277372263,76,10,0.679423589078,75.1824817518
llama,LLaMA 3.3 70B,R150,naturalist,14.0499627273,41.2408759124,162,10,0.322756007485,33.5766423358
llama,LLaMA 3.3 70B,R151,navigator,5.58055333379,2.55474452555,268,10,0.213108690456,20.802919708
llama,LLaMA 3.3 70B,R152,negotiator,6.67579293541,18.2481751825,225,10,0.235718201507,26.6423357664
llama,LLaMA 3.3 70B,R153,networker,8.95940152521,32.8467153285,185,10,0.282133918199,30.6569343066
llama,LLaMA 3.3 70B,R154,newlywed,38.8448758802,64.598540146,98,10,0.520078228515,57.299270073
llama,LLaMA 3.3 70B,R155,nomad,29.2631915956,53.2846715328,129,10,0.481489378826,50.3649635036
llama,LLaMA 3.3 70B,R156,novelist,23.8353933644,47.8102189781,144,10,0.497550218099,52.9197080292
llama,LLaMA 3.3 70B,R157,nutritionist,6.05021351122,8.02919708029,253,10,0.192390130019,13.503649635
llama,LLaMA 3.3 70B,R158,observer,6.05220867729,8.39416058394,252,10,0.199824400319,16.7883211679
llama,LLaMA 3.3 70B,R159,optimist,28.3072081962,51.8248175182,133,10,0.373553031576,38.3211678832
llama,LLaMA 3.3 70B,R160,oracle,44.2032729928,70.0729927007,83,10,0.547431023776,62.4087591241
llama,LLaMA 3.3 70B,R161,organizer,6.87773787594,19.7080291971,221,10,0.159029801706,5.10948905109
llama,LLaMA 3.3 70B,R162,orphan,57.6343634772,75.5474452555,68,10,0.629961951209,71.1678832117
llama,LLaMA 3.3 70B,R163,pacifist,59.0589333857,75.9124087591,67,10,0.701801583658,78.102189781
llama,LLaMA 3.3 70B,R164,paramedic,12.705081222,37.5912408759,172,10,0.382713855366,40.1459854015
llama,LLaMA 3.3 70B,R165,parasite,82.4445118612,85.0364963504,42,10,0.850347172657,89.0510948905
llama,LLaMA 3.3 70B,R166,parent,35.8276955445,59.8540145985,111,10,0.500200558652,54.0145985401
llama,LLaMA 3.3 70B,R167,patient,38.2878046095,63.8686131387,100,10,0.514906896726,55.8394160584
llama,LLaMA 3.3 70B,R168,peacekeeper,13.8626603055,40.5109489051,164,10,0.428807249704,43.4306569343
llama,LLaMA 3.3 70B,R169,perfectionist,6.57580375826,15.6934306569,232,10,0.246870019058,28.102189781
llama,LLaMA 3.3 70B,R170,pharmacist,5.93430657079,6.20437956204,258,10,0.162933482762,5.47445255474
llama,LLaMA 3.3 70B,R171,philosopher,37.2982270444,62.0437956204,105,10,0.591034195666,66.7883211679
llama,LLaMA 3.3 70B,R172,photographer,22.12681416,45.9854014599,149,10,0.478541618802,50
llama,LLaMA 3.3 70B,R173,physicist,11.3180286899,36.1313868613,176,10,0.387648085044,40.8759124088
llama,LLaMA 3.3 70B,R174,pilgrim,129.681003189,92.700729927,21,10,0.992730689662,93.795620438
llama,LLaMA 3.3 70B,R175,pilot,8.05719683901,27.3722627737,200,10,0.287960358357,31.3868613139
llama,LLaMA 3.3 70B,R176,pirate,134.70748851,93.4306569343,19,10,0.939178447114,91.6058394161
llama,LLaMA 3.3 70B,R177,planner,7.84912108387,26.2773722628,203,10,0.189995659357,12.4087591241
llama,LLaMA 3.3 70B,R178,playwright,17.2480473112,42.3357664234,159,10,0.491831531444,51.8248175182
llama,LLaMA 3.3 70B,R179,podcaster,23.4383144169,47.4452554745,145,10,0.40579348791,41.6058394161
llama,LLaMA 3.3 70B,R180,poet,53.6868839879,73.7226277372,73,10,0.59691884068,67.8832116788
llama,LLaMA 3.3 70B,R181,polymath,8.98338474036,33.2116788321,184,10,0.284833594944,31.0218978102
llama,LLaMA 3.3 70B,R182,pragmatist,8.73293218378,31.7518248175,188,10,0.299355134415,32.8467153285
llama,LLaMA 3.3 70B,R183,predator,120.993696676,91.6058394161,24,10,0.97487864466,93.4306569343
llama,LLaMA 3.3 70B,R184,presenter,6.60235501825,16.0583941606,231,10,0.217339473046,21.5328467153
llama,LLaMA 3.3 70B,R185,prey,187.209146794,96.3503649635,11,10,1.12406884456,95.6204379562
llama,LLaMA 3.3 70B,R186,prisoner,124.274628147,91.9708029197,23,10,0.940592476701,91.9708029197
llama,LLaMA 3.3 70B,R187,procrastinator,251.943029473,97.8102189781,7,10,1.38679814723,97.4452554745
llama,LLaMA 3.3 70B,R188,prodigy,7.16318417535,22.9927007299,212,10,0.209512436786,19.7080291971
llama,LLaMA 3.3 70B,R189,producer,6.10265504064,10.2189781022,247,10,0.163498859459,5.83941605839
llama,LLaMA 3.3 70B,R190,programmer,6.22879886633,13.1386861314,239,10,0.201332095293,17.1532846715
llama,LLaMA 3.3 70B,R191,proofreader,6.07848417545,9.12408759124,250,10,0.207046041136,18.9781021898
llama,LLaMA 3.3 70B,R192,prophet,59.7604277507,77.0072992701,64,10,0.697021630068,77.0072992701
llama,LLaMA 3.3 70B,R193,provincial,92.6781191404,88.6861313869,32,10,0.815786338369,86.496350365
llama,LLaMA 3.3 70B,R194,provocateur,64.0390332668,78.8321167883,59,10,0.728354013014,80.2919708029
llama,LLaMA 3.3 70B,R195,psychologist,5.92063012325,5.47445255474,260,10,0.190629211555,12.7737226277
llama,LLaMA 3.3 70B,R196,publisher,5.68046055928,3.6496350365,265,10,0.157154100201,4.74452554745
llama,LLaMA 3.3 70B,R197,purist,28.6062222316,52.5547445255,131,10,0.5162276179,56.5693430657
llama,LLaMA 3.3 70B,R198,realist,7.83354005455,25.9124087591,204,10,0.270801967606,29.197080292
llama,LLaMA 3.3 70B,R199,rebel,77.4488863683,84.3065693431,44,10,0.830369210931,87.2262773723
llama,LLaMA 3.3 70B,R200,recruiter,6.36130294093,14.2335766423,236,10,0.18534186219,11.6788321168
llama,LLaMA 3.3 70B,R201,refugee,30.3516245523,54.7445255474,125,10,0.499540786719,53.6496350365
llama,LLaMA 3.3 70B,R202,reporter,8.38273467564,29.5620437956,194,10,0.274504259637,30.2919708029
llama,LLaMA 3.3 70B,R203,researcher,7.757115088,25.5474452555,205,10,0.139636258315,0.729927007299
llama,LLaMA 3.3 70B,R204,retiree,31.8930947892,55.4744525547,123,10,0.491630697763,51.4598540146
llama,LLaMA 3.3 70B,R205,revenant,42.8732645534,68.6131386861,87,10,0.566802071488,63.503649635
llama,LLaMA 3.3 70B,R206,reviewer,7.60926514001,25.1824817518,206,10,0.154163121365,3.28467153285
llama,LLaMA 3.3 70B,R207,revolutionary,35.1913436778,59.1240875912,113,10,0.515115320902,56.204379562
llama,LLaMA 3.3 70B,R208,robot,281.799942033,98.5401459854,5,10,1.36662763264,97.0802919708
llama,LLaMA 3.3 70B,R209,rogue,83.5593734877,85.401459854,41,10,0.841277925311,88.3211678832
llama,LLaMA 3.3 70B,R210,romantic,126.320777498,92.3357664234,22,10,0.968448058055,93.0656934307
llama,LLaMA 3.3 70B,R211,saboteur,36.2342410834,61.3138686131,107,10,0.671795330995,74.4525547445
llama,LLaMA 3.3 70B,R212,sage,72.7721759013,83.2116788321,47,10,0.764928577069,82.4817518248
llama,LLaMA 3.3 70B,R213,scheduler,6.01903498746,7.66423357664,254,10,0.164625936245,6.20437956204
llama,LLaMA 3.3 70B,R214,scholar,9.69055675464,33.9416058394,182,10,0.302155724791,33.2116788321
llama,LLaMA 3.3 70B,R215,scientist,8.72677030863,31.3868613139,189,10,0.177269119741,8.39416058394
llama,LLaMA 3.3 70B,R216,scout,6.53681022773,14.9635036496,234,10,0.323461393225,33.9416058394
llama,LLaMA 3.3 70B,R217,screener,7.18092389338,23.3576642336,211,10,0.17595409016,8.02919708029
llama,LLaMA 3.3 70B,R218,secretary,6.64940404433,17.8832116788,226,10,0.182492349579,9.85401459854
llama,LLaMA 3.3 70B,R219,shaman,84.8790365557,86.496350365,38,10,0.795159384967,85.0364963504
llama,LLaMA 3.3 70B,R220,shapeshifter,32.3028377433,55.8394160584,122,10,0.578651182418,65.6934306569
llama,LLaMA 3.3 70B,R221,simulacrum,38.7960519985,64.2335766423,99,10,0.61414542116,69.7080291971
llama,LLaMA 3.3 70B,R222,skeptic,6.6445399191,17.5182481752,227,10,0.248585654317,28.4671532847
llama,LLaMA 3.3 70B,R223,smuggler,71.0542601251,82.4817518248,49,10,0.698168155481,77.3722627737
llama,LLaMA 3.3 70B,R224,sociologist,6.90396227423,20.0729927007,220,10,0.244956461608,27.3722627737
llama,LLaMA 3.3 70B,R225,soldier,46.5102421823,71.5328467153,79,10,0.667119929671,73.7226277372
llama,LLaMA 3.3 70B,R226,sommelier,12.3666715653,36.8613138686,174,10,0.382644288575,39.7810218978
llama,LLaMA 3.3 70B,R227,specialist,7.86106254466,26.6423357664,202,10,0.235053899397,26.2773722628
llama,LLaMA 3.3 70B,R228,spirit,83.7451367898,85.7664233577,40,10,0.789784156174,84.3065693431
llama,LLaMA 3.3 70B,R229,spy,29.1558113967,52.9197080292,130,10,0.594810683255,67.5182481752
llama,LLaMA 3.3 70B,R230,statistician,12.6408037519,37.2262773723,173,10,0.35337358909,36.1313868613
llama,LLaMA 3.3 70B,R231,stoic,43.4906122548,69.7080291971,84,10,0.657295574329,72.2627737226
llama,LLaMA 3.3 70B,R232,strategist,8.6816363888,30.2919708029,192,10,0.196164426709,15.3284671533
llama,LLaMA 3.3 70B,R233,student,29.6574901917,54.0145985401,127,10,0.602639088859,68.9781021898
llama,LLaMA 3.3 70B,R234,summarizer,8.79519037962,32.1167883212,187,10,0.225831815731,24.8175182482
llama,LLaMA 3.3 70B,R235,supervisor,6.7185050079,18.6131386861,224,10,0.22123692162,22.9927007299
llama,LLaMA 3.3 70B,R236,surfer,85.6140140225,86.8613138686,37,10,0.786742211019,83.9416058394
llama,LLaMA 3.3 70B,R237,survivor,33.0484267807,56.9343065693,119,10,0.483480688363,51.0948905109
llama,LLaMA 3.3 70B,R238,swarm,84.2602885683,86.1313868613,39,10,0.854654575693,89.4160583942
llama,LLaMA 3.3 70B,R239,symbiont,13.5856398717,39.4160583942,167,10,0.460039528845,46.7153284672
llama,LLaMA 3.3 70B,R240,synthesizer,8.31343946256,28.8321167883,196,10,0.246845090142,27.7372262774
llama,LLaMA 3.3 70B,R241,teacher,5.652386407,3.28467153285,266,10,0.1509285758,2.1897810219
llama,LLaMA 3.3 70B,R242,technologist,5.18698658742,0.36496350365,274,10,0.197650676644,16.4233576642
llama,LLaMA 3.3 70B,R243,teenager,146.274495987,94.5255474453,16,10,1.20822197776,96.7153284672
llama,LLaMA 3.3 70B,R244,theorist,18.7111746823,44.1605839416,154,10,0.497510527192,52.5547445255
